seed,n_train,time,lr,lr_decay,update_interval,wmin,wmax,norm,mean_accuracy,max_accuracy
0,60000,50,0.05,0.99,-1.0,10.0,100.0,500,9.976001,13.0
0,60000,50,0.05,0.95,-0.1,0.1,100.0,500,11.228001,21.8
0,60000,50,0.05,0.95,-10.0,10.0,50.0,500,10.384,16.599998
0,60000,50,0.05,0.95,-1.0,1.0,100.0,500,11.207999,18.6
0,60000,50,0.05,0.99,-10.0,10.0,50.0,500,9.976001,13.0
0,60000,50,0.05,0.95,-0.1,1.0,250.0,500,13.018001,24.8
0,60000,50,0.05,0.99,-0.1,1.0,100.0,500,9.976001,13.0
0,60000,50,0.05,0.99,-10.0,0.1,100.0,500,9.976001,13.0
0,60000,50,0.05,0.99,-1.0,0.1,100.0,500,9.976001,13.0
0,60000,50,0.01,0.95,-10.0,10.0,100.0,500,15.150002,31.0
0,60000,50,0.05,0.99,-10.0,0.1,50.0,500,9.976001,13.0
0,60000,50,0.05,0.95,-1.0,1.0,50.0,500,10.384,16.599998
0,60000,50,0.01,0.9,-10.0,1.0,50.0,500,22.549997,40.2
0,60000,50,0.05,0.95,-0.1,1.0,100.0,500,11.19,20.6
0,60000,50,0.01,0.95,-10.0,1.0,100.0,500,15.150002,31.0
0,60000,50,0.05,0.99,-0.1,0.1,250.0,500,9.968001,13.0
0,60000,50,0.01,0.95,-1.0,1.0,50.0,500,13.054,23.800001
0,60000,50,0.01,0.95,-10.0,10.0,50.0,500,13.054,23.800001
0,60000,50,0.05,0.95,-1.0,10.0,50.0,500,10.408001,17.4
0,60000,50,0.001,0.99,-1.0,1.0,50.0,500,11.205998,14.599999
0,60000,50,0.01,0.95,-1.0,1.0,250.0,500,18.746,32.8
0,60000,50,0.05,0.99,-0.1,10.0,50.0,500,9.976001,13.0
0,60000,50,0.05,0.95,-10.0,1.0,250.0,500,12.93,23.800001
0,60000,50,0.05,0.99,-0.1,10.0,250.0,500,9.976001,13.0
0,60000,50,0.01,0.9,-10.0,10.0,250.0,500,26.904003,39.6
0,60000,50,0.05,0.95,-0.1,10.0,250.0,500,12.87,25.2
0,60000,50,0.01,0.95,-10.0,10.0,250.0,500,18.746,32.8
0,60000,50,0.05,0.99,-0.1,1.0,50.0,500,9.976001,13.0
0,60000,50,0.05,0.99,-1.0,1.0,250.0,500,9.974,13.0
0,60000,50,0.01,0.95,-10.0,0.1,50.0,500,13.069999,26.0
0,60000,50,0.01,0.9,-0.1,0.1,50.0,500,22.62,38.4
0,60000,50,0.001,0.99,-0.1,0.1,250.0,500,17.964,22.8
0,60000,50,0.05,0.95,-1.0,10.0,100.0,500,11.207999,19.0
0,60000,50,0.01,0.95,-10.0,0.1,100.0,500,15.252,31.2
0,60000,50,0.05,0.99,-10.0,1.0,50.0,500,9.976001,13.0
0,60000,50,0.05,0.99,-1.0,10.0,250.0,500,9.974,13.0
0,60000,50,0.001,0.99,-1.0,1.0,250.0,500,19.362,25.6
0,60000,50,0.01,0.9,-0.1,1.0,250.0,500,26.759998,40.2
0,60000,50,0.01,0.95,-1.0,10.0,50.0,500,13.052001,25.0
0,60000,50,0.05,0.9,-0.1,1.0,100.0,500,20.418001,39.0
0,60000,50,0.05,0.95,-1.0,0.1,100.0,500,11.288,22.0
0,60000,50,0.01,0.95,-1.0,10.0,250.0,500,18.703999,35.600002
0,60000,50,0.01,0.95,-1.0,1.0,100.0,500,15.150002,31.0
0,60000,50,0.01,0.9,-0.1,10.0,250.0,500,26.348003,38.800003
0,60000,50,0.05,0.95,-0.1,10.0,50.0,500,10.34,15.000001
0,60000,50,0.01,0.95,-0.1,0.1,50.0,500,12.984,25.2
0,60000,50,0.01,0.9,-0.1,10.0,100.0,500,24.163996,38.800003
0,60000,50,0.01,0.95,-0.1,1.0,50.0,500,13.060001,26.800001
0,60000,50,0.01,0.95,-0.1,0.1,250.0,500,17.668001,32.8
0,60000,50,0.05,0.99,-1.0,0.1,250.0,500,9.974001,13.0
0,60000,50,0.01,0.95,-0.1,0.1,100.0,500,14.796,29.199999
0,60000,50,0.01,0.95,-0.1,1.0,100.0,500,15.026,28.400002
0,60000,50,0.01,0.95,-0.1,10.0,50.0,500,12.955999,25.6
0,60000,50,0.001,0.99,-1.0,1.0,100.0,500,14.170001,19.0
0,60000,50,0.05,0.99,-0.1,0.1,100.0,500,9.974,13.0
0,60000,50,0.01,0.95,-0.1,1.0,250.0,500,18.501999,32.2
0,60000,50,0.001,0.99,-0.1,1.0,100.0,500,14.286001,21.199999
0,60000,50,0.01,0.95,-1.0,10.0,100.0,500,15.144,28.8
0,60000,50,0.01,0.95,-0.1,10.0,100.0,500,15.174,29.0
0,60000,50,0.01,0.99,-10.0,1.0,100.0,500,9.976001,13.0
0,60000,50,0.01,0.99,-10.0,0.1,250.0,500,10.098,13.2
0,60000,50,0.01,0.99,-10.0,1.0,250.0,500,10.095999,13.2
0,60000,50,0.01,0.99,-10.0,0.1,100.0,500,9.974001,13.0
0,60000,50,0.01,0.99,-10.0,1.0,50.0,500,9.974,13.0
0,60000,50,0.01,0.99,-10.0,10.0,50.0,500,9.974,13.0
0,60000,50,0.01,0.99,-10.0,0.1,50.0,500,9.974,13.0
0,60000,50,0.01,0.99,-10.0,10.0,250.0,500,10.095999,13.2
0,60000,50,0.01,0.99,-1.0,0.1,100.0,500,9.974001,13.0
0,60000,50,0.01,0.99,-10.0,10.0,100.0,500,9.976001,13.0
0,60000,50,0.01,0.99,-1.0,1.0,50.0,500,9.974,13.0
0,60000,50,0.01,0.99,-1.0,0.1,50.0,500,9.974,13.0
0,60000,50,0.01,0.99,-1.0,0.1,250.0,500,10.098,13.2
0,60000,50,0.01,0.99,-1.0,1.0,100.0,500,9.976001,13.0
0,60000,50,0.01,0.99,-0.1,0.1,50.0,500,9.976001,13.0
0,60000,50,0.01,0.99,-0.1,0.1,100.0,500,9.972001,13.0
0,60000,50,0.01,0.99,-1.0,10.0,50.0,500,9.974,13.0
0,60000,50,0.01,0.99,-0.1,1.0,250.0,500,10.094,13.2
0,60000,50,0.01,0.99,-1.0,10.0,250.0,500,10.095999,13.2
0,60000,50,0.01,0.99,-1.0,10.0,100.0,500,9.976001,13.0
0,60000,50,0.01,0.99,-0.1,10.0,50.0,500,9.974,13.0
0,60000,50,0.01,0.99,-0.1,1.0,50.0,500,9.974,13.0
0,60000,50,0.01,0.99,-0.1,1.0,100.0,500,9.972001,13.0
0,60000,50,0.01,0.99,-0.1,10.0,250.0,500,10.091999,13.2
0,60000,50,0.01,0.99,-0.1,10.0,100.0,500,9.972001,13.0
0,60000,50,0.01,0.99,-0.1,0.1,250.0,500,10.0859995,13.2
0,60000,50,0.01,0.95,-0.1,10.0,250.0,500,18.537998,33.199997
0,60000,50,0.01,0.99,-1.0,1.0,250.0,500,10.095999,13.2
0,60000,100,0.001,0.9,-10.0,1.0,250.0,500,30.765997,39.8
0,60000,100,0.001,0.95,-1.0,0.1,250.0,500,25.382002,36.0
0,60000,100,0.001,0.9,-10.0,1.0,100.0,500,28.388,39.6
0,60000,100,0.001,0.9,-10.0,10.0,250.0,500,30.38,40.2
0,60000,100,0.001,0.9,-1.0,0.1,250.0,500,30.018003,38.4
0,60000,100,0.001,0.9,-10.0,0.1,100.0,500,28.470003,39.6
0,60000,100,0.001,0.9,-1.0,1.0,100.0,500,28.357998,41.0
0,60000,100,0.001,0.9,-10.0,10.0,100.0,500,28.164,39.6
0,60000,100,0.001,0.9,-1.0,10.0,100.0,500,28.315998,40.0
0,60000,100,0.001,0.9,-10.0,10.0,50.0,500,26.442,39.0
0,60000,100,0.001,0.9,-0.1,1.0,50.0,500,26.73,38.2
0,60000,100,0.001,0.9,-1.0,10.0,50.0,500,26.56,38.800003
0,60000,100,0.001,0.9,-0.1,0.1,100.0,500,28.103998,40.2
0,60000,100,0.001,0.95,-10.0,0.1,250.0,500,25.58,37.6
0,60000,100,0.001,0.9,-1.0,0.1,50.0,500,26.53,40.0
0,60000,100,0.001,0.9,-1.0,1.0,50.0,500,26.442,39.0
0,60000,100,0.001,0.9,-1.0,10.0,250.0,500,30.46,39.6
0,60000,100,0.001,0.9,-1.0,0.1,100.0,500,28.180002,39.6
0,60000,100,0.001,0.9,-0.1,0.1,50.0,500,26.713999,38.600002
0,60000,100,0.001,0.9,-10.0,0.1,250.0,500,29.996,38.600002
0,60000,100,0.001,0.9,-1.0,1.0,250.0,500,30.2,38.0
0,60000,100,0.001,0.9,-0.1,10.0,50.0,500,26.8,38.0
0,60000,100,0.001,0.99,-10.0,0.1,250.0,500,15.410001,21.8
0,60000,100,0.001,0.9,-10.0,1.0,50.0,500,26.442,39.0
0,60000,100,0.001,0.9,-10.0,0.1,50.0,500,26.53,40.0
0,60000,100,0.001,0.95,-10.0,1.0,250.0,500,25.756,38.2
0,60000,100,0.001,0.9,-0.1,10.0,100.0,500,28.32,39.8
0,60000,100,0.001,0.95,-1.0,10.0,250.0,500,25.610003,37.8
0,60000,100,0.001,0.95,-1.0,10.0,50.0,500,18.624,33.0
0,60000,100,0.001,0.9,-0.1,0.1,250.0,500,28.982002,38.0
0,60000,100,0.001,0.9,-0.1,1.0,100.0,500,28.255999,39.8
0,60000,100,0.001,0.95,-10.0,1.0,100.0,500,21.463997,37.6
0,60000,100,0.001,0.95,-0.1,0.1,100.0,500,21.68,37.6
0,60000,100,0.001,0.95,-10.0,1.0,50.0,500,18.484,32.600002
0,60000,100,0.001,0.95,-1.0,1.0,50.0,500,18.484,32.600002
0,60000,100,0.001,0.95,-10.0,0.1,50.0,500,18.495998,32.8
0,60000,100,0.001,0.95,-10.0,10.0,50.0,500,18.484,32.600002
0,60000,100,0.001,0.95,-1.0,0.1,100.0,500,21.581999,36.0
0,60000,100,0.001,0.95,-1.0,1.0,100.0,500,21.912003,36.6
0,60000,100,0.001,0.95,-0.1,10.0,50.0,500,18.694,32.4
0,60000,100,0.001,0.95,-10.0,10.0,250.0,500,25.682001,38.2
0,60000,100,0.001,0.95,-0.1,1.0,50.0,500,18.628,34.8
0,60000,100,0.001,0.95,-10.0,10.0,100.0,500,21.756,35.600002
0,60000,100,0.001,0.9,-0.1,1.0,250.0,500,30.245998,38.4
0,60000,100,0.001,0.9,-0.1,10.0,250.0,500,30.120003,39.6
0,60000,100,0.001,0.99,-1.0,1.0,250.0,500,15.317999,22.0
0,60000,100,0.001,0.95,-1.0,10.0,100.0,500,21.7,36.8
0,60000,100,0.001,0.95,-1.0,0.1,50.0,500,18.495998,32.8
0,60000,100,0.001,0.95,-1.0,1.0,250.0,500,25.82,39.399998
0,60000,100,0.001,0.95,-0.1,10.0,100.0,500,21.721996,36.199997
0,60000,100,0.001,0.95,-0.1,0.1,250.0,500,24.198004,36.0
0,60000,100,0.001,0.99,-10.0,10.0,100.0,500,11.316,15.800001
0,60000,100,0.001,0.95,-0.1,1.0,100.0,500,21.467999,35.8
0,60000,100,0.001,0.95,-0.1,0.1,50.0,500,18.54,34.8
0,60000,100,0.001,0.99,-1.0,0.1,250.0,500,15.435999,22.8
0,60000,100,0.001,0.99,-10.0,1.0,100.0,500,11.344,16.0
0,60000,100,0.001,0.99,-10.0,1.0,50.0,500,10.082,13.2
0,60000,100,0.001,0.99,-10.0,1.0,250.0,500,15.216001,21.199999
0,60000,100,0.001,0.99,-10.0,10.0,50.0,500,10.082,13.2
0,60000,100,0.001,0.99,-1.0,0.1,50.0,500,10.082,13.2
0,60000,100,0.001,0.99,-1.0,10.0,100.0,500,11.242001,15.000001
0,60000,100,0.001,0.99,-1.0,10.0,50.0,500,10.080001,13.2
0,60000,100,0.001,0.95,-0.1,10.0,250.0,500,25.418001,36.6
0,60000,100,0.001,0.99,-1.0,1.0,100.0,500,11.316,15.800001
0,60000,100,0.001,0.99,-1.0,1.0,50.0,500,10.082,13.2
0,60000,100,0.05,0.9,-10.0,0.1,250.0,500,20.876,39.0
0,60000,100,0.001,0.99,-1.0,0.1,100.0,500,11.230001,15.4
0,60000,100,0.001,0.99,-10.0,10.0,250.0,500,15.39,21.4
0,60000,100,0.05,0.9,-10.0,0.1,100.0,500,18.77,39.0
0,60000,100,0.05,0.9,-1.0,0.1,50.0,500,17.328001,37.4
0,60000,100,0.001,0.95,-0.1,1.0,250.0,500,25.470003,36.6
0,60000,100,0.05,0.9,-10.0,1.0,50.0,500,17.392,37.2
0,60000,100,0.05,0.9,-10.0,10.0,50.0,500,17.392,37.2
0,60000,100,0.05,0.9,-1.0,0.1,250.0,500,21.004002,38.800003
0,60000,100,0.05,0.9,-1.0,10.0,250.0,500,21.094002,38.800003
0,60000,100,0.05,0.9,-1.0,1.0,250.0,500,21.094002,38.800003
0,60000,100,0.001,0.99,-10.0,0.1,100.0,500,11.224,15.4
0,60000,100,0.05,0.9,-10.0,1.0,250.0,500,21.094002,38.800003
0,60000,100,0.05,0.9,-10.0,10.0,250.0,500,21.094002,38.800003
0,60000,100,0.05,0.9,-1.0,0.1,100.0,500,18.77,39.0
0,60000,100,0.01,0.9,-10.0,0.1,250.0,500,24.624,38.0
0,60000,100,0.05,0.9,-0.1,0.1,100.0,500,18.968002,39.399998
0,60000,100,0.05,0.9,-0.1,0.1,50.0,500,17.404,37.8
0,60000,100,0.05,0.9,-10.0,1.0,100.0,500,19.006,38.2
0,60000,100,0.05,0.9,-1.0,10.0,100.0,500,19.006,38.2
0,60000,100,0.001,0.99,-0.1,0.1,50.0,500,10.082,13.2
0,60000,100,0.05,0.9,-1.0,10.0,50.0,500,17.264,38.0
0,60000,100,0.001,0.99,-0.1,1.0,250.0,500,15.566001,21.199999
0,60000,100,0.001,0.99,-10.0,0.1,50.0,500,10.082,13.2
0,60000,100,0.05,0.9,-0.1,1.0,50.0,500,17.538002,38.0
0,60000,100,0.05,0.9,-10.0,10.0,100.0,500,19.006,38.2
0,60000,100,0.001,0.99,-0.1,1.0,50.0,500,10.080001,13.2
0,60000,100,0.05,0.9,-0.1,10.0,100.0,500,18.977999,38.0
0,60000,100,0.001,0.99,-1.0,10.0,250.0,500,15.528001,20.6
0,60000,100,0.01,0.9,-1.0,0.1,250.0,500,24.664,39.399998
0,60000,100,0.001,0.99,-0.1,0.1,250.0,500,14.604001,20.0
0,60000,100,0.001,0.99,-0.1,10.0,50.0,500,10.080001,13.2
0,60000,100,0.001,0.99,-0.1,10.0,100.0,500,11.242001,15.800001
0,60000,100,0.05,0.9,-1.0,1.0,50.0,500,17.392,37.2
0,60000,100,0.01,0.9,-10.0,10.0,250.0,500,24.882002,38.4
0,60000,100,0.01,0.9,-1.0,0.1,100.0,500,22.8,38.0
0,60000,100,0.05,0.9,-0.1,1.0,100.0,500,19.002,38.800003
0,60000,100,0.001,0.99,-0.1,1.0,100.0,500,11.228001,15.4
0,60000,100,0.05,0.9,-10.0,0.1,50.0,500,17.328001,37.4
0,60000,100,0.05,0.9,-0.1,10.0,50.0,500,17.314001,38.4
0,60000,100,0.05,0.9,-1.0,1.0,100.0,500,19.006,38.2
0,60000,100,0.01,0.9,-0.1,10.0,100.0,500,22.501997,39.399998
0,60000,100,0.01,0.9,-1.0,1.0,250.0,500,24.882002,38.4
0,60000,100,0.01,0.9,-1.0,1.0,100.0,500,22.768,39.6
0,60000,100,0.01,0.9,-10.0,0.1,50.0,500,21.123999,40.0
0,60000,100,0.01,0.9,-1.0,10.0,250.0,500,24.822002,38.600002
0,60000,100,0.05,0.99,-10.0,10.0,100.0,500,9.976001,13.0
0,60000,100,0.05,0.9,-0.1,10.0,250.0,500,21.074001,38.4
0,60000,100,0.01,0.9,-0.1,10.0,50.0,500,21.3,40.0
0,60000,100,0.01,0.9,-10.0,0.1,100.0,500,22.8,38.0
0,60000,100,0.01,0.9,-10.0,1.0,250.0,500,24.882002,38.4
0,60000,100,0.01,0.9,-1.0,10.0,100.0,500,22.768,39.6
0,60000,100,0.01,0.9,-10.0,10.0,50.0,500,21.296001,39.6
0,60000,100,0.01,0.9,-1.0,0.1,50.0,500,21.123999,40.0
0,60000,100,0.01,0.9,-1.0,1.0,50.0,500,21.296001,39.6
0,60000,100,0.01,0.9,-1.0,10.0,50.0,500,21.2,39.0
0,60000,100,0.01,0.9,-10.0,10.0,100.0,500,22.768,39.6
0,60000,100,0.05,0.95,-1.0,0.1,50.0,500,10.042,13.2
0,60000,100,0.01,0.95,-10.0,0.1,250.0,500,16.058,30.4
0,60000,100,0.05,0.95,-1.0,0.1,250.0,500,11.527999,21.6
0,60000,100,0.01,0.9,-0.1,1.0,100.0,500,22.416,39.6
0,60000,100,0.001,0.99,-0.1,0.1,100.0,500,11.184,15.4
0,60000,100,0.05,0.95,-1.0,0.1,100.0,500,10.35,15.800001
0,60000,100,0.01,0.9,-0.1,0.1,100.0,500,22.519997,39.6
0,60000,100,0.001,0.99,-0.1,10.0,250.0,500,15.379997,20.2
0,60000,100,0.05,0.95,-0.1,10.0,250.0,500,11.550001,21.6
0,60000,100,0.05,0.95,-1.0,10.0,250.0,500,11.404001,20.800001
0,60000,100,0.01,0.9,-0.1,1.0,50.0,500,21.22,38.4
0,60000,100,0.05,0.95,-10.0,1.0,50.0,500,10.042,13.2
0,60000,100,0.05,0.95,-0.1,1.0,250.0,500,11.588,21.0
0,60000,100,0.05,0.95,-10.0,10.0,250.0,500,11.404001,20.800001
0,60000,100,0.05,0.95,-10.0,10.0,100.0,500,10.326,15.800001
0,60000,100,0.05,0.95,-10.0,1.0,250.0,500,11.404001,20.800001
0,60000,100,0.05,0.95,-10.0,0.1,50.0,500,10.042,13.2
0,60000,100,0.01,0.9,-0.1,0.1,250.0,500,23.785995,38.0
0,60000,100,0.01,0.95,-1.0,0.1,250.0,500,15.796001,28.8
0,60000,100,0.05,0.95,-10.0,10.0,50.0,500,10.042,13.2
0,60000,100,0.05,0.95,-0.1,0.1,250.0,500,11.240002,20.0
0,60000,100,0.05,0.95,-0.1,1.0,100.0,500,10.357999,15.4
0,60000,100,0.05,0.9,-0.1,0.1,250.0,500,20.034,37.2
0,60000,100,0.05,0.95,-1.0,1.0,50.0,500,10.042,13.2
0,60000,100,0.05,0.95,-0.1,10.0,100.0,500,10.294001,14.599999
0,60000,100,0.01,0.95,-1.0,1.0,250.0,500,16.067999,29.4
0,60000,100,0.05,0.99,-10.0,0.1,250.0,500,9.974,13.0
0,60000,100,0.05,0.9,-0.1,1.0,250.0,500,20.942,36.8
0,60000,100,0.05,0.99,-1.0,0.1,100.0,500,9.976001,13.0
0,60000,100,0.05,0.99,-0.1,0.1,250.0,500,9.967999,13.0
0,60000,100,0.05,0.95,-1.0,1.0,100.0,500,10.326,15.800001
0,60000,100,0.05,0.95,-1.0,1.0,250.0,500,11.404001,20.800001
0,60000,100,0.05,0.99,-0.1,0.1,50.0,500,9.976001,13.0
0,60000,100,0.01,0.95,-10.0,0.1,100.0,500,13.015999,25.0
0,60000,100,0.05,0.95,-0.1,1.0,50.0,500,10.032,13.2
0,60000,100,0.01,0.95,-0.1,10.0,50.0,500,11.606001,20.2
0,60000,100,0.05,0.99,-10.0,1.0,250.0,500,9.976001,13.0
0,60000,100,0.01,0.95,-10.0,10.0,250.0,500,16.067999,29.4
0,60000,100,0.05,0.99,-10.0,10.0,250.0,500,9.976001,13.0
0,60000,100,0.01,0.95,-1.0,0.1,100.0,500,13.015999,25.0
0,60000,100,0.05,0.95,-10.0,0.1,250.0,500,11.364,20.800001
0,60000,100,0.05,0.99,-1.0,10.0,50.0,500,9.976001,13.0
0,60000,100,0.05,0.95,-10.0,0.1,100.0,500,10.35,15.800001
0,60000,100,0.05,0.99,-10.0,0.1,50.0,500,9.976001,13.0
0,60000,100,0.05,0.95,-1.0,10.0,100.0,500,10.326,15.800001
0,60000,100,0.05,0.99,-0.1,1.0,50.0,500,9.976001,13.0
0,60000,100,0.01,0.95,-1.0,1.0,50.0,500,11.542001,22.0
0,60000,100,0.01,0.95,-10.0,0.1,50.0,500,11.656,21.199999
0,60000,100,0.05,0.95,-1.0,10.0,50.0,500,10.033999,13.2
0,60000,100,0.05,0.99,-10.0,1.0,50.0,500,9.976001,13.0
0,60000,100,0.01,0.95,-10.0,1.0,250.0,500,16.067999,29.4
0,60000,100,0.01,0.9,-0.1,1.0,250.0,500,24.580006,38.800003
0,60000,100,0.05,0.99,-0.1,10.0,100.0,500,9.976001,13.0
0,60000,100,0.05,0.99,-1.0,1.0,250.0,500,9.976001,13.0
0,60000,100,0.01,0.95,-1.0,10.0,250.0,500,16.028,28.8
0,60000,100,0.01,0.95,-1.0,10.0,100.0,500,12.943999,25.2
0,60000,100,0.01,0.95,-10.0,1.0,100.0,500,12.943999,25.2
0,60000,100,0.05,0.95,-0.1,0.1,50.0,500,10.042,13.2
0,60000,100,0.05,0.99,-10.0,10.0,50.0,500,9.976001,13.0
0,60000,100,0.05,0.95,-0.1,0.1,100.0,500,10.33,14.8
0,60000,100,0.05,0.99,-1.0,0.1,50.0,500,9.976001,13.0
0,60000,100,0.05,0.99,-0.1,0.1,100.0,500,9.974,13.0
0,60000,100,0.01,0.95,-0.1,1.0,50.0,500,11.431999,19.400002
0,60000,100,0.01,0.95,-10.0,1.0,50.0,500,11.542001,22.0
0,60000,100,0.05,0.99,-1.0,0.1,250.0,500,9.974,13.0
0,60000,100,0.05,0.95,-0.1,10.0,50.0,500,10.032,13.2
0,60000,100,0.01,0.95,-0.1,0.1,100.0,500,13.038,24.6
0,60000,100,0.01,0.95,-10.0,10.0,50.0,500,11.542001,22.0
0,60000,100,0.05,0.99,-1.0,1.0,100.0,500,9.976001,13.0
0,60000,100,0.05,0.99,-1.0,10.0,250.0,500,9.976001,13.0
0,60000,100,0.05,0.99,-1.0,10.0,100.0,500,9.976001,13.0
0,60000,100,0.05,0.99,-0.1,1.0,100.0,500,9.976001,13.0
0,60000,100,0.001,0.95,-10.0,0.1,100.0,500,21.685999,35.600002
0,60000,100,0.01,0.99,-10.0,0.1,100.0,500,9.974,13.0
0,60000,100,0.05,0.99,-10.0,1.0,100.0,500,9.976001,13.0
0,60000,100,0.05,0.99,-1.0,1.0,50.0,500,9.976001,13.0
0,60000,100,0.01,0.95,-1.0,1.0,100.0,500,12.943999,25.2
0,60000,100,0.01,0.95,-10.0,10.0,100.0,500,12.943999,25.2
0,60000,100,0.01,0.9,-0.1,0.1,50.0,500,21.078001,40.6
0,60000,100,0.01,0.95,-0.1,10.0,100.0,500,12.978001,24.8
0,60000,100,0.01,0.99,-10.0,1.0,50.0,500,9.976001,13.0
0,60000,100,0.01,0.95,-0.1,1.0,250.0,500,15.846,30.199999
0,60000,100,0.01,0.95,-0.1,10.0,250.0,500,15.987999,28.8
0,60000,100,0.05,0.99,-10.0,0.1,100.0,500,9.976001,13.0
0,60000,100,0.01,0.99,-1.0,10.0,100.0,500,9.974,13.0
0,60000,100,0.01,0.95,-0.1,0.1,50.0,500,11.518,20.6
0,60000,100,0.01,0.99,-10.0,10.0,100.0,500,9.974,13.0
0,60000,100,0.01,0.95,-1.0,0.1,50.0,500,11.656,21.199999
0,60000,100,0.01,0.99,-1.0,0.1,50.0,500,9.976001,13.0
0,60000,100,0.05,0.99,-0.1,10.0,250.0,500,9.974,13.0
0,60000,100,0.01,0.95,-0.1,1.0,100.0,500,12.995999,24.6
0,60000,100,0.01,0.99,-0.1,0.1,100.0,500,9.978001,13.0
0,60000,100,0.01,0.99,-10.0,10.0,250.0,500,9.992001,13.0
0,60000,100,0.01,0.95,-1.0,10.0,50.0,500,11.614,20.6
0,60000,100,0.05,0.99,-0.1,10.0,50.0,500,9.976001,13.0
0,60000,100,0.01,0.99,-10.0,0.1,250.0,500,9.978001,13.0
0,60000,100,0.01,0.95,-0.1,0.1,250.0,500,15.247999,29.800001
0,60000,100,0.01,0.99,-0.1,10.0,250.0,500,9.995999,13.0
0,60000,100,0.01,0.99,-0.1,1.0,50.0,500,9.976001,13.0
0,60000,100,0.01,0.99,-0.1,1.0,250.0,500,9.995999,13.0
0,60000,100,0.01,0.99,-0.1,1.0,100.0,500,9.974,13.0
0,60000,100,0.01,0.99,-10.0,0.1,50.0,500,9.976001,13.0
0,60000,100,0.01,0.99,-0.1,10.0,50.0,500,9.976001,13.0
0,60000,100,0.01,0.99,-1.0,1.0,50.0,500,9.976001,13.0
0,60000,100,0.01,0.99,-10.0,10.0,50.0,500,9.976001,13.0
0,60000,100,0.01,0.99,-10.0,1.0,250.0,500,9.992001,13.0
0,60000,100,0.01,0.99,-0.1,0.1,250.0,500,10.004001,13.0
0,60000,100,0.01,0.9,-10.0,1.0,100.0,500,22.768,39.6
0,60000,100,0.01,0.99,-1.0,10.0,50.0,500,9.976001,13.0
0,60000,100,0.01,0.99,-1.0,1.0,100.0,500,9.974,13.0
0,60000,100,0.01,0.9,-10.0,1.0,50.0,500,21.296001,39.6
0,60000,100,0.01,0.99,-1.0,10.0,250.0,500,9.992001,13.0
0,60000,100,0.01,0.99,-1.0,1.0,250.0,500,9.992001,13.0
0,60000,100,0.01,0.99,-0.1,10.0,100.0,500,9.974,13.0
0,60000,100,0.01,0.99,-0.1,0.1,50.0,500,9.974,13.0
0,60000,100,0.01,0.9,-0.1,10.0,250.0,500,24.918003,39.6
0,60000,100,0.05,0.95,-10.0,1.0,100.0,500,10.326,15.800001
0,60000,100,0.01,0.99,-1.0,0.1,250.0,500,9.978001,13.0
0,60000,100,0.05,0.99,-0.1,1.0,250.0,500,9.974,13.0
0,60000,100,0.01,0.99,-1.0,0.1,100.0,500,9.974,13.0
0,60000,100,0.01,0.99,-10.0,1.0,100.0,500,9.974,13.0
