random_seed,kernel_size,stride,n_filters,n_train,inhib,time,timestep,theta_plus,theta_decay,intensity,progress_interval,update_interval,mean_all_activity,mean_proportion_weighting,max_all_activity,max_proportion_weighting
5,8,4,25,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,68.92916666666666,70.65,82,83
4,12,2,9,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,58.52916666666667,56.954166666666666,74,70
2,16,2,36,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,66.37083333333334,64.625,84,82
4,16,2,25,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,65.20833333333333,62.95,77,76
4,16,2,25,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,72.05833333333334,71.15416666666667,86,84
4,16,2,25,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,70.37916666666666,69.7,84,82
5,12,4,9,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,57.47083333333333,57.8625,74,72
2,16,2,36,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,75.83333333333333,75.7625,92,91
4,12,2,25,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,72.24166666666666,71.79583333333333,90,89
5,8,2,9,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,61.24583333333333,60.32083333333333,75,73
4,12,2,16,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,68.95,68.37083333333334,83,84
5,12,2,9,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,60.7,59.47083333333333,73,72
2,8,2,16,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,65.97083333333333,65.82083333333334,78,77
4,12,4,36,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,76.1125,76.92916666666666,92,92
4,8,2,9,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,61.30833333333333,60.141666666666666,75,75
1,16,2,36,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,66.58333333333333,64.74583333333334,82,80
1,16,4,49,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,73.61666666666666,73.35833333333333,88,87
5,16,2,25,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,70.77083333333333,69.82916666666667,85,83
5,12,2,9,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,58.6125,56.729166666666664,71,69
4,12,2,16,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,62.483333333333334,60.641666666666666,76,75
5,8,4,36,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,71.1125,73.2625,87,89
1,16,4,49,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,78.17083333333333,78.19166666666666,93,92
5,8,4,36,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,71.11666666666666,73.0125,87,88
5,8,4,36,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,71.09166666666667,72.84583333333333,90,90
2,8,2,9,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,61.225,59.99583333333333,75,74
1,16,4,49,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,78.1875,78.27083333333333,93,92
5,12,2,16,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,68.65833333333333,68.20416666666667,85,85
3,8,2,16,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,66.1,65.94166666666666,80,77
3,16,2,36,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,74.18333333333334,73.72083333333333,90,88
1,12,4,49,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,76.85833333333333,77.42083333333333,91,91
1,16,4,64,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,79.27916666666667,79.22916666666667,94,92
5,12,2,16,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,69.24583333333334,68.8875,84,85
5,16,2,25,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,71.77083333333333,71.2,84,83
4,16,2,36,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,74.10416666666667,73.47083333333333,89,88
3,16,2,25,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,70.11666666666666,69.3625,85,82
3,12,2,25,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,72.31666666666666,72.0875,89,89
5,8,2,9,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,61.12083333333333,60.0625,74,75
1,12,4,49,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,77.53333333333333,78.15,95,92
3,16,2,36,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,66.8375,64.8125,86,80
1,12,4,49,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,77.71666666666667,78.31666666666666,91,91
2,12,2,25,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,69.19583333333334,68.1875,82,81
5,16,2,16,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,58.49166666666667,54.65833333333333,72,70
1,12,2,25,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,68.975,68.0875,83,81
1,16,4,64,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,78.80416666666666,78.7375,92,91
3,8,2,16,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,66.27083333333333,65.8375,79,79
4,16,2,36,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,75.67916666666666,75.42083333333333,91,90
2,8,2,16,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,64.39166666666667,63.795833333333334,76,76
5,16,2,25,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,65.4125,63.204166666666666,80,76
3,16,2,36,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,75.39166666666667,75.04166666666667,90,90
3,8,2,16,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,64.5375,63.80416666666667,75,76
5,8,4,25,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,69.525,71.15833333333333,84,87
5,16,2,9,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,50.2625,47.69166666666667,62,63
1,8,2,16,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,65.93333333333334,65.96666666666667,78,79
5,12,2,9,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,61.829166666666666,60.333333333333336,74,73
1,16,4,64,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,75.90833333333333,75.425,90,88
4,8,2,9,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,60.775,59.43333333333333,74,72
5,12,2,16,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,62.475,60.74166666666667,76,75
3,12,2,25,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,69.46666666666667,68.5875,84,82
1,8,2,16,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,64.34166666666667,63.829166666666666,77,75
1,8,2,16,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,66.50833333333334,66.2,78,79
2,16,4,64,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,79.325,79.4,91,91
2,16,4,49,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,77.95833333333333,77.91666666666667,94,94
1,12,2,25,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,72.57916666666667,72.09166666666667,90,88
2,12,2,25,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,71.925,71.5,93,92
2,12,2,36,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,73.64583333333333,73.4875,90,90
3,12,2,25,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,72.025,71.75833333333334,89,90
1,16,4,81,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,80.19166666666666,80.10833333333333,91,91
1,12,2,25,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,71.82916666666667,71.63333333333334,91,90
1,16,4,81,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,79.85,79.93333333333334,94,92
2,8,2,16,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,65.96666666666667,65.7875,79,77
2,16,4,64,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,78.91666666666667,78.9375,93,92
5,8,2,9,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,60.475,59.1,75,74
2,16,4,49,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,78.075,78.00833333333334,92,91
2,16,4,64,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,75.4875,75.3375,90,89
2,12,4,49,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,77.92916666666666,78.3,90,92
2,16,4,49,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,74.05416666666666,73.70833333333333,88,88
4,16,2,36,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,66.59583333333333,64.60416666666667,84,80
2,12,2,25,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,72.37916666666666,72.22083333333333,90,90
2,12,4,49,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,76.63333333333334,77.1875,92,92
1,12,4,64,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,78.14166666666667,78.5,94,94
2,16,4,81,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,79.86666666666666,79.83333333333333,91,91
5,16,2,36,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,75.625,75.25416666666666,89,86
1,16,4,81,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,77.35833333333333,77.07083333333334,92,91
2,12,4,64,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,77.90833333333333,78.29583333333333,92,92
2,16,4,81,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,79.72916666666667,79.65,92,90
2,12,4,49,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,77.51666666666667,78.17916666666666,92,91
4,12,2,25,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,72.61666666666666,72.33333333333333,90,91
5,12,2,25,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,71.9875,71.78333333333333,90,88
2,12,4,64,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,79.0,79.4875,95,94
5,16,2,36,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,73.96666666666667,73.375,87,85
1,16,4,100,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,80.90416666666667,81.00833333333334,92,90
1,16,4,100,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,78.40833333333333,78.31666666666666,91,91
4,8,2,16,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,64.14166666666667,63.766666666666666,74,75
4,8,2,16,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,66.10416666666667,65.94583333333334,79,78
4,12,2,36,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,73.52083333333333,73.4125,91,90
1,12,4,64,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,79.0625,79.625,93,94
5,8,2,16,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,66.01666666666667,65.65833333333333,77,79
4,12,2,25,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,69.42083333333333,68.57916666666667,84,82
5,12,2,25,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,72.40416666666667,72.07083333333334,90,90
3,16,4,49,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,77.88333333333334,77.9875,91,90
4,8,2,16,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,66.35416666666667,66.1125,79,77
1,12,4,81,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,79.6375,79.91666666666667,94,94
2,16,4,81,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,77.55833333333334,77.2625,92,91
2,8,4,49,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,72.25416666666666,74.2125,92,91
5,12,2,25,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,68.8375,68.03333333333333,81,82
5,8,2,16,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,64.67916666666666,64.17916666666666,77,78
1,12,2,36,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,73.9125,73.57916666666667,90,88
1,12,4,64,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,78.83333333333333,79.2875,92,92
1,16,4,100,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,80.8125,81.12916666666666,92,91
3,16,4,49,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,74.1625,73.75833333333334,92,90
5,16,2,36,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,66.75416666666666,65.09166666666667,84,81
3,16,4,64,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,78.62916666666666,78.72083333333333,94,92
2,12,2,36,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,73.425,73.15416666666667,91,90
1,12,2,36,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,73.62083333333334,73.53333333333333,90,90
3,12,4,49,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,77.80416666666666,78.525,91,91
3,16,4,49,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,77.92083333333333,77.8875,93,92
5,8,2,16,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,66.07916666666667,66.13333333333334,78,79
3,16,4,64,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,78.75,78.6375,92,92
2,12,4,64,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,78.8,79.18333333333334,92,92
3,12,4,49,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,77.47083333333333,77.93333333333334,92,92
3,12,2,36,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,71.5625,70.90416666666667,90,90
3,12,4,49,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,77.42916666666666,78.0,93,92
1,8,4,49,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,72.34583333333333,74.23333333333333,92,92
2,16,4,100,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,80.58333333333333,80.725,93,92
1,8,4,49,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,72.375,74.375,90,89
1,8,4,49,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,71.89583333333333,73.8,88,89
2,16,4,100,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,80.98333333333333,81.2,92,91
2,8,4,49,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,72.48333333333333,74.325,91,91
3,16,4,81,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,79.70833333333333,79.84166666666667,92,91
2,8,2,25,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,69.20833333333333,69.5125,82,83
3,8,2,25,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,70.27916666666667,70.5875,86,86
5,12,2,36,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,73.99166666666666,73.65833333333333,90,88
1,12,4,81,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,80.07916666666667,80.375,95,94
4,12,2,36,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,71.74166666666666,70.9,89,90
3,16,4,64,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,75.9375,75.6,92,90
3,12,4,64,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,77.67916666666666,78.12916666666666,91,91
2,12,4,81,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,79.77083333333333,80.20833333333333,94,93
1,16,2,49,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,75.72916666666667,75.39583333333333,90,88
2,8,4,49,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,71.94583333333334,73.825,88,88
1,8,4,64,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,72.63333333333334,74.85833333333333,89,91
1,8,2,25,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,70.3625,70.46666666666667,87,87
3,16,4,81,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,79.975,79.9375,92,90
1,8,2,25,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,69.6875,69.95,86,85
1,12,4,100,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,80.5,80.98333333333333,94,93
3,8,4,49,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,72.46666666666667,74.3375,89,91
2,12,4,81,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,79.55,79.90416666666667,96,95
2,12,4,100,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,79.59583333333333,79.89583333333333,94,94
1,12,4,100,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,79.525,80.09166666666667,94,94
1,8,4,64,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,72.87916666666666,74.7375,90,92
1,12,2,36,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,71.19166666666666,70.60416666666667,89,88
2,16,4,100,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,78.225,78.11666666666666,89,88
2,8,4,64,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,73.525,75.4,88,90
3,16,4,81,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,77.00833333333334,76.9125,92,90
3,12,4,64,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,79.02916666666667,79.3375,94,94
2,8,4,64,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,73.0,75.16666666666667,90,90
2,12,2,36,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,71.8125,71.15,90,86
5,8,2,25,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,70.3375,70.675,86,86
3,8,2,25,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,68.80833333333334,69.11666666666666,83,85
2,12,4,81,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,78.97083333333333,79.39166666666667,95,94
3,8,4,64,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,73.15416666666667,75.00416666666666,92,92
3,12,4,64,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,79.00833333333334,79.575,94,94
4,16,4,49,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,73.6875,73.46666666666667,88,88
2,8,4,81,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,73.36666666666666,75.34583333333333,90,92
4,16,4,49,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,78.05,78.10416666666667,92,90
1,8,4,64,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,73.175,74.91666666666667,91,92
1,8,4,81,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,73.5625,75.6625,91,91
4,16,4,49,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,78.21666666666667,78.09583333333333,92,91
3,16,4,100,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,80.86666666666666,81.1,92,91
3,8,4,49,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,71.8625,73.6875,90,92
5,8,2,25,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,70.1,70.475,84,84
4,12,2,36,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,73.70416666666667,73.31666666666666,91,90
3,12,2,36,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,73.34166666666667,72.82083333333334,92,90
2,8,4,64,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,72.88333333333334,74.54166666666667,89,89
3,8,4,49,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,72.15833333333333,73.74166666666666,89,90
2,12,4,100,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,80.2375,80.75,95,94
4,12,4,64,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,78.0875,78.44166666666666,91,92
3,8,2,25,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,70.1625,70.6875,86,87
1,8,2,25,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,68.80833333333334,69.04166666666667,82,84
3,12,2,36,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,73.85416666666667,73.75,91,91
3,12,4,100,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,79.55833333333334,80.0875,92,92
1,16,2,49,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,77.33333333333333,76.99166666666666,90,90
4,16,4,64,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,79.4125,79.21666666666667,93,92
2,12,4,100,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,80.25833333333334,80.75833333333334,96,96
3,8,4,64,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,72.5125,74.42916666666666,90,90
2,16,2,49,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,77.1125,76.8125,91,89
2,8,2,36,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,71.89166666666667,72.24583333333334,89,88
4,12,4,49,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,77.74166666666666,78.09166666666667,90,90
3,12,4,81,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,79.89166666666667,80.40833333333333,96,94
3,16,4,100,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,80.8625,81.075,92,92
3,8,4,64,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,72.98333333333333,74.83333333333333,90,90
2,16,2,49,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,67.35,65.55416666666666,81,80
2,8,2,25,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,70.51666666666667,70.92916666666666,84,85
1,8,4,100,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,73.50833333333334,75.7875,90,90
2,8,2,25,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,70.19583333333334,70.44166666666666,84,86
1,12,4,100,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,80.38333333333334,80.8125,96,95
4,16,4,64,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,75.775,75.175,92,89
4,12,4,49,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,76.625,77.19166666666666,91,91
4,12,4,64,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,78.85,79.3375,95,94
2,16,2,49,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,76.15416666666667,75.4625,90,88
1,8,4,81,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,73.0125,75.0,90,90
3,12,4,100,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,80.2,80.92083333333333,95,96
4,8,4,49,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,71.98333333333333,73.96666666666667,89,90
3,8,4,81,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,73.5,75.57916666666667,89,90
2,8,2,36,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,71.34166666666667,71.7125,86,88
4,12,4,49,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,77.65833333333333,78.26666666666667,91,91
4,12,4,64,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,78.6625,79.27083333333333,94,93
4,16,4,81,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,77.1,76.8625,91,88
3,12,4,100,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,80.2875,80.62916666666666,96,95
3,16,4,100,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,78.32083333333334,78.13333333333334,91,89
4,16,4,64,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,79.11666666666666,79.12916666666666,91,90
3,12,4,81,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,79.91666666666667,80.40416666666667,96,95
1,16,2,64,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,77.39583333333333,77.05833333333334,90,89
1,16,2,64,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,78.19583333333334,78.00416666666666,91,91
4,8,4,49,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,71.525,73.5125,87,88
1,12,2,49,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,72.40833333333333,71.625,93,91
3,12,4,81,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,79.07916666666667,79.4875,93,92
4,16,4,81,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,79.86666666666666,79.95833333333333,92,92
2,8,4,100,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,73.87083333333334,75.92916666666666,89,91
1,12,4,81,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,79.14583333333333,79.64583333333333,92,94
5,12,2,36,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,73.12083333333334,72.75833333333334,89,89
1,8,4,81,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,73.16666666666667,75.33333333333333,90,90
4,8,4,49,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,72.33333333333333,74.29166666666667,88,90
4,16,4,81,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,79.95416666666667,79.9,92,90
3,16,2,64,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,78.63333333333334,78.35833333333333,92,90
5,12,2,36,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,71.425,70.78333333333333,89,88
3,16,2,49,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,77.59583333333333,77.40833333333333,92,90
2,8,4,81,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,73.15833333333333,75.12916666666666,90,91
2,8,4,100,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,74.26666666666667,76.39166666666667,88,90
4,16,4,100,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,80.3375,80.3375,92,92
3,8,4,81,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,73.4625,75.48333333333333,91,91
1,16,2,64,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,68.9625,67.4625,83,82
4,16,4,100,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,78.43333333333334,78.20416666666667,91,89
5,12,4,49,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,77.8375,78.2125,94,94
5,12,4,49,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,77.72083333333333,78.025,93,92
1,16,2,49,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,67.1,65.575,82,80
2,8,4,81,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,73.26666666666667,75.62083333333334,90,91
4,16,4,100,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,80.52083333333333,80.75416666666666,92,90
3,16,2,49,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,67.40833333333333,65.725,82,80
5,8,2,36,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,71.53333333333333,72.09166666666667,87,88
5,12,4,49,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,76.81666666666666,77.4625,91,91
4,8,4,64,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,73.02916666666667,74.86666666666666,92,91
5,16,4,49,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,77.99166666666666,78.0375,93,92
5,16,4,49,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,73.8625,73.8625,89,88
4,12,4,81,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,79.55416666666666,80.15,95,95
4,12,4,81,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,79.68333333333334,80.34583333333333,94,95
5,16,4,64,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,79.2625,79.34583333333333,93,93
1,8,4,100,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,73.87916666666666,76.17083333333333,90,92
4,12,4,81,60000,100.0,250,1.0,0.05,1e-07,0.45,10,250,78.95833333333333,79.39583333333333,93,92
5,8,4,49,60000,300.0,250,1.0,0.05,1e-07,0.45,10,250,72.5625,74.29166666666667,88,89
5,16,4,49,60000,500.0,250,1.0,0.05,1e-07,0.45,10,250,78.12083333333334,78.37916666666666,92,92
