random_seed,kernel_size,stride,n_filters,crop,n_train,inhib,time,timestep,theta_plus,theta_decay,intensity,norm,progress_interval,update_interval,mean_all_activity,mean_proportion_weighting,mean_ngram,max_all_activity,max_proportion_weighting,max_ngram
0,12,4,100,3,60000,250.0,300,1.0,0.05,1e-07,0.5,0.1,10,250,82.221664,83.42834,85.92667,90.0,92.0,94.4
0,16,4,49,4,60000,250.0,300,1.0,0.05,1e-07,0.5,0.1,10,250,73.026665,74.32166,77.829994,82.8,83.600006,87.2
0,12,4,49,3,60000,250.0,300,1.0,0.05,1e-07,0.5,0.1,10,250,76.99333,78.66501,82.494995,87.6,88.0,91.6
0,12,4,49,2,60000,250.0,300,1.0,0.05,1e-07,0.5,0.1,10,250,80.96166,81.97167,85.02333,93.2,94.0,95.6
0,12,4,100,4,60000,250.0,300,1.0,0.05,1e-07,0.5,0.3,10,250,84.17333,84.89833,87.535,93.6,94.4,96.0
0,8,2,25,4,60000,250.0,300,1.0,0.05,1e-07,0.5,0.2,10,250,73.73333,74.18001,78.03833,90.4,89.600006,92.799995
0,16,2,49,4,60000,250.0,300,1.0,0.05,1e-07,0.5,0.2,10,250,78.753334,78.78333,79.80167,92.0,90.8,92.799995
0,8,2,25,5,60000,250.0,300,1.0,0.05,1e-07,0.5,0.1,10,250,65.76833,66.354996,73.01667,79.2,80.4,86.799995
0,12,4,49,2,60000,250.0,300,1.0,0.05,1e-07,0.5,0.2,10,250,81.06834,81.79666,84.90833,92.4,92.0,94.8
0,16,2,100,4,60000,250.0,300,1.0,0.05,1e-07,0.5,0.1,10,250,81.975,82.37,84.003334,91.2,92.799995,94.8
0,16,2,25,2,60000,250.0,300,1.0,0.05,1e-07,0.5,0.3,10,250,71.94666,71.24,71.68833,84.4,83.600006,86.0
0,16,2,144,5,60000,250.0,300,1.0,0.05,1e-07,0.5,0.2,10,250,85.115,85.753334,86.863335,93.2,94.0,95.6
0,12,2,25,3,60000,250.0,300,1.0,0.05,1e-07,0.5,0.2,10,250,75.17166,74.77333,77.32,92.4,91.2,91.6
0,12,2,25,3,60000,250.0,300,1.0,0.05,1e-07,0.5,0.1,10,250,72.40166,72.16501,75.555,85.2,84.4,86.0
0,12,4,144,4,60000,250.0,300,1.0,0.05,1e-07,0.5,0.2,10,250,85.62333,86.715004,88.868324,93.6,95.6,97.2
0,16,4,144,4,60000,250.0,300,1.0,0.05,1e-07,0.5,0.3,10,250,86.261665,87.45,88.19334,96.0,96.8,98.0
0,12,4,49,2,60000,250.0,300,1.0,0.05,1e-07,0.5,0.3,10,250,82.09167,82.96166,85.52334,93.6,94.8,95.200005
0,12,2,49,4,60000,250.0,300,1.0,0.05,1e-07,0.5,0.3,10,250,80.020004,79.93166,82.518326,92.0,91.2,92.4
0,16,2,100,4,60000,250.0,300,1.0,0.05,1e-07,0.5,0.3,10,250,85.82333,86.066666,86.745,95.200005,94.8,94.8
0,8,2,25,4,60000,250.0,300,1.0,0.05,1e-07,0.5,0.3,10,250,72.579994,72.59167,76.77166,91.2,90.4,94.4
0,8,4,49,4,60000,250.0,300,1.0,0.05,1e-07,0.5,0.2,10,250,76.26333,78.15833,83.5,89.600006,90.8,95.200005
0,16,4,100,2,60000,250.0,300,1.0,0.05,1e-07,0.5,0.3,10,250,85.88833,86.375,87.19333,94.8,94.4,96.0
0,16,2,49,3,60000,250.0,300,1.0,0.05,1e-07,0.5,0.1,10,250,76.920006,76.775,79.04834,88.4,87.6,91.2
0,16,2,100,4,60000,250.0,300,1.0,0.05,1e-07,0.5,0.2,10,250,84.26667,84.55834,85.375,96.4,96.0,96.0
0,16,2,144,4,60000,250.0,300,1.0,0.05,1e-07,0.5,0.1,10,250,83.88,84.395,85.86333,92.0,93.2,94.8
0,8,4,49,3,60000,250.0,300,1.0,0.05,1e-07,0.5,0.1,10,250,68.21667,70.528336,77.331665,78.4,82.0,85.2
0,12,4,144,3,60000,250.0,300,1.0,0.05,1e-07,0.5,0.3,10,250,86.85166,87.59834,89.05333,94.4,94.8,95.6
0,12,4,100,4,60000,250.0,300,1.0,0.05,1e-07,0.5,0.2,10,250,84.49167,85.30666,87.755,92.799995,92.4,95.6
0,16,4,100,2,60000,250.0,300,1.0,0.05,1e-07,0.5,0.2,10,250,85.68501,86.14834,87.37,94.0,94.0,95.6
0,12,4,144,4,60000,250.0,300,1.0,0.05,1e-07,0.5,0.3,10,250,85.94666,86.746666,88.79001,93.6,94.8,96.4
0,16,2,49,4,60000,250.0,300,1.0,0.05,1e-07,0.5,0.3,10,250,78.97666,79.25,80.18667,94.0,93.2,94.0
0,16,4,49,3,60000,250.0,300,1.0,0.05,1e-07,0.5,0.3,10,250,80.405,81.32333,82.61833,90.4,89.200005,94.8
0,16,2,49,2,60000,250.0,300,1.0,0.05,1e-07,0.5,0.3,10,250,76.939995,76.495,77.55666,87.2,86.0,88.8
0,16,4,100,2,60000,250.0,300,1.0,0.05,1e-07,0.5,0.1,10,250,84.683334,85.458336,86.905,95.6,95.6,96.8
0,16,2,144,4,60000,250.0,300,1.0,0.05,1e-07,0.5,0.2,10,250,87.03,87.433334,88.13667,96.0,96.4,98.0
0,12,2,25,2,60000,250.0,300,1.0,0.05,1e-07,0.5,0.2,10,250,74.831665,74.276665,76.829994,93.6,92.4,90.8
0,16,2,49,2,60000,250.0,300,1.0,0.05,1e-07,0.5,0.2,10,250,79.456665,79.28166,81.02666,90.0,89.600006,92.799995
0,16,2,49,2,60000,250.0,300,1.0,0.05,1e-07,0.5,0.1,10,250,77.47167,76.93166,79.11,89.600006,87.6,92.799995
0,16,4,144,5,60000,250.0,300,1.0,0.05,1e-07,0.5,0.3,10,250,80.75,80.784996,80.69666,91.2,91.2,91.2
0,16,2,144,4,60000,250.0,300,1.0,0.05,1e-07,0.5,0.3,10,250,87.65166,87.778336,88.31501,97.2,97.2,97.6
0,8,4,100,3,60000,250.0,300,1.0,0.05,1e-07,0.5,0.3,10,250,80.70334,82.021675,87.22667,92.4,92.799995,96.0
0,8,4,100,3,60000,250.0,300,1.0,0.05,1e-07,0.5,0.2,10,250,79.12334,80.670006,85.55,89.200005,90.8,96.0
0,8,4,144,5,60000,250.0,300,1.0,0.05,1e-07,0.5,0.1,10,250,73.7,75.63667,79.05334,83.600006,88.0,88.8
0,12,2,49,4,60000,250.0,300,1.0,0.05,1e-07,0.5,0.2,10,250,79.026665,78.89001,81.095,91.2,90.8,92.0
0,12,4,144,3,60000,250.0,300,1.0,0.05,1e-07,0.5,0.1,10,250,83.73333,84.668335,87.08834,92.4,93.6,94.8
0,8,4,100,4,60000,250.0,300,1.0,0.05,1e-07,0.5,0.3,10,250,80.71999,82.153336,86.88333,92.4,92.799995,97.6
0,12,2,25,2,60000,250.0,300,1.0,0.05,1e-07,0.5,0.3,10,250,72.66333,71.683334,75.098335,91.6,90.4,90.0
0,8,2,49,5,60000,250.0,300,1.0,0.05,1e-07,0.5,0.3,10,250,77.205,77.3,80.77333,92.4,92.4,94.0
0,12,4,25,5,60000,250.0,300,1.0,0.05,1e-07,0.5,0.2,10,250,69.77333,71.65,75.82834,86.799995,88.0,88.0
0,8,4,49,2,60000,250.0,300,1.0,0.05,1e-07,0.5,0.2,10,250,76.03166,77.979996,84.09,92.799995,93.6,96.8
0,12,2,49,4,60000,250.0,300,1.0,0.05,1e-07,0.5,0.1,10,250,79.63167,79.74833,81.731674,92.0,92.4,92.4
0,12,4,144,4,60000,250.0,300,1.0,0.05,1e-07,0.5,0.1,10,250,83.53501,84.51333,87.25833,92.799995,94.8,96.8
0,16,2,100,3,60000,250.0,300,1.0,0.05,1e-07,0.5,0.3,10,250,84.92667,85.143326,86.329994,94.8,95.200005,96.4
0,12,4,144,3,60000,250.0,300,1.0,0.05,1e-07,0.5,0.2,10,250,86.6,87.61833,89.18001,94.0,95.200005,95.200005
0,12,2,25,2,60000,250.0,300,1.0,0.05,1e-07,0.5,0.1,10,250,73.75167,73.37668,75.91167,83.600006,84.799995,88.0
0,16,2,100,3,60000,250.0,300,1.0,0.05,1e-07,0.5,0.2,10,250,84.191666,84.36333,85.42666,92.4,93.2,94.4
0,8,2,25,3,60000,250.0,300,1.0,0.05,1e-07,0.5,0.2,10,250,74.66,74.88,78.03167,90.8,91.2,92.4
0,16,4,144,2,60000,250.0,300,1.0,0.05,1e-07,0.5,0.3,10,250,87.68499,88.12333,88.73333,96.4,96.8,96.8
0,16,4,144,2,60000,250.0,300,1.0,0.05,1e-07,0.5,0.1,10,250,86.22834,86.95334,87.926674,96.0,96.0,96.4
0,16,4,144,2,60000,250.0,300,1.0,0.05,1e-07,0.5,0.2,10,250,87.20667,87.69334,88.295006,95.200005,95.6,96.4
0,12,4,100,2,60000,250.0,300,1.0,0.05,1e-07,0.5,0.1,10,250,83.981674,85.24833,87.175,95.200005,96.8,96.8
0,8,4,100,3,60000,250.0,300,1.0,0.05,1e-07,0.5,0.1,10,250,75.606674,77.68667,80.958336,89.200005,93.2,91.6
0,8,2,25,4,60000,250.0,300,1.0,0.05,1e-07,0.5,0.1,10,250,67.37333,67.85667,73.41501,80.4,82.0,87.2
0,8,4,49,2,60000,250.0,300,1.0,0.05,1e-07,0.5,0.3,10,250,78.09167,79.78166,85.96166,92.0,94.8,98.4
0,12,2,100,5,60000,250.0,300,1.0,0.05,1e-07,0.5,0.1,10,250,82.40333,83.01833,84.63,92.4,92.799995,92.799995
0,16,2,100,3,60000,250.0,300,1.0,0.05,1e-07,0.5,0.1,10,250,83.40667,83.48833,85.03667,92.0,92.4,94.8
0,8,2,49,5,60000,250.0,300,1.0,0.05,1e-07,0.5,0.2,10,250,76.68667,77.041664,80.270004,90.8,90.8,93.6
0,8,4,100,4,60000,250.0,300,1.0,0.05,1e-07,0.5,0.2,10,250,79.6,81.01167,85.595,90.4,91.2,94.4
0,12,4,100,2,60000,250.0,300,1.0,0.05,1e-07,0.5,0.3,10,250,84.85,85.6,87.835,96.4,96.0,96.8
0,8,2,25,3,60000,250.0,300,1.0,0.05,1e-07,0.5,0.1,10,250,69.35166,69.05167,73.45333,81.6,82.8,88.0
0,12,2,144,5,60000,250.0,300,1.0,0.05,1e-07,0.5,0.2,10,250,85.78,86.24334,87.78833,94.8,94.4,96.4
0,8,4,100,4,60000,250.0,300,1.0,0.05,1e-07,0.5,0.1,10,250,76.405,78.23667,81.041664,88.0,89.600006,90.8
0,12,2,49,3,60000,250.0,300,1.0,0.05,1e-07,0.5,0.3,10,250,79.47834,79.481674,82.098335,92.799995,91.2,93.6
0,12,2,100,5,60000,250.0,300,1.0,0.05,1e-07,0.5,0.3,10,250,82.95333,83.37667,85.689995,93.6,93.6,95.200005
