seed,n_train,kernel_size,stride,n_filters,padding,inhib,time,dt,intensity,update_interval,mean_all_activity,mean_proportion_weighting,mean_ngram,max_all_activity,max_proportion_weighting,max_ngram
1,60000,16,4,81,0,100.0,250,1.0,0.5,250,9.66,9.675,10.915,14.8,14.8,16.4
1,60000,6,2,36,0,100.0,100,1.0,0.5,250,18.328335,18.993336,14.2699995,27.2,28.400002,20.4
1,60000,10,2,16,0,100.0,250,1.0,0.5,250,9.588333,9.535,10.846666,15.2,15.6,16.0
1,60000,12,4,100,0,100.0,250,1.0,0.5,250,18.848333,20.980001,21.716667,26.4,29.6,32.0
1,60000,8,2,81,0,100.0,25,1.0,0.5,250,13.016665,13.184999,10.661667,21.199999,22.0,16.0
1,60000,6,2,16,0,100.0,250,1.0,0.5,250,9.508333,9.568334,11.943333,16.4,16.8,18.4
1,60000,4,4,100,0,100.0,100,1.0,0.5,250,47.340004,49.403336,47.654995,59.600002,62.4,63.6
1,60000,8,2,64,0,100.0,50,1.0,0.5,250,12.575,12.773334,10.508333,20.4,20.800001,16.0
1,60000,8,4,81,0,100.0,250,1.0,0.5,250,9.613334,9.575,11.744999,14.0,14.0,18.4
1,60000,16,2,36,0,100.0,250,1.0,0.5,250,9.990001,9.951667,11.705001,15.6,14.8,18.8
1,60000,14,2,36,0,100.0,250,1.0,0.5,250,9.901667,9.963334,11.2316675,15.2,15.6,18.4
1,60000,10,2,49,0,100.0,100,1.0,0.5,250,10.39,10.753335,11.946667,16.0,15.6,18.0
1,60000,14,2,81,0,100.0,100,1.0,0.5,250,10.243333,10.285,11.343334,16.0,15.6,16.8
1,60000,4,2,49,0,100.0,25,1.0,0.5,250,13.946667,14.281667,11.048334,20.800001,22.400002,16.0
1,60000,16,2,100,0,100.0,100,1.0,0.5,250,28.211666,30.775,21.783333,44.4,46.8,34.0
1,60000,10,2,100,0,100.0,25,1.0,0.5,250,39.48,41.105,17.130001,53.600002,55.199997,28.400002
1,60000,10,2,25,0,100.0,250,1.0,0.5,250,19.57,20.931667,21.41,29.199999,28.400002,31.2
1,60000,10,2,81,0,100.0,50,1.0,0.5,250,10.883333,11.733335,10.533334,16.8,18.0,16.4
1,60000,16,2,25,0,100.0,250,1.0,0.5,250,11.441667,11.465,13.713334,17.2,17.2,21.6
1,60000,16,2,49,0,100.0,250,1.0,0.5,250,9.671666,9.623334,10.883333,15.2,15.6,15.6
1,60000,12,2,64,0,100.0,100,1.0,0.5,250,10.725,10.753333,11.690001,17.2,17.2,19.2
1,60000,4,2,16,0,100.0,250,1.0,0.5,250,9.878335,9.994999,12.448334,15.6,16.0,19.2
1,60000,4,4,64,0,100.0,250,1.0,0.5,250,9.968334,10.04,12.8,16.8,17.2,18.0
1,60000,12,2,100,0,100.0,50,1.0,0.5,250,39.42167,41.66333,23.493334,59.600002,62.0,37.6
1,60000,12,2,36,0,100.0,250,1.0,0.5,250,9.758333,9.795,11.08,14.8,15.2,17.2
1,60000,14,2,64,0,100.0,25,1.0,0.5,250,13.434999,13.8550005,13.793333,20.800001,21.199999,22.0
1,60000,14,2,100,0,100.0,100,1.0,0.5,250,33.868336,36.658333,26.593334,50.800003,54.000004,42.8
1,60000,8,2,49,0,100.0,100,1.0,0.5,250,11.105,11.125,11.291667,16.0,16.0,16.4
1,60000,8,2,25,0,100.0,250,1.0,0.5,250,25.556667,26.43,27.55,35.600002,36.8,43.6
1,60000,8,2,100,0,100.0,25,1.0,0.5,250,44.765,45.966667,17.046667,59.600002,60.8,28.0
1,60000,4,2,36,0,100.0,100,1.0,0.5,250,15.905001,16.503334,13.615001,23.6,24.4,21.199999
1,60000,6,2,81,0,100.0,25,1.0,0.5,250,15.566667,16.043333,10.733334,24.0,26.4,16.8
1,60000,6,2,49,0,100.0,100,1.0,0.5,250,10.17,10.259999,10.798334,16.0,16.0,16.0
1,60000,8,2,81,0,100.0,50,1.0,0.5,250,11.806667,11.89,10.338334,18.4,17.2,16.8
1,60000,14,2,81,0,100.0,25,1.0,0.5,250,13.495,14.035,13.85,22.400002,23.6,22.0
1,60000,12,2,81,0,100.0,100,1.0,0.5,250,10.296666,10.308334,10.92,17.2,15.6,17.6
1,60000,4,2,49,0,100.0,50,1.0,0.5,250,11.123334,11.255,11.225,16.8,17.2,15.6
1,60000,10,2,100,0,100.0,50,1.0,0.5,250,43.58667,45.116665,22.83,58.8,59.2,42.399998
1,60000,10,2,64,0,100.0,100,1.0,0.5,250,10.836666,11.271667,11.744999,16.8,17.2,18.4
1,60000,8,2,64,0,100.0,100,1.0,0.5,250,11.821667,12.033334,11.346666,20.4,20.800001,17.6
1,60000,16,4,100,0,100.0,250,1.0,0.5,250,13.001666,13.14,16.696667,20.0,19.2,28.400002
1,60000,12,2,100,0,100.0,25,1.0,0.5,250,35.56,37.873337,19.065,50.0,53.2,33.199997
1,60000,14,2,81,0,100.0,50,1.0,0.5,250,11.809999,11.891666,12.618334,18.0,18.4,19.6
1,60000,12,2,49,0,100.0,250,1.0,0.5,250,9.891665,9.946667,11.236667,17.2,16.8,18.8
1,60000,8,2,36,0,100.0,250,1.0,0.5,250,10.205,10.2716675,11.736666,16.0,16.0,17.6
1,60000,10,2,81,0,100.0,100,1.0,0.5,250,10.625,10.988334,11.406667,17.2,17.6,17.6
1,60000,6,2,64,0,100.0,100,1.0,0.5,250,18.61833,19.066668,12.239999,28.0,28.8,18.4
1,60000,12,2,100,0,100.0,100,1.0,0.5,250,42.993336,45.32833,29.113335,68.4,68.8,46.8
1,60000,6,2,100,0,100.0,25,1.0,0.5,250,47.09833,48.07833,18.28,64.4,63.200005,30.4
1,60000,6,2,81,0,100.0,50,1.0,0.5,250,11.821668,11.96,10.338333,19.6,18.0,15.2
1,60000,6,2,64,0,100.0,50,1.0,0.5,250,16.630001,17.101667,11.038333,25.6,26.0,16.0
1,60000,12,2,64,0,100.0,50,1.0,0.5,250,11.345,11.465,11.471666,18.0,18.4,17.6
1,60000,4,2,49,0,100.0,100,1.0,0.5,250,10.218333,10.293333,10.826666,15.6,16.4,15.2
1,60000,12,2,64,0,100.0,250,1.0,0.5,250,9.996667,10.038334,11.361667,16.8,15.2,18.4
1,60000,8,2,100,0,100.0,50,1.0,0.5,250,47.253338,48.64667,24.47,66.0,65.6,39.2
1,60000,4,2,64,0,100.0,50,1.0,0.5,250,15.903333,16.186666,11.286666,23.6,24.8,16.4
1,60000,10,2,100,0,100.0,100,1.0,0.5,250,46.614998,48.525,29.38,66.399994,66.399994,51.2
1,60000,4,2,81,0,100.0,25,1.0,0.5,250,13.966666,14.158334,10.476666,23.199999,24.4,15.2
1,60000,8,2,81,0,100.0,100,1.0,0.5,250,10.831667,11.030001,10.701666,17.2,17.2,15.6
1,60000,14,2,100,0,100.0,250,1.0,0.5,250,19.555,20.34,15.591666,30.000002,32.8,25.6
1,60000,4,2,36,0,100.0,250,1.0,0.5,250,10.301666,10.42,11.865001,18.8,18.0,18.4
1,60000,6,2,100,0,100.0,50,1.0,0.5,250,47.691666,48.68,26.818333,60.399998,61.199997,46.0
1,60000,12,2,81,0,100.0,250,1.0,0.5,250,9.97,9.95,10.983334,14.8,14.8,18.0
1,60000,4,2,64,0,100.0,25,1.0,0.5,250,13.951666,14.041667,10.676666,21.199999,22.0,17.2
1,60000,10,2,64,0,100.0,250,1.0,0.5,250,10.0,10.051666,11.34,15.2,14.8,18.0
1,60000,4,2,100,0,100.0,25,1.0,0.5,250,50.381664,51.138332,22.353333,66.799995,68.0,39.6
1,60000,8,2,64,0,100.0,250,1.0,0.5,250,10.543333,10.656666,11.456666,17.6,17.2,17.2
1,60000,4,2,9,0,100.0,25,1.0,0.5,250,14.363333,14.668333,13.476666,21.6,20.800001,20.0
0,1000,[16, 16],[4, 4],25,0,100,1,1.0,1,250,11.0,11.0,11.0,12.4,12.4,12.4
0,1000,[16, 16],[4, 4],25,0,100,1,1.0,1,250,11.0,11.0,11.0,12.4,12.4,12.4
0,1000,[8, 8],[4, 4],25,0,100,10,1.0,1,250,19.7,21.900002,24.0,28.0
0,1000,[8, 8],[4, 4],49,0,100,10,1.0,1,250,13.5,15.3,18.4,21.199999
