random_seed,n_neurons,n_train,inhib,time,timestep,theta_plus,theta_decay,norm,intensity,progress_interval,update_interval,mean_all_activity,mean_proportion_weighting,mean_ngram,max_all_activity,max_proportion_weighting,max_ngram
13,200,16000,100.0,250,1.0,1.0,1e-05,75.0,0.5,10,100,53.96875,54.16875,56.23125,66.0,67.0,69.0
13,200,16000,100.0,250,1.0,2.5,1e-05,50.0,0.5,10,100,56.29375,56.225,57.43125,70.0,69.0,73.0
14,200,16000,100.0,250,1.0,2.5,1e-05,62.5,0.5,10,100,55.0125,54.74375,56.75625,71.0,70.0,69.0
14,200,16000,100.0,250,1.0,2.5,1e-05,50.0,0.5,10,100,55.8125,56.2625,57.70625,75.0,76.0,73.0
12,200,16000,100.0,250,1.0,5.0,1e-05,50.0,0.5,10,100,53.75,53.75,56.375,67.0,68.0,71.0
11,100,16000,100.0,250,1.0,5.0,1e-05,62.5,0.5,10,100,51.65,51.71875,53.5375,69.0,69.0,66.0
14,200,16000,100.0,250,1.0,1.0,1e-05,75.0,0.5,10,100,54.09375,53.9875,56.26875,71.0,70.0,72.0
13,200,16000,100.0,250,1.0,2.5,1e-05,62.5,0.5,10,100,55.58125,55.31875,57.23125,69.0,69.0,70.0
11,100,16000,100.0,250,1.0,5.0,1e-05,75.0,0.5,10,100,51.64375,51.85,52.425,69.0,69.0,67.0
13,200,16000,100.0,250,1.0,2.5,1e-05,75.0,0.5,10,100,54.69375,54.8125,56.425,69.0,70.0,70.0
11,200,16000,100.0,250,1.0,1.0,1e-05,50.0,0.5,10,100,55.175,55.36875,57.5125,70.0,69.0,72.0
12,200,16000,100.0,250,1.0,5.0,1e-05,75.0,0.5,10,100,51.89375,51.65625,54.84375,69.0,69.0,69.0
12,200,16000,100.0,250,1.0,5.0,1e-05,62.5,0.5,10,100,52.8,52.38125,55.58125,68.0,68.0,69.0
14,200,16000,100.0,250,1.0,1.0,1e-05,62.5,0.5,10,100,54.89375,54.925,57.04375,71.0,71.0,71.0
14,200,16000,100.0,250,1.0,1.0,1e-05,50.0,0.5,10,100,55.2625,55.45625,56.83125,70.0,71.0,74.0
1,400,16000,100.0,250,1.0,5.0,0.001,50.0,0.5,10,100,48.7375,48.80625,50.38125,64.0,64.0,65.0
13,200,16000,100.0,250,1.0,5.0,1e-05,50.0,0.5,10,100,54.2875,54.20625,55.89375,67.0,69.0,68.0
1,400,16000,100.0,250,1.0,10.0,1e-05,75.0,0.5,10,100,59.45,59.6625,59.11875,73.0,74.0,75.0
1,400,16000,100.0,250,1.0,10.0,0.001,50.0,0.5,10,100,52.56875,52.6125,52.775,67.0,67.0,68.0
14,200,16000,100.0,250,1.0,5.0,1e-05,50.0,0.5,10,100,54.71875,55.24375,56.63125,69.0,69.0,70.0
13,200,16000,100.0,250,1.0,5.0,1e-05,75.0,0.5,10,100,53.38125,53.1375,54.75625,69.0,69.0,69.0
14,200,16000,100.0,250,1.0,5.0,1e-05,62.5,0.5,10,100,53.7,53.4875,55.45,69.0,70.0,69.0
11,200,16000,100.0,250,1.0,5.0,1e-05,75.0,0.5,10,100,53.35625,53.5,56.09375,71.0,71.0,71.0
11,200,16000,100.0,250,1.0,5.0,1e-05,62.5,0.5,10,100,53.225,53.38125,56.51875,69.0,68.0,72.0
14,200,16000,100.0,250,1.0,2.5,1e-05,75.0,0.5,10,100,54.625,54.3625,56.43125,70.0,70.0,72.0
1,400,16000,100.0,250,1.0,10.0,0.001,37.5,0.5,10,100,50.3625,50.78125,51.05,64.0,67.0,65.0
12,300,16000,100.0,250,1.0,1.0,1e-05,50.0,0.5,10,100,55.425,55.4375,56.4375,69.0,68.0,71.0
13,300,16000,100.0,250,1.0,5.0,1e-05,75.0,0.5,10,100,57.675,58.03125,58.15625,68.0,68.0,72.0
13,200,16000,100.0,250,1.0,5.0,1e-05,62.5,0.5,10,100,53.4375,53.2375,55.3875,66.0,66.0,71.0
11,200,16000,100.0,250,1.0,2.5,1e-05,75.0,0.5,10,100,53.175,53.3125,56.4375,68.0,68.0,70.0
14,200,16000,100.0,250,1.0,5.0,1e-05,75.0,0.5,10,100,53.13125,53.19375,55.41875,70.0,71.0,73.0
1,400,16000,100.0,250,1.0,10.0,0.0001,50.0,0.5,10,100,55.58125,55.575,55.25625,75.0,73.0,71.0
14,300,16000,100.0,250,1.0,2.5,1e-05,75.0,0.5,10,100,57.13125,57.41875,57.73125,69.0,70.0,69.0
1,400,16000,100.0,250,1.0,10.0,0.001,87.5,0.5,10,100,53.8,53.89375,53.18125,70.0,68.0,65.0
11,300,16000,100.0,250,1.0,1.0,1e-05,50.0,0.5,10,100,55.60625,55.925,57.59375,73.0,75.0,75.0
13,300,16000,100.0,250,1.0,1.0,1e-05,50.0,0.5,10,100,55.225,55.28125,56.6375,67.0,66.0,70.0
14,300,16000,100.0,250,1.0,5.0,1e-05,50.0,0.5,10,100,57.54375,58.225,58.4,70.0,70.0,70.0
13,300,16000,100.0,250,1.0,1.0,1e-05,62.5,0.5,10,100,55.3375,55.58125,56.5625,68.0,68.0,68.0
11,200,16000,100.0,250,1.0,5.0,1e-05,50.0,0.5,10,100,55.23125,55.75,57.3875,71.0,70.0,72.0
14,300,16000,100.0,250,1.0,5.0,1e-05,62.5,0.5,10,100,57.56875,58.29375,58.8125,71.0,72.0,71.0
1,400,16000,100.0,250,1.0,10.0,0.001,75.0,0.5,10,100,53.56875,53.59375,52.58125,70.0,70.0,69.0
12,300,16000,100.0,250,1.0,1.0,1e-05,75.0,0.5,10,100,55.19375,55.34375,55.8125,69.0,69.0,68.0
12,300,16000,100.0,250,1.0,1.0,1e-05,62.5,0.5,10,100,55.98125,56.125,57.025,70.0,70.0,71.0
14,300,16000,100.0,250,1.0,1.0,1e-05,62.5,0.5,10,100,55.2,55.2375,57.11875,72.0,70.0,68.0
15,100,16000,100.0,250,1.0,1.0,1e-05,75.0,0.5,10,100,51.31875,50.7,53.03125,67.0,68.0,67.0
15,100,16000,100.0,250,1.0,1.0,1e-05,50.0,0.5,10,100,51.1,51.16875,54.7375,64.0,67.0,66.0
14,300,16000,100.0,250,1.0,1.0,1e-05,50.0,0.5,10,100,54.475,54.825,56.6,73.0,73.0,67.0
15,100,16000,100.0,250,1.0,1.0,1e-05,62.5,0.5,10,100,51.60625,51.975,53.30625,67.0,67.0,65.0
15,100,16000,100.0,250,1.0,2.5,1e-05,50.0,0.5,10,100,50.1375,50.50625,54.175,67.0,68.0,69.0
15,100,16000,100.0,250,1.0,2.5,1e-05,62.5,0.5,10,100,52.3875,52.5625,53.5375,67.0,66.0,68.0
12,300,16000,100.0,250,1.0,2.5,1e-05,50.0,0.5,10,100,56.59375,57.04375,58.19375,67.0,68.0,70.0
1,400,16000,100.0,250,1.0,10.0,0.0001,87.5,0.5,10,100,55.46875,55.575,55.9875,68.0,69.0,72.0
12,300,16000,100.0,250,1.0,2.5,1e-05,75.0,0.5,10,100,56.95625,57.325,58.40625,70.0,71.0,72.0
12,300,16000,100.0,250,1.0,2.5,1e-05,62.5,0.5,10,100,56.74375,57.175,58.05625,72.0,70.0,71.0
15,100,16000,100.0,250,1.0,5.0,1e-05,62.5,0.5,10,100,49.9875,50.11875,53.5,64.0,64.0,64.0
15,100,16000,100.0,250,1.0,2.5,1e-05,75.0,0.5,10,100,50.08125,50.29375,52.6625,69.0,69.0,68.0
13,300,16000,100.0,250,1.0,1.0,1e-05,75.0,0.5,10,100,55.95625,56.29375,57.1,68.0,70.0,70.0
1,400,16000,100.0,250,1.0,10.0,0.0001,75.0,0.5,10,100,55.59375,55.54375,55.64375,71.0,69.0,71.0
11,300,16000,100.0,250,1.0,2.5,1e-05,62.5,0.5,10,100,57.575,58.00625,58.5375,70.0,71.0,73.0
15,200,16000,100.0,250,1.0,1.0,1e-05,50.0,0.5,10,100,55.25,55.55625,56.63125,69.0,69.0,71.0
15,200,16000,100.0,250,1.0,1.0,1e-05,62.5,0.5,10,100,55.0125,55.2,55.7,70.0,69.0,69.0
15,100,16000,100.0,250,1.0,5.0,1e-05,75.0,0.5,10,100,49.5,49.53125,52.7375,66.0,68.0,65.0
13,300,16000,100.0,250,1.0,2.5,1e-05,50.0,0.5,10,100,57.125,57.45,58.4375,71.0,71.0,75.0
11,300,16000,100.0,250,1.0,1.0,1e-05,75.0,0.5,10,100,57.04375,57.3,57.9625,75.0,77.0,78.0
13,300,16000,100.0,250,1.0,2.5,1e-05,75.0,0.5,10,100,57.55625,57.8875,58.675,68.0,67.0,71.0
15,100,16000,100.0,250,1.0,5.0,1e-05,50.0,0.5,10,100,51.99375,52.375,53.4,70.0,70.0,67.0
1,400,16000,100.0,250,1.0,10.0,0.001,62.575,0.5,10,100,53.3375,53.6,53.51875,70.0,70.0,71.0
11,300,16000,100.0,250,1.0,5.0,1e-05,75.0,0.5,10,100,57.88125,58.18125,58.81875,72.0,72.0,71.0
11,300,16000,100.0,250,1.0,2.5,1e-05,50.0,0.5,10,100,58.1875,58.3125,58.63125,74.0,75.0,70.0
11,300,16000,100.0,250,1.0,2.5,1e-05,75.0,0.5,10,100,56.575,56.91875,57.95,71.0,70.0,70.0
14,300,16000,100.0,250,1.0,2.5,1e-05,62.5,0.5,10,100,56.5375,56.95625,58.06875,68.0,68.0,70.0
15,200,16000,100.0,250,1.0,2.5,1e-05,75.0,0.5,10,100,53.6875,54.125,55.975,69.0,70.0,73.0
13,300,16000,100.0,250,1.0,2.5,1e-05,62.5,0.5,10,100,57.60625,57.95625,59.0,69.0,68.0,72.0
15,200,16000,100.0,250,1.0,2.5,1e-05,50.0,0.5,10,100,55.4,55.6375,57.0375,67.0,68.0,72.0
11,300,16000,100.0,250,1.0,1.0,1e-05,62.5,0.5,10,100,56.00625,56.2375,57.925,68.0,68.0,72.0
15,200,16000,100.0,250,1.0,5.0,1e-05,75.0,0.5,10,100,53.775,53.89375,56.30625,69.0,70.0,70.0
14,300,16000,100.0,250,1.0,2.5,1e-05,50.0,0.5,10,100,55.7125,56.15625,57.35,69.0,70.0,69.0
13,300,16000,100.0,250,1.0,5.0,1e-05,50.0,0.5,10,100,58.45625,58.76875,58.8375,70.0,71.0,71.0
15,200,16000,100.0,250,1.0,2.5,1e-05,62.5,0.5,10,100,54.1625,54.125,56.5375,68.0,69.0,67.0
15,200,16000,100.0,250,1.0,5.0,1e-05,62.5,0.5,10,100,53.6,53.91875,55.85,70.0,70.0,69.0
14,300,16000,100.0,250,1.0,1.0,1e-05,75.0,0.5,10,100,54.9375,55.225,56.23125,67.0,69.0,69.0
11,300,16000,100.0,250,1.0,5.0,1e-05,62.5,0.5,10,100,57.75,58.9375,59.46875,74.0,74.0,73.0
11,300,16000,100.0,250,1.0,5.0,1e-05,50.0,0.5,10,100,59.08125,59.55625,60.1625,74.0,74.0,74.0
12,300,16000,100.0,250,1.0,5.0,1e-05,62.5,0.5,10,100,57.53125,58.1625,58.09375,71.0,72.0,69.0
12,300,16000,100.0,250,1.0,5.0,1e-05,75.0,0.5,10,100,57.0625,57.59375,57.95625,70.0,70.0,69.0
15,200,16000,100.0,250,1.0,5.0,1e-05,50.0,0.5,10,100,54.5125,54.8625,56.83125,67.0,67.0,71.0
13,300,16000,100.0,250,1.0,5.0,1e-05,62.5,0.5,10,100,57.875,58.34375,58.64375,71.0,68.0,69.0
12,300,16000,100.0,250,1.0,5.0,1e-05,50.0,0.5,10,100,57.6125,58.1125,58.3,71.0,70.0,70.0
13,400,16000,100.0,250,1.0,1.0,1e-05,50.0,0.5,10,100,55.125,55.30625,56.45625,67.0,68.0,70.0
15,300,16000,100.0,250,1.0,2.5,1e-05,62.5,0.5,10,100,56.88125,57.00625,57.875,70.0,71.0,71.0
15,300,16000,100.0,250,1.0,5.0,1e-05,75.0,0.5,10,100,56.88125,57.2375,58.4375,72.0,72.0,72.0
13,400,16000,100.0,250,1.0,1.0,1e-05,62.5,0.5,10,100,56.375,56.76875,57.5875,70.0,71.0,70.0
15,200,16000,100.0,250,1.0,1.0,1e-05,75.0,0.5,10,100,54.3875,54.275,55.975,67.0,67.0,68.0
15,300,16000,100.0,250,1.0,1.0,1e-05,75.0,0.5,10,100,54.425,54.625,56.0625,69.0,69.0,70.0
14,400,16000,100.0,250,1.0,2.5,1e-05,75.0,0.5,10,100,58.0,58.31875,58.76875,73.0,71.0,73.0
15,300,16000,100.0,250,1.0,1.0,1e-05,50.0,0.5,10,100,54.41875,54.63125,55.8375,72.0,71.0,70.0
14,300,16000,100.0,250,1.0,5.0,1e-05,75.0,0.5,10,100,57.41875,57.66875,58.00625,72.0,74.0,70.0
11,400,16000,100.0,250,1.0,1.0,1e-05,62.5,0.5,10,100,55.58125,55.7875,57.30625,68.0,68.0,70.0
15,300,16000,100.0,250,1.0,5.0,1e-05,50.0,0.5,10,100,57.73125,58.1875,58.91875,71.0,72.0,72.0
15,300,16000,100.0,250,1.0,1.0,1e-05,62.5,0.5,10,100,55.60625,55.65625,56.7125,72.0,73.0,72.0
11,400,16000,100.0,250,1.0,1.0,1e-05,50.0,0.5,10,100,55.19375,55.30625,57.4125,69.0,68.0,67.0
14,400,16000,100.0,250,1.0,5.0,1e-05,75.0,0.5,10,100,58.60625,59.64375,59.53125,71.0,74.0,77.0
14,400,16000,100.0,250,1.0,5.0,1e-05,62.5,0.5,10,100,59.0,59.94375,59.91875,70.0,71.0,72.0
15,400,16000,100.0,250,1.0,2.5,1e-05,75.0,0.5,10,100,57.89375,58.0875,58.55,70.0,70.0,69.0
15,400,16000,100.0,250,1.0,1.0,1e-05,62.5,0.5,10,100,56.24375,56.3875,57.54375,71.0,71.0,69.0
14,400,16000,100.0,250,1.0,5.0,1e-05,50.0,0.5,10,100,59.33125,59.81875,59.46875,72.0,72.0,73.0
12,400,16000,100.0,250,1.0,1.0,1e-05,50.0,0.5,10,100,54.91875,55.2125,56.76875,73.0,74.0,74.0
11,400,16000,100.0,250,1.0,5.0,1e-05,75.0,0.5,10,100,58.73125,59.35625,60.0625,72.0,71.0,71.0
15,300,16000,100.0,250,1.0,2.5,1e-05,75.0,0.5,10,100,56.6,56.94375,58.025,68.0,68.0,72.0
13,400,16000,100.0,250,1.0,5.0,1e-05,62.5,0.5,10,100,58.79375,59.81875,59.54375,74.0,74.0,72.0
15,400,16000,100.0,250,1.0,5.0,1e-05,62.5,0.5,10,100,59.51875,59.95625,60.21875,70.0,73.0,74.0
15,300,16000,100.0,250,1.0,5.0,1e-05,62.5,0.5,10,100,57.5875,58.025,59.575,70.0,71.0,72.0
12,400,16000,100.0,250,1.0,5.0,1e-05,75.0,0.5,10,100,57.6625,58.18125,58.38125,72.0,74.0,76.0
15,400,16000,100.0,250,1.0,2.5,1e-05,50.0,0.5,10,100,57.04375,57.5125,58.50625,71.0,73.0,73.0
13,400,16000,100.0,250,1.0,5.0,1e-05,75.0,0.5,10,100,58.45625,59.0875,58.85625,70.0,72.0,70.0
15,400,16000,100.0,250,1.0,2.5,1e-05,62.5,0.5,10,100,57.24375,57.64375,58.6125,69.0,69.0,73.0
13,400,16000,100.0,250,1.0,2.5,1e-05,62.5,0.5,10,100,57.05625,57.29375,58.09375,69.0,69.0,69.0
15,400,16000,100.0,250,1.0,5.0,1e-05,75.0,0.5,10,100,58.93125,59.49375,59.6875,69.0,70.0,70.0
13,400,16000,100.0,250,1.0,2.5,1e-05,75.0,0.5,10,100,57.425,57.96875,58.4,69.0,69.0,70.0
14,400,16000,100.0,250,1.0,1.0,1e-05,62.5,0.5,10,100,55.79375,55.94375,56.7125,72.0,72.0,75.0
11,400,16000,100.0,250,1.0,2.5,1e-05,50.0,0.5,10,100,56.8375,56.9,58.29375,74.0,73.0,72.0
14,400,16000,100.0,250,1.0,1.0,1e-05,50.0,0.5,10,100,54.91875,55.34375,57.01875,66.0,65.0,70.0
13,400,16000,100.0,250,1.0,5.0,1e-05,50.0,0.5,10,100,58.4,58.9125,59.125,73.0,73.0,71.0
15,300,16000,100.0,250,1.0,2.5,1e-05,50.0,0.5,10,100,56.63125,56.9125,57.76875,68.0,69.0,71.0
11,400,16000,100.0,250,1.0,1.0,1e-05,75.0,0.5,10,100,54.46875,54.6125,56.375,67.0,68.0,68.0
13,400,16000,100.0,250,1.0,1.0,1e-05,75.0,0.5,10,100,55.4,55.89375,56.75625,70.0,70.0,70.0
14,400,16000,100.0,250,1.0,2.5,1e-05,62.5,0.5,10,100,57.5,57.8375,58.25,70.0,70.0,76.0
12,400,16000,100.0,250,1.0,2.5,1e-05,75.0,0.5,10,100,57.675,57.64375,58.05625,72.0,70.0,72.0
1,500,16000,100.0,250,1.0,1.0,1e-05,50.0,0.5,10,100,56.10625,56.13125,57.63125,71.0,71.0,69.0
14,400,16000,100.0,250,1.0,2.5,1e-05,50.0,0.5,10,100,56.1,56.45,57.7125,70.0,70.0,68.0
12,400,16000,100.0,250,1.0,1.0,1e-05,62.5,0.5,10,100,54.5,54.8125,56.6125,68.0,70.0,70.0
15,400,16000,100.0,250,1.0,1.0,1e-05,75.0,0.5,10,100,56.44375,56.625,57.53125,72.0,72.0,71.0
11,400,16000,100.0,250,1.0,2.5,1e-05,75.0,0.5,10,100,57.4875,57.73125,58.6375,71.0,71.0,73.0
1,500,16000,100.0,250,1.0,5.0,0.0001,62.575,0.5,10,100,54.58125,54.78125,55.45625,68.0,68.0,68.0
12,400,16000,100.0,250,1.0,2.5,1e-05,62.5,0.5,10,100,56.9625,57.34375,58.43125,74.0,74.0,74.0
13,400,16000,100.0,250,1.0,2.5,1e-05,50.0,0.5,10,100,57.25,57.65625,58.3,70.0,70.0,70.0
14,400,16000,100.0,250,1.0,1.0,1e-05,75.0,0.5,10,100,55.4875,55.74375,57.21875,67.0,66.0,69.0
1,500,16000,100.0,250,1.0,1.0,0.0001,87.5,0.5,10,100,50.34375,50.39375,51.825,62.0,62.0,67.0
12,400,16000,100.0,250,1.0,1.0,1e-05,75.0,0.5,10,100,55.2,55.46875,56.18125,69.0,70.0,69.0
11,400,16000,100.0,250,1.0,2.5,1e-05,62.5,0.5,10,100,56.28125,56.5375,57.84375,70.0,70.0,72.0
12,400,16000,100.0,250,1.0,5.0,1e-05,50.0,0.5,10,100,58.2375,58.90625,59.575,73.0,73.0,75.0
11,400,16000,100.0,250,1.0,5.0,1e-05,50.0,0.5,10,100,58.76875,59.325,59.91875,73.0,73.0,73.0
1,500,16000,100.0,250,1.0,1.0,0.001,50.0,0.5,10,100,46.54375,46.76875,46.1125,64.0,64.0,58.999996
1,500,16000,100.0,250,1.0,5.0,0.001,62.575,0.5,10,100,50.91875,51.25,51.89375,65.0,65.0,67.0
1,500,16000,100.0,250,1.0,5.0,0.001,87.5,0.5,10,100,51.50625,51.53125,52.19375,65.0,65.0,68.0
12,400,16000,100.0,250,1.0,2.5,1e-05,50.0,0.5,10,100,57.0125,57.31875,58.53125,73.0,73.0,74.0
15,400,16000,100.0,250,1.0,1.0,1e-05,50.0,0.5,10,100,54.775,54.9,57.08125,69.0,69.0,72.0
14,500,16000,100.0,250,1.0,2.5,1e-05,62.5,0.5,10,100,57.88125,58.16875,59.15625,68.0,68.0,68.0
1,500,16000,100.0,250,1.0,1.0,1e-05,62.575,0.5,10,100,56.575,56.825,57.6875,71.0,71.0,71.0
1,500,16000,100.0,250,1.0,1.0,0.001,87.5,0.5,10,100,46.925,47.24375,48.575,61.0,60.000004,62.0
1,500,16000,100.0,250,1.0,10.0,0.001,62.575,0.5,10,100,53.4,53.54375,53.55,68.0,67.0,69.0
15,400,16000,100.0,250,1.0,5.0,1e-05,50.0,0.5,10,100,58.44375,58.89375,59.08125,70.0,71.0,72.0
1,500,16000,100.0,250,1.0,10.0,0.0001,37.5,0.5,10,100,53.84375,54.0375,53.56875,67.0,67.0,67.0
1,500,16000,100.0,250,1.0,10.0,1e-05,87.5,0.5,10,100,59.3125,59.89375,59.31875,71.0,73.0,73.0
1,500,16000,100.0,250,1.0,1.0,0.001,37.5,0.5,10,100,43.2625,43.40625,42.36875,57.0,57.0,52.999996
11,400,16000,100.0,250,1.0,5.0,1e-05,62.5,0.5,10,100,58.40625,59.04375,59.73125,75.0,75.0,74.0
1,500,16000,100.0,250,1.0,5.0,1e-05,62.575,0.5,10,100,58.775,59.6125,60.00625,69.0,71.0,74.0
1,500,16000,100.0,250,1.0,1.0,0.0001,75.0,0.5,10,100,50.65,51.125,52.0375,65.0,66.0,65.0
12,400,16000,100.0,250,1.0,5.0,1e-05,62.5,0.5,10,100,57.78125,58.35625,58.9875,73.0,74.0,76.0
1,500,16000,100.0,250,1.0,1.0,0.001,62.575,0.5,10,100,47.875,48.3625,47.14375,63.0,64.0,62.0
1,500,16000,100.0,250,1.0,5.0,0.0001,75.0,0.5,10,100,55.2375,55.4,55.93125,69.0,69.0,66.0
1,500,16000,100.0,250,1.0,1.0,1e-05,75.0,0.5,10,100,56.53125,56.675,57.78125,71.0,70.0,73.0
1,500,16000,100.0,250,1.0,5.0,1e-05,37.5,0.5,10,100,57.575,58.13125,58.8,69.0,70.0,72.0
14,500,16000,100.0,250,1.0,2.5,1e-05,50.0,0.5,10,100,57.20625,57.425,58.55,68.0,68.0,70.0
15,500,16000,100.0,250,1.0,5.0,1e-05,75.0,0.5,10,100,59.4125,59.85625,59.86875,73.0,75.0,72.0
1,500,16000,100.0,250,1.0,1.0,1e-05,87.5,0.5,10,100,57.01875,57.19375,57.83125,67.0,67.0,67.0
11,500,16000,100.0,250,1.0,5.0,1e-05,50.0,0.5,10,100,58.525,58.9375,59.05625,70.0,71.0,70.0
1,500,16000,100.0,250,1.0,1.0,0.0001,37.5,0.5,10,100,46.41875,46.775,46.0875,61.0,58.999996,57.0
1,500,16000,100.0,250,1.0,5.0,1e-05,50.0,0.5,10,100,58.7875,59.30625,59.1125,73.0,72.0,71.0
1,500,16000,100.0,250,1.0,10.0,0.001,87.5,0.5,10,100,53.03125,53.08125,52.3125,66.0,67.0,67.0
1,500,16000,100.0,250,1.0,1.0,0.0001,50.0,0.5,10,100,49.45,49.79375,49.75,61.0,62.0,61.0
1,500,16000,100.0,250,1.0,5.0,0.001,50.0,0.5,10,100,48.1,48.775,49.55,63.0,62.0,63.0
1,500,16000,100.0,250,1.0,5.0,0.0001,87.5,0.5,10,100,55.425,55.5625,55.65,70.0,69.0,69.0
1,500,16000,100.0,250,1.0,5.0,1e-05,75.0,0.5,10,100,59.55625,60.0875,60.0875,72.0,72.0,70.0
1,500,16000,100.0,250,1.0,1.0,1e-05,37.5,0.5,10,100,53.7125,54.025,55.58125,70.0,69.0,71.0
1,500,16000,100.0,250,1.0,10.0,1e-05,37.5,0.5,10,100,59.50625,59.94375,58.85,72.0,72.0,75.0
12,500,16000,100.0,250,1.0,5.0,1e-05,75.0,0.5,10,100,58.83125,59.4375,59.3625,72.0,72.0,73.0
15,500,16000,100.0,250,1.0,1.0,1e-05,75.0,0.5,10,100,55.76875,56.6625,57.475,72.0,73.0,73.0
1,500,16000,100.0,250,1.0,1.0,0.0001,62.575,0.5,10,100,49.29375,49.5125,50.4625,66.0,63.0,62.0
14,500,16000,100.0,250,1.0,2.5,1e-05,75.0,0.5,10,100,57.51875,57.7375,58.60625,69.0,69.0,68.0
13,500,16000,100.0,250,1.0,5.0,1e-05,62.5,0.5,10,100,59.2625,59.94375,59.55,71.0,72.0,75.0
14,500,16000,100.0,250,1.0,1.0,1e-05,62.5,0.5,10,100,55.94375,56.1875,57.4,68.0,69.0,70.0
1,500,16000,100.0,250,1.0,1.0,0.001,75.0,0.5,10,100,47.51875,48.00625,48.425,63.0,63.0,62.0
11,500,16000,100.0,250,1.0,5.0,1e-05,75.0,0.5,10,100,58.79375,59.64375,59.85625,70.0,71.0,72.0
11,500,16000,100.0,250,1.0,5.0,1e-05,62.5,0.5,10,100,58.58125,59.53125,60.24375,70.0,72.0,73.0
14,500,16000,100.0,250,1.0,1.0,1e-05,75.0,0.5,10,100,56.38125,56.54375,57.55,66.0,66.0,69.0
13,500,16000,100.0,250,1.0,5.0,1e-05,75.0,0.5,10,100,58.575,59.90625,59.675,71.0,73.0,76.0
1,500,16000,100.0,250,1.0,10.0,0.0001,50.0,0.5,10,100,55.06875,55.2875,54.93125,70.0,71.0,68.0
1,500,16000,100.0,250,1.0,5.0,1e-05,87.5,0.5,10,100,58.74375,59.24375,59.58125,72.0,71.0,73.0
1,500,16000,100.0,250,1.0,10.0,0.0001,75.0,0.5,10,100,55.81875,55.925,56.1375,68.0,69.0,70.0
13,500,16000,100.0,250,1.0,1.0,1e-05,50.0,0.5,10,100,55.4,55.51875,56.78125,66.0,66.0,72.0
1,500,16000,100.0,250,1.0,10.0,0.001,37.5,0.5,10,100,48.15,48.7,48.9625,61.0,60.000004,63.0
1,500,16000,100.0,250,1.0,10.0,1e-05,50.0,0.5,10,100,60.73125,61.08125,59.75,75.0,75.0,72.0
15,500,16000,100.0,250,1.0,2.5,1e-05,50.0,0.5,10,100,56.5625,56.825,58.3125,68.0,69.0,72.0
15,500,16000,100.0,250,1.0,1.0,1e-05,50.0,0.5,10,100,54.95,55.275,56.4875,67.0,68.0,69.0
15,500,16000,100.0,250,1.0,1.0,1e-05,62.5,0.5,10,100,55.775,56.03125,56.875,69.0,70.0,68.0
15,500,16000,100.0,250,1.0,2.5,1e-05,75.0,0.5,10,100,57.29375,57.7125,58.6625,70.0,71.0,71.0
1,500,16000,100.0,250,1.0,10.0,0.001,50.0,0.5,10,100,51.18125,51.34375,52.29375,66.0,66.0,65.0
11,500,16000,100.0,250,1.0,1.0,1e-05,75.0,0.5,10,100,56.2,56.24375,57.05625,70.0,70.0,71.0
1,100,16000,100.0,250,1.0,1.0,1e-05,50.0,0.5,10,100,51.075,51.1,54.6375,67.0,68.0,70.0
11,500,16000,100.0,250,1.0,1.0,1e-05,62.5,0.5,10,100,56.05,56.1375,57.94375,71.0,70.0,74.0
14,500,16000,100.0,250,1.0,5.0,1e-05,62.5,0.5,10,100,59.43125,60.2,60.1125,71.0,73.0,72.0
12,500,16000,100.0,250,1.0,1.0,1e-05,62.5,0.5,10,100,55.24375,55.35625,56.80625,68.0,69.0,71.0
13,500,16000,100.0,250,1.0,1.0,1e-05,62.5,0.5,10,100,55.875,56.26875,57.175,71.0,70.0,69.0
11,500,16000,100.0,250,1.0,2.5,1e-05,50.0,0.5,10,100,56.8125,57.08125,58.3375,72.0,72.0,69.0
11,500,16000,100.0,250,1.0,2.5,1e-05,62.5,0.5,10,100,57.6625,58.2125,59.4125,72.0,73.0,70.0
12,500,16000,100.0,250,1.0,1.0,1e-05,50.0,0.5,10,100,55.3875,55.50625,56.71875,69.0,69.0,70.0
1,500,16000,100.0,250,1.0,5.0,0.001,75.0,0.5,10,100,51.4125,51.6,51.99375,64.0,64.0,65.0
1,500,16000,100.0,250,1.0,10.0,0.0001,62.575,0.5,10,100,55.1875,55.35,55.625,69.0,69.0,70.0
1,500,16000,100.0,250,1.0,5.0,0.001,37.5,0.5,10,100,46.76875,47.225,47.4,61.0,61.0,63.0
1,500,16000,100.0,250,1.0,10.0,1e-05,75.0,0.5,10,100,60.175,60.7375,59.68125,72.0,71.0,74.0
12,500,16000,100.0,250,1.0,1.0,1e-05,75.0,0.5,10,100,56.18125,56.16875,56.66875,67.0,66.0,70.0
13,500,16000,100.0,250,1.0,5.0,1e-05,50.0,0.5,10,100,58.525,59.175,59.33125,74.0,74.0,75.0
12,500,16000,100.0,250,1.0,2.5,1e-05,50.0,0.5,10,100,56.44375,56.59375,58.0375,67.0,67.0,73.0
11,500,16000,100.0,250,1.0,1.0,1e-05,50.0,0.5,10,100,54.26875,54.53125,56.35,67.0,67.0,69.0
14,500,16000,100.0,250,1.0,1.0,1e-05,50.0,0.5,10,100,54.3625,54.54375,56.70625,68.0,70.0,69.0
