random_seed,n_neurons,n_train,inhib,time,timestep,theta_plus,theta_decay,intensity,progress_interval,update_interval,mean_all_activity,mean_proportion_weighting,mean_ngram,max_all_activity,max_proportion_weighting,max_ngram
0,300,5500,100.0,50,1.0,1.0,5e-06,0.5,10,100,47.890907,48.29091,51.69091,60.000004,60.000004,62.0
0,300,5500,100.0,50,1.0,1.0,1e-07,0.5,10,100,47.890907,48.29091,51.69091,60.000004,60.000004,62.0
0,200,5500,100.0,100,1.0,1.0,1e-06,0.5,10,100,48.381817,48.78182,58.418182,58.999996,58.0,73.0
0,200,5500,100.0,100,1.0,1.0,5e-06,0.5,10,100,48.381817,48.78182,58.418182,58.999996,58.0,73.0
0,75,5500,100.0,150,1.0,0.25,1e-07,0.5,10,100,49.054546,49.436363,58.581818,65.0,64.0,72.0
0,50,5500,100.0,250,1.0,0.05,5e-06,0.5,10,100,46.327274,46.436363,57.81818,66.0,67.0,72.0
0,75,5500,100.0,150,1.0,0.25,1e-06,0.5,10,100,49.054546,49.436363,58.581818,65.0,64.0,72.0
0,300,5500,100.0,50,1.0,1.0,1e-06,0.5,10,100,47.890907,48.29091,51.69091,60.000004,60.000004,62.0
0,50,5500,100.0,250,1.0,0.05,1e-07,0.5,10,100,46.327274,46.436363,57.81818,66.0,67.0,72.0
0,200,5500,100.0,150,1.0,0.25,5e-06,0.5,10,100,48.836365,49.127274,58.563637,64.0,66.0,71.0
0,200,5500,100.0,150,1.0,0.625,5e-06,0.5,10,100,46.763638,47.109093,59.054546,58.999996,58.0,77.0
0,200,5500,100.0,100,1.0,1.0,1e-07,0.5,10,100,48.381817,48.78182,58.418182,58.999996,58.0,73.0
0,200,5500,100.0,150,1.0,0.625,1e-07,0.5,10,100,46.763638,47.109093,59.054546,58.999996,58.0,77.0
0,25,5500,100.0,250,1.0,0.25,5e-06,0.5,10,100,47.18182,47.581818,54.836365,60.000004,60.000004,69.0
0,200,5500,100.0,100,1.0,0.625,1e-07,0.5,10,100,47.454544,47.909092,58.345455,58.999996,58.999996,73.0
0,200,5500,100.0,150,1.0,1.0,5e-06,0.5,10,100,49.145454,49.49091,59.963634,60.000004,63.0,76.0
0,200,5500,100.0,150,1.0,1.0,1e-07,0.5,10,100,49.145454,49.49091,59.963634,60.000004,63.0,76.0
0,25,5500,100.0,250,1.0,0.25,1e-07,0.5,10,100,47.18182,47.581818,54.836365,60.000004,60.000004,69.0
0,300,5500,100.0,50,1.0,0.625,5e-06,0.5,10,100,46.8,47.0,53.927273,56.0,55.0,66.0
0,50,5500,100.0,250,1.0,0.05,1e-06,0.5,10,100,46.327274,46.436363,57.81818,66.0,67.0,72.0
0,100,5500,100.0,250,1.0,0.05,5e-06,0.5,10,100,44.21818,44.29091,56.581818,58.999996,58.999996,68.0
0,300,5500,100.0,100,1.0,0.05,5e-06,0.5,10,100,48.090908,48.127274,58.145454,58.0,58.0,72.0
0,100,5500,100.0,250,1.0,0.05,1e-06,0.5,10,100,44.21818,44.29091,56.581818,58.999996,58.999996,68.0
0,200,5500,100.0,150,1.0,0.05,5e-06,0.5,10,100,45.21818,45.727272,57.0,58.0,58.0,72.0
0,200,5500,100.0,150,1.0,1.0,1e-06,0.5,10,100,49.145454,49.49091,59.963634,60.000004,63.0,76.0
0,75,5500,100.0,150,1.0,0.625,1e-07,0.5,10,100,48.2,48.763638,59.01818,63.0,64.0,71.0
0,75,5500,100.0,150,1.0,0.625,1e-06,0.5,10,100,48.2,48.763638,59.01818,63.0,64.0,71.0
0,75,5500,100.0,150,1.0,0.05,5e-06,0.5,10,100,47.50909,47.763638,57.2,58.0,57.0,69.0
0,75,5500,100.0,150,1.0,0.625,5e-06,0.5,10,100,48.2,48.763638,59.01818,63.0,64.0,71.0
0,100,5500,100.0,250,1.0,0.25,1e-07,0.5,10,100,48.454544,48.47273,57.963634,61.0,58.999996,67.0
0,100,5500,100.0,250,1.0,0.25,1e-06,0.5,10,100,48.454544,48.47273,57.963634,61.0,58.999996,67.0
