random_seed,n_neurons,n_train,excite,inhib,time,timestep,theta_plus,theta_decay,intensity,progress_interval,update_interval,X_Ae_decay,mean_all_activity,mean_proportion_weighting,max_all_activity,max_proportion_weighting
2,100,60000,100.0,550.0,350,1.0,0.05,1e-07,0.45,10,250,0.75,76.19166666666666,77.22083333333333,88,89
1,100,60000,100.0,500.0,350,1.0,0.05,1e-07,0.45,10,250,0.25,75.30416666666666,76.475,88,90
2,100,60000,100.0,450.0,350,1.0,0.05,1e-07,0.45,10,250,0.5,76.22916666666667,77.13333333333334,88,90
1,100,60000,100.0,400.0,350,1.0,0.05,1e-07,0.45,10,250,0.5,75.61666666666666,76.39166666666667,90,90
2,100,60000,100.0,550.0,350,1.0,0.05,1e-07,0.45,10,250,0.5,76.19166666666666,77.22083333333333,88,89
1,625,60000,100.0,500.0,350,1.0,0.05,1e-07,0.45,10,250,0.0,83.30833333333334,83.49166666666666,94,94
2,100,60000,100.0,500.0,350,1.0,0.05,1e-07,0.45,10,250,0.75,75.40416666666667,76.57083333333334,91,90
1,400,60000,100.0,500.0,350,1.0,0.05,1e-07,0.45,10,250,0.0,82.77916666666667,82.9875,93,93
2,100,60000,100.0,500.0,350,1.0,0.05,1e-07,0.45,10,250,0.25,75.40416666666667,76.57083333333334,91,90
1,400,60000,100.0,400.0,350,1.0,0.05,1e-07,0.45,10,250,0.75,83.54583333333333,83.84583333333333,95,95
1,100,60000,100.0,450.0,350,1.0,0.05,1e-07,0.45,10,250,0.5,76.09166666666667,76.8125,88,87
1,100,60000,100.0,450.0,350,1.0,0.05,1e-07,0.45,10,250,0.75,76.09166666666667,76.8125,88,87
2,100,60000,100.0,400.0,350,1.0,0.05,1e-07,0.45,10,250,0.0,76.08333333333333,76.8375,90,90
1,625,60000,100.0,550.0,350,1.0,0.05,1e-07,0.45,10,250,0.5,83.25416666666666,83.52916666666667,94,94
2,100,60000,100.0,450.0,350,1.0,0.05,1e-07,0.45,10,250,0.25,76.22916666666667,77.13333333333334,88,90
1,100,60000,100.0,500.0,350,1.0,0.05,1e-07,0.45,10,250,0.0,75.30416666666666,76.475,88,90
1,625,60000,100.0,550.0,350,1.0,0.05,1e-07,0.45,10,250,0.25,83.25416666666666,83.52916666666667,94,94
1,625,60000,100.0,500.0,350,1.0,0.05,1e-07,0.45,10,250,0.5,83.30833333333334,83.49166666666666,94,94
1,100,60000,100.0,500.0,350,1.0,0.05,1e-07,0.45,10,250,0.75,75.30416666666666,76.475,88,90
2,100,60000,100.0,450.0,350,1.0,0.05,1e-07,0.45,10,250,0.75,76.22916666666667,77.13333333333334,88,90
1,100,60000,100.0,400.0,350,1.0,0.05,1e-07,0.45,10,250,0.25,75.61666666666666,76.39166666666667,90,90
2,100,60000,100.0,500.0,350,1.0,0.05,1e-07,0.45,10,250,0.0,75.40416666666667,76.57083333333334,91,90
2,100,60000,100.0,400.0,350,1.0,0.05,1e-07,0.45,10,250,0.75,76.08333333333333,76.8375,90,90
1,100,60000,100.0,450.0,350,1.0,0.05,1e-07,0.45,10,250,0.0,76.09166666666667,76.8125,88,87
1,100,60000,100.0,550.0,350,1.0,0.05,1e-07,0.45,10,250,0.5,75.94166666666666,76.875,88,89
1,100,60000,100.0,550.0,350,1.0,0.05,1e-07,0.45,10,250,0.75,75.94166666666666,76.875,88,89
2,100,60000,100.0,550.0,350,1.0,0.05,1e-07,0.45,10,250,0.0,76.19166666666666,77.22083333333333,88,89
1,100,60000,100.0,550.0,350,1.0,0.05,1e-07,0.45,10,250,0.25,75.94166666666666,76.875,88,89
2,100,60000,100.0,400.0,350,1.0,0.05,1e-07,0.45,10,250,0.25,76.08333333333333,76.8375,90,90
1,625,60000,100.0,400.0,275,1.0,0.05,1e-07,0.45,10,250,0.25,83.975,84.15833333333333,95,95
1,100,60000,100.0,400.0,350,1.0,0.05,1e-07,0.45,10,250,0.75,75.61666666666666,76.39166666666667,90,90
2,225,60000,100.0,500.0,350,1.0,0.05,1e-07,0.45,10,250,0.0,82.60416666666667,83.15,93,94
1,400,60000,100.0,550.0,350,1.0,0.05,1e-07,0.45,10,250,0.5,82.89166666666667,83.05833333333334,94,94
1,225,60000,100.0,450.0,350,1.0,0.05,1e-07,0.45,10,250,0.25,82.7875,83.3875,92,93
2,225,60000,100.0,400.0,350,1.0,0.05,1e-07,0.45,10,250,0.75,83.39166666666667,83.90416666666667,94,94
2,100,60000,100.0,450.0,350,1.0,0.05,1e-07,0.45,10,250,0.0,76.22916666666667,77.13333333333334,88,90
1,625,60000,100.0,450.0,275,1.0,0.05,1e-07,0.45,10,250,0.75,83.7375,83.89583333333333,96,96
1,100,60000,100.0,550.0,350,1.0,0.05,1e-07,0.45,10,250,0.0,75.94166666666666,76.875,88,89
2,100,60000,100.0,500.0,350,1.0,0.05,1e-07,0.45,10,250,0.5,75.40416666666667,76.57083333333334,91,90
1,100,60000,100.0,500.0,275,1.0,0.05,1e-07,0.45,10,250,0.0,76.55833333333334,77.10833333333333,90,89
1,625,60000,100.0,550.0,275,1.0,0.05,1e-07,0.45,10,250,0.0,83.38333333333334,83.55833333333334,95,95
1,225,60000,100.0,500.0,350,1.0,0.05,1e-07,0.45,10,250,0.75,82.17916666666666,82.825,93,93
2,100,60000,100.0,450.0,275,1.0,0.05,1e-07,0.45,10,250,0.25,75.9125,76.4625,86,86
2,100,60000,100.0,500.0,275,1.0,0.05,1e-07,0.45,10,250,0.75,76.56666666666666,77.25,89,90
1,625,60000,100.0,450.0,275,1.0,0.05,1e-07,0.45,10,250,0.0,83.7375,83.89583333333333,96,96
1,625,60000,100.0,500.0,275,1.0,0.05,1e-07,0.45,10,250,0.5,83.4125,83.66666666666667,96,96
1,100,60000,100.0,550.0,275,1.0,0.05,1e-07,0.45,10,250,0.25,76.65416666666667,77.62916666666666,89,90
1,400,60000,100.0,400.0,350,1.0,0.05,1e-07,0.45,10,250,0.0,83.54583333333333,83.84583333333333,95,95
1,400,60000,100.0,450.0,350,1.0,0.05,1e-07,0.45,10,250,0.5,84.06666666666666,84.29583333333333,93,94
1,625,60000,100.0,500.0,350,1.0,0.05,1e-07,0.45,10,250,0.25,83.30833333333334,83.49166666666666,94,94
1,625,60000,100.0,550.0,350,1.0,0.05,1e-07,0.45,10,250,0.75,83.25416666666666,83.52916666666667,94,94
1,625,60000,100.0,400.0,350,1.0,0.05,1e-07,0.45,10,250,0.25,83.50833333333334,83.775,94,94
1,625,60000,100.0,450.0,350,1.0,0.05,1e-07,0.45,10,250,0.75,83.01666666666667,83.32083333333334,95,95
1,625,60000,100.0,550.0,350,1.0,0.05,1e-07,0.45,10,250,0.0,83.25416666666666,83.52916666666667,94,94
1,100,60000,100.0,400.0,350,1.0,0.05,1e-07,0.45,10,250,0.0,75.61666666666666,76.39166666666667,90,90
1,100,60000,100.0,500.0,350,1.0,0.05,1e-07,0.45,10,250,0.5,75.30416666666666,76.475,88,90
2,100,60000,100.0,550.0,350,1.0,0.05,1e-07,0.45,10,250,0.25,76.19166666666666,77.22083333333333,88,89
2,100,60000,100.0,400.0,350,1.0,0.05,1e-07,0.45,10,250,0.5,76.08333333333333,76.8375,90,90
1,100,60000,100.0,450.0,350,1.0,0.05,1e-07,0.45,10,250,0.25,76.09166666666667,76.8125,88,87
2,400,60000,100.0,400.0,200,1.0,0.05,1e-07,0.45,10,250,0.5,83.96666666666667,84.35,96,97
2,400,60000,100.0,400.0,200,1.0,0.05,1e-07,0.45,10,250,0.0,83.96666666666667,84.35,96,97
2,400,60000,100.0,400.0,200,1.0,0.05,1e-07,0.45,10,250,0.25,83.96666666666667,84.35,96,97
2,400,60000,100.0,400.0,200,1.0,0.05,1e-07,0.45,10,250,0.75,83.96666666666667,84.35,96,97
2,400,60000,100.0,450.0,200,1.0,0.05,1e-07,0.45,10,250,0.0,82.69583333333334,83.05833333333334,97,97
2,400,60000,100.0,450.0,200,1.0,0.05,1e-07,0.45,10,250,0.5,82.69583333333334,83.05833333333334,97,97
2,400,60000,100.0,450.0,200,1.0,0.05,1e-07,0.45,10,250,0.25,82.69583333333334,83.05833333333334,97,97
2,400,60000,100.0,450.0,200,1.0,0.05,1e-07,0.45,10,250,0.75,82.69583333333334,83.05833333333334,97,97
2,225,60000,100.0,550.0,275,1.0,0.05,1e-07,0.45,10,250,0.75,82.5375,82.93333333333334,93,93
2,225,60000,100.0,550.0,275,1.0,0.05,1e-07,0.45,10,250,0.25,82.5375,82.93333333333334,93,93
2,225,60000,100.0,550.0,275,1.0,0.05,1e-07,0.45,10,250,0.0,82.5375,82.93333333333334,93,93
2,225,60000,100.0,550.0,275,1.0,0.05,1e-07,0.45,10,250,0.5,82.5375,82.93333333333334,93,93
2,400,60000,100.0,500.0,200,1.0,0.05,1e-07,0.45,10,250,0.75,82.14583333333333,82.63333333333334,92,93
2,400,60000,100.0,500.0,200,1.0,0.05,1e-07,0.45,10,250,0.5,82.14583333333333,82.63333333333334,92,93
2,400,60000,100.0,500.0,200,1.0,0.05,1e-07,0.45,10,250,0.25,82.14583333333333,82.63333333333334,92,93
2,400,60000,100.0,500.0,200,1.0,0.05,1e-07,0.45,10,250,0.0,82.14583333333333,82.63333333333334,92,93
2,400,60000,100.0,550.0,200,1.0,0.05,1e-07,0.45,10,250,0.0,81.57916666666667,81.97083333333333,93,93
2,400,60000,100.0,550.0,200,1.0,0.05,1e-07,0.45,10,250,0.75,81.57916666666667,81.97083333333333,93,93
2,400,60000,100.0,400.0,275,1.0,0.05,1e-07,0.45,10,250,0.0,84.8875,85.25833333333334,95,96
2,400,60000,100.0,400.0,275,1.0,0.05,1e-07,0.45,10,250,0.25,84.8875,85.25833333333334,95,96
2,400,60000,100.0,400.0,275,1.0,0.05,1e-07,0.45,10,250,0.5,84.8875,85.25833333333334,95,96
2,400,60000,100.0,400.0,275,1.0,0.05,1e-07,0.45,10,250,0.75,84.8875,85.25833333333334,95,96
2,400,60000,100.0,450.0,275,1.0,0.05,1e-07,0.45,10,250,0.0,84.4625,84.76666666666667,95,96
2,225,60000,100.0,550.0,350,1.0,0.05,1e-07,0.45,10,250,0.0,81.75416666666666,82.19583333333334,92,93
2,400,60000,100.0,450.0,275,1.0,0.05,1e-07,0.45,10,250,0.25,84.4625,84.76666666666667,95,96
2,225,60000,100.0,550.0,350,1.0,0.05,1e-07,0.45,10,250,0.75,81.75416666666666,82.19583333333334,92,93
2,225,60000,100.0,550.0,350,1.0,0.05,1e-07,0.45,10,250,0.25,81.75416666666666,82.19583333333334,92,93
2,400,60000,100.0,450.0,275,1.0,0.05,1e-07,0.45,10,250,0.75,84.4625,84.76666666666667,95,96
2,400,60000,100.0,550.0,200,1.0,0.05,1e-07,0.45,10,250,0.25,81.57916666666667,81.97083333333333,93,93
2,400,60000,100.0,500.0,275,1.0,0.05,1e-07,0.45,10,250,0.75,84.3375,84.65,96,96
2,400,60000,100.0,550.0,200,1.0,0.05,1e-07,0.45,10,250,0.5,81.57916666666667,81.97083333333333,93,93
2,225,60000,100.0,550.0,350,1.0,0.05,1e-07,0.45,10,250,0.5,81.75416666666666,82.19583333333334,92,93
2,400,60000,100.0,450.0,275,1.0,0.05,1e-07,0.45,10,250,0.5,84.4625,84.76666666666667,95,96
2,400,60000,100.0,500.0,275,1.0,0.05,1e-07,0.45,10,250,0.5,84.3375,84.65,96,96
2,400,60000,100.0,500.0,275,1.0,0.05,1e-07,0.45,10,250,0.25,84.3375,84.65,96,96
3,225,60000,100.0,400.0,200,1.0,0.05,1e-07,0.45,10,250,0.5,80.38333333333334,81.09166666666667,92,92
3,225,60000,100.0,400.0,200,1.0,0.05,1e-07,0.45,10,250,0.75,80.38333333333334,81.09166666666667,92,92
3,225,60000,100.0,400.0,200,1.0,0.05,1e-07,0.45,10,250,0.0,80.38333333333334,81.09166666666667,92,92
3,225,60000,100.0,400.0,200,1.0,0.05,1e-07,0.45,10,250,0.25,80.38333333333334,81.09166666666667,92,92
3,100,60000,100.0,400.0,200,1.0,0.05,1e-07,0.45,10,250,0.25,74.14166666666667,74.35,88,87
3,100,60000,100.0,400.0,200,1.0,0.05,1e-07,0.45,10,250,0.0,74.14166666666667,74.35,88,87
2,400,60000,100.0,550.0,275,1.0,0.05,1e-07,0.45,10,250,0.25,83.5375,83.82916666666667,94,94
2,400,60000,100.0,550.0,275,1.0,0.05,1e-07,0.45,10,250,0.5,83.5375,83.82916666666667,94,94
3,100,60000,100.0,450.0,200,1.0,0.05,1e-07,0.45,10,250,0.25,74.96666666666667,75.50416666666666,88,89
3,100,60000,100.0,450.0,200,1.0,0.05,1e-07,0.45,10,250,0.5,74.96666666666667,75.50416666666666,88,89
3,100,60000,100.0,500.0,200,1.0,0.05,1e-07,0.45,10,250,0.75,75.37916666666666,75.8625,87,86
3,100,60000,100.0,450.0,200,1.0,0.05,1e-07,0.45,10,250,0.0,74.96666666666667,75.50416666666666,88,89
3,100,60000,100.0,500.0,200,1.0,0.05,1e-07,0.45,10,250,0.25,75.37916666666666,75.8625,87,86
3,100,60000,100.0,500.0,200,1.0,0.05,1e-07,0.45,10,250,0.5,75.37916666666666,75.8625,87,86
3,100,60000,100.0,500.0,200,1.0,0.05,1e-07,0.45,10,250,0.0,75.37916666666666,75.8625,87,86
2,625,60000,100.0,400.0,200,1.0,0.05,1e-07,0.45,10,250,0.25,81.23333333333333,81.6125,97,96
2,400,60000,100.0,500.0,275,1.0,0.05,1e-07,0.45,10,250,0.0,84.3375,84.65,96,96
2,625,60000,100.0,400.0,200,1.0,0.05,1e-07,0.45,10,250,0.0,81.23333333333333,81.6125,97,96
3,100,60000,100.0,550.0,200,1.0,0.05,1e-07,0.45,10,250,0.0,75.46666666666667,76.10416666666667,87,87
3,100,60000,100.0,550.0,200,1.0,0.05,1e-07,0.45,10,250,0.5,75.46666666666667,76.10416666666667,87,87
3,100,60000,100.0,550.0,200,1.0,0.05,1e-07,0.45,10,250,0.25,75.46666666666667,76.10416666666667,87,87
3,100,60000,100.0,400.0,200,1.0,0.05,1e-07,0.45,10,250,0.75,74.14166666666667,74.35,88,87
3,100,60000,100.0,400.0,200,1.0,0.05,1e-07,0.45,10,250,0.5,74.14166666666667,74.35,88,87
3,100,60000,100.0,450.0,200,1.0,0.05,1e-07,0.45,10,250,0.75,74.96666666666667,75.50416666666666,88,89
3,225,60000,100.0,450.0,200,1.0,0.05,1e-07,0.45,10,250,0.0,81.22916666666667,81.86666666666666,92,92
3,225,60000,100.0,450.0,200,1.0,0.05,1e-07,0.45,10,250,0.25,81.22916666666667,81.86666666666666,92,92
2,625,60000,100.0,450.0,200,1.0,0.05,1e-07,0.45,10,250,0.25,81.63333333333334,81.87083333333334,94,95
2,625,60000,100.0,450.0,200,1.0,0.05,1e-07,0.45,10,250,0.0,81.63333333333334,81.87083333333334,94,95
2,625,60000,100.0,450.0,200,1.0,0.05,1e-07,0.45,10,250,0.75,81.63333333333334,81.87083333333334,94,95
2,400,60000,100.0,400.0,350,1.0,0.05,1e-07,0.45,10,250,0.0,83.04583333333333,83.4625,92,93
2,400,60000,100.0,400.0,350,1.0,0.05,1e-07,0.45,10,250,0.5,83.04583333333333,83.4625,92,93
2,625,60000,100.0,450.0,200,1.0,0.05,1e-07,0.45,10,250,0.5,81.63333333333334,81.87083333333334,94,95
2,625,60000,100.0,500.0,200,1.0,0.05,1e-07,0.45,10,250,0.0,81.0,81.12916666666666,93,93
3,225,60000,100.0,500.0,200,1.0,0.05,1e-07,0.45,10,250,0.0,81.725,82.1125,92,93
2,400,60000,100.0,400.0,350,1.0,0.05,1e-07,0.45,10,250,0.25,83.04583333333333,83.4625,92,93
2,400,60000,100.0,400.0,350,1.0,0.05,1e-07,0.45,10,250,0.75,83.04583333333333,83.4625,92,93
2,625,60000,100.0,500.0,200,1.0,0.05,1e-07,0.45,10,250,0.25,81.0,81.12916666666666,93,93
3,225,60000,100.0,500.0,200,1.0,0.05,1e-07,0.45,10,250,0.75,81.725,82.1125,92,93
2,400,60000,100.0,450.0,350,1.0,0.05,1e-07,0.45,10,250,0.0,83.25,83.4875,93,94
2,400,60000,100.0,450.0,350,1.0,0.05,1e-07,0.45,10,250,0.25,83.25,83.4875,93,94
3,225,60000,100.0,500.0,200,1.0,0.05,1e-07,0.45,10,250,0.25,81.725,82.1125,92,93
2,400,60000,100.0,500.0,350,1.0,0.05,1e-07,0.45,10,250,0.0,83.29166666666667,83.57083333333334,93,94
2,400,60000,100.0,450.0,350,1.0,0.05,1e-07,0.45,10,250,0.75,83.25,83.4875,93,94
2,400,60000,100.0,450.0,350,1.0,0.05,1e-07,0.45,10,250,0.5,83.25,83.4875,93,94
2,625,60000,100.0,500.0,200,1.0,0.05,1e-07,0.45,10,250,0.5,81.0,81.12916666666666,93,93
2,400,60000,100.0,500.0,350,1.0,0.05,1e-07,0.45,10,250,0.25,83.29166666666667,83.57083333333334,93,94
2,400,60000,100.0,550.0,275,1.0,0.05,1e-07,0.45,10,250,0.75,83.5375,83.82916666666667,94,94
3,225,60000,100.0,550.0,200,1.0,0.05,1e-07,0.45,10,250,0.5,81.5875,82.27916666666667,91,92
2,400,60000,100.0,500.0,350,1.0,0.05,1e-07,0.45,10,250,0.5,83.29166666666667,83.57083333333334,93,94
2,400,60000,100.0,550.0,275,1.0,0.05,1e-07,0.45,10,250,0.0,83.5375,83.82916666666667,94,94
3,225,60000,100.0,550.0,200,1.0,0.05,1e-07,0.45,10,250,0.0,81.5875,82.27916666666667,91,92
3,225,60000,100.0,400.0,275,1.0,0.05,1e-07,0.45,10,250,0.0,83.2,83.55416666666666,92,92
3,225,60000,100.0,400.0,275,1.0,0.05,1e-07,0.45,10,250,0.5,83.2,83.55416666666666,92,92
3,225,60000,100.0,550.0,200,1.0,0.05,1e-07,0.45,10,250,0.75,81.5875,82.27916666666667,91,92
2,400,60000,100.0,500.0,350,1.0,0.05,1e-07,0.45,10,250,0.75,83.29166666666667,83.57083333333334,93,94
2,625,60000,100.0,400.0,200,1.0,0.05,1e-07,0.45,10,250,0.75,81.23333333333333,81.6125,97,96
2,625,60000,100.0,400.0,200,1.0,0.05,1e-07,0.45,10,250,0.5,81.23333333333333,81.6125,97,96
2,625,60000,100.0,400.0,275,1.0,0.05,1e-07,0.45,10,250,0.5,83.67916666666666,83.99583333333334,94,96
2,400,60000,100.0,550.0,350,1.0,0.05,1e-07,0.45,10,250,0.75,82.67916666666666,82.85833333333333,92,92
2,625,60000,100.0,550.0,200,1.0,0.05,1e-07,0.45,10,250,0.25,80.9125,81.21666666666667,94,95
2,625,60000,100.0,400.0,275,1.0,0.05,1e-07,0.45,10,250,0.25,83.67916666666666,83.99583333333334,94,96
2,625,60000,100.0,550.0,200,1.0,0.05,1e-07,0.45,10,250,0.75,80.9125,81.21666666666667,94,95
2,625,60000,100.0,550.0,200,1.0,0.05,1e-07,0.45,10,250,0.0,80.9125,81.21666666666667,94,95
3,400,60000,100.0,400.0,200,1.0,0.05,1e-07,0.45,10,250,0.5,83.42083333333333,83.86666666666666,97,97
3,400,60000,100.0,400.0,200,1.0,0.05,1e-07,0.45,10,250,0.0,83.42083333333333,83.86666666666666,97,97
3,400,60000,100.0,400.0,200,1.0,0.05,1e-07,0.45,10,250,0.25,83.42083333333333,83.86666666666666,97,97
2,625,60000,100.0,400.0,275,1.0,0.05,1e-07,0.45,10,250,0.75,83.67916666666666,83.99583333333334,94,96
2,625,60000,100.0,500.0,200,1.0,0.05,1e-07,0.45,10,250,0.75,81.0,81.12916666666666,93,93
2,625,60000,100.0,450.0,275,1.0,0.05,1e-07,0.45,10,250,0.75,83.49166666666666,83.71666666666667,95,95
2,625,60000,100.0,450.0,275,1.0,0.05,1e-07,0.45,10,250,0.5,83.49166666666666,83.71666666666667,95,95
3,400,60000,100.0,400.0,200,1.0,0.05,1e-07,0.45,10,250,0.75,83.42083333333333,83.86666666666666,97,97
2,625,60000,100.0,450.0,275,1.0,0.05,1e-07,0.45,10,250,0.0,83.49166666666666,83.71666666666667,95,95
3,100,60000,100.0,400.0,275,1.0,0.05,1e-07,0.45,10,250,0.0,76.275,76.67083333333333,91,88
3,225,60000,100.0,500.0,275,1.0,0.05,1e-07,0.45,10,250,0.5,83.20416666666667,83.675,93,94
2,625,60000,100.0,450.0,275,1.0,0.05,1e-07,0.45,10,250,0.25,83.49166666666666,83.71666666666667,95,95
3,100,60000,100.0,400.0,275,1.0,0.05,1e-07,0.45,10,250,0.75,76.275,76.67083333333333,91,88
3,225,60000,100.0,500.0,275,1.0,0.05,1e-07,0.45,10,250,0.75,83.20416666666667,83.675,93,94
3,100,60000,100.0,450.0,275,1.0,0.05,1e-07,0.45,10,250,0.75,76.45833333333333,76.92916666666666,91,90
3,100,60000,100.0,450.0,275,1.0,0.05,1e-07,0.45,10,250,0.25,76.45833333333333,76.92916666666666,91,90
3,225,60000,100.0,550.0,275,1.0,0.05,1e-07,0.45,10,250,0.0,82.92916666666666,83.2625,92,93
3,100,60000,100.0,400.0,275,1.0,0.05,1e-07,0.45,10,250,0.25,76.275,76.67083333333333,91,88
3,100,60000,100.0,450.0,275,1.0,0.05,1e-07,0.45,10,250,0.0,76.45833333333333,76.92916666666666,91,90
3,100,60000,100.0,400.0,275,1.0,0.05,1e-07,0.45,10,250,0.5,76.275,76.67083333333333,91,88
3,100,60000,100.0,450.0,275,1.0,0.05,1e-07,0.45,10,250,0.5,76.45833333333333,76.92916666666666,91,90
3,100,60000,100.0,500.0,275,1.0,0.05,1e-07,0.45,10,250,0.0,76.47916666666667,77.02083333333333,88,88
3,225,60000,100.0,550.0,275,1.0,0.05,1e-07,0.45,10,250,0.25,82.92916666666666,83.2625,92,93
3,225,60000,100.0,550.0,275,1.0,0.05,1e-07,0.45,10,250,0.75,82.92916666666666,83.2625,92,93
2,625,60000,100.0,500.0,275,1.0,0.05,1e-07,0.45,10,250,0.0,83.78333333333333,84.02916666666667,97,98
3,225,60000,100.0,550.0,275,1.0,0.05,1e-07,0.45,10,250,0.5,82.92916666666666,83.2625,92,93
3,225,60000,100.0,450.0,275,1.0,0.05,1e-07,0.45,10,250,0.0,83.49166666666666,84.025,93,94
3,100,60000,100.0,500.0,275,1.0,0.05,1e-07,0.45,10,250,0.75,76.47916666666667,77.02083333333333,88,88
3,100,60000,100.0,500.0,275,1.0,0.05,1e-07,0.45,10,250,0.5,76.47916666666667,77.02083333333333,88,88
3,100,60000,100.0,550.0,275,1.0,0.05,1e-07,0.45,10,250,0.0,77.15,77.87916666666666,89,90
3,100,60000,100.0,500.0,275,1.0,0.05,1e-07,0.45,10,250,0.25,76.47916666666667,77.02083333333333,88,88
3,100,60000,100.0,550.0,275,1.0,0.05,1e-07,0.45,10,250,0.25,77.15,77.87916666666666,89,90
3,100,60000,100.0,550.0,275,1.0,0.05,1e-07,0.45,10,250,0.75,77.15,77.87916666666666,89,90
3,225,60000,100.0,450.0,275,1.0,0.05,1e-07,0.45,10,250,0.25,83.49166666666666,84.025,93,94
2,625,60000,100.0,500.0,275,1.0,0.05,1e-07,0.45,10,250,0.25,83.78333333333333,84.02916666666667,97,98
3,225,60000,100.0,450.0,200,1.0,0.05,1e-07,0.45,10,250,0.5,81.22916666666667,81.86666666666666,92,92
3,225,60000,100.0,450.0,200,1.0,0.05,1e-07,0.45,10,250,0.75,81.22916666666667,81.86666666666666,92,92
2,400,60000,100.0,550.0,350,1.0,0.05,1e-07,0.45,10,250,0.25,82.67916666666666,82.85833333333333,92,92
3,225,60000,100.0,450.0,275,1.0,0.05,1e-07,0.45,10,250,0.5,83.49166666666666,84.025,93,94
3,100,60000,100.0,550.0,275,1.0,0.05,1e-07,0.45,10,250,0.5,77.15,77.87916666666666,89,90
2,625,60000,100.0,400.0,350,1.0,0.05,1e-07,0.45,10,250,0.75,83.475,83.74583333333334,95,95
2,625,60000,100.0,400.0,350,1.0,0.05,1e-07,0.45,10,250,0.5,83.475,83.74583333333334,95,95
2,625,60000,100.0,400.0,350,1.0,0.05,1e-07,0.45,10,250,0.0,83.475,83.74583333333334,95,95
3,400,60000,100.0,450.0,200,1.0,0.05,1e-07,0.45,10,250,0.0,83.29583333333333,83.75833333333334,98,98
3,400,60000,100.0,450.0,200,1.0,0.05,1e-07,0.45,10,250,0.5,83.29583333333333,83.75833333333334,98,98
2,625,60000,100.0,500.0,275,1.0,0.05,1e-07,0.45,10,250,0.5,83.78333333333333,84.02916666666667,97,98
3,400,60000,100.0,450.0,200,1.0,0.05,1e-07,0.45,10,250,0.25,83.29583333333333,83.75833333333334,98,98
2,400,60000,100.0,550.0,350,1.0,0.05,1e-07,0.45,10,250,0.5,82.67916666666666,82.85833333333333,92,92
3,400,60000,100.0,450.0,200,1.0,0.05,1e-07,0.45,10,250,0.75,83.29583333333333,83.75833333333334,98,98
3,225,60000,100.0,400.0,350,1.0,0.05,1e-07,0.45,10,250,0.5,83.85,84.45416666666667,93,94
2,625,60000,100.0,400.0,350,1.0,0.05,1e-07,0.45,10,250,0.25,83.475,83.74583333333334,95,95
2,400,60000,100.0,550.0,350,1.0,0.05,1e-07,0.45,10,250,0.0,82.67916666666666,82.85833333333333,92,92
2,625,60000,100.0,400.0,275,1.0,0.05,1e-07,0.45,10,250,0.0,83.67916666666666,83.99583333333334,94,96
2,625,60000,100.0,500.0,275,1.0,0.05,1e-07,0.45,10,250,0.75,83.78333333333333,84.02916666666667,97,98
2,625,60000,100.0,450.0,350,1.0,0.05,1e-07,0.45,10,250,0.0,83.22916666666667,83.475,94,95
3,100,60000,100.0,550.0,200,1.0,0.05,1e-07,0.45,10,250,0.75,75.46666666666667,76.10416666666667,87,87
2,625,60000,100.0,450.0,350,1.0,0.05,1e-07,0.45,10,250,0.75,83.22916666666667,83.475,94,95
2,625,60000,100.0,450.0,350,1.0,0.05,1e-07,0.45,10,250,0.5,83.22916666666667,83.475,94,95
2,625,60000,100.0,550.0,200,1.0,0.05,1e-07,0.45,10,250,0.5,80.9125,81.21666666666667,94,95
3,225,60000,100.0,500.0,200,1.0,0.05,1e-07,0.45,10,250,0.5,81.725,82.1125,92,93
2,625,60000,100.0,450.0,350,1.0,0.05,1e-07,0.45,10,250,0.25,83.22916666666667,83.475,94,95
3,225,60000,100.0,500.0,275,1.0,0.05,1e-07,0.45,10,250,0.25,83.20416666666667,83.675,93,94
3,225,60000,100.0,500.0,275,1.0,0.05,1e-07,0.45,10,250,0.0,83.20416666666667,83.675,93,94
3,400,60000,100.0,500.0,200,1.0,0.05,1e-07,0.45,10,250,0.0,82.59583333333333,82.99166666666666,95,95
3,400,60000,100.0,500.0,200,1.0,0.05,1e-07,0.45,10,250,0.5,82.59583333333333,82.99166666666666,95,95
3,400,60000,100.0,500.0,200,1.0,0.05,1e-07,0.45,10,250,0.75,82.59583333333333,82.99166666666666,95,95
3,400,60000,100.0,500.0,200,1.0,0.05,1e-07,0.45,10,250,0.25,82.59583333333333,82.99166666666666,95,95
3,225,60000,100.0,500.0,350,1.0,0.05,1e-07,0.45,10,250,0.25,81.89583333333333,82.4375,92,94
3,225,60000,100.0,500.0,350,1.0,0.05,1e-07,0.45,10,250,0.75,81.89583333333333,82.4375,92,94
3,225,60000,100.0,550.0,350,1.0,0.05,1e-07,0.45,10,250,0.0,81.42083333333333,81.87916666666666,92,93
3,225,60000,100.0,550.0,350,1.0,0.05,1e-07,0.45,10,250,0.25,81.42083333333333,81.87916666666666,92,93
3,400,60000,100.0,550.0,200,1.0,0.05,1e-07,0.45,10,250,0.25,81.7625,82.15,93,94
3,225,60000,100.0,550.0,350,1.0,0.05,1e-07,0.45,10,250,0.5,81.42083333333333,81.87916666666666,92,93
3,400,60000,100.0,550.0,200,1.0,0.05,1e-07,0.45,10,250,0.75,81.7625,82.15,93,94
