random_seed,kernel_size,stride,n_filters,n_train,inhib,time,timestep,theta_plus,theta_decay,intensity,progress_interval,update_interval,mean_all_activity,mean_proportion_weighting,max_all_activity,max_proportion_weighting
3,20,4,81,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,82.95833333333333,83.18333333333334,94,93
1,20,4,196,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,87.63333333333334,87.90416666666667,96,98
5,18,2,81,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,80.59583333333333,80.52083333333333,94,91
1,24,2,225,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,86.90833333333333,87.2375,98,98
2,20,4,196,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,87.08333333333333,87.27916666666667,96,96
2,24,2,100,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,83.74583333333334,84.0,96,96
5,16,4,144,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,86.07083333333334,86.59166666666667,95,95
2,26,2,196,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,83.4625,84.125,96,96
2,24,2,144,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,85.87083333333334,86.25833333333334,96,97
1,20,2,100,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,82.90833333333333,83.0,94,93
2,26,2,225,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,83.04583333333333,83.70416666666667,96,96
3,22,4,144,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,85.575,86.0,95,94
3,24,4,81,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,81.54583333333333,81.92083333333333,90,92
5,14,4,196,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,87.5375,88.08333333333333,97,98
3,26,4,64,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,77.22083333333333,77.275,89,89
3,24,4,100,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,82.96666666666667,83.475,92,94
3,26,4,81,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,77.89583333333333,77.94166666666666,92,92
3,26,4,144,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,79.0875,79.16666666666667,90,90
3,26,4,100,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,78.0625,78.0875,90,90
3,24,4,64,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,79.45833333333333,80.04166666666667,90,92
5,26,4,64,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,77.31666666666666,77.35416666666667,90,90
2,24,2,169,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,86.275,86.55833333333334,95,96
4,26,4,81,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,77.42916666666666,77.49166666666666,90,90
4,26,4,144,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,79.59583333333333,79.74583333333334,91,91
3,26,4,196,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,78.8375,78.95,93,93
5,26,4,144,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,79.1125,79.18333333333334,91,91
4,26,4,100,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,76.95,77.1,88,88
5,26,4,100,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,77.075,77.12916666666666,88,88
4,26,4,169,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,78.82083333333334,78.9,90,90
3,26,2,64,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,78.96666666666667,79.925,90,91
3,26,4,169,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,79.67916666666666,79.75833333333334,92,92
3,26,4,225,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,79.25,79.40833333333333,92,92
3,22,4,169,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,85.29583333333333,86.04583333333333,95,96
5,26,4,81,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,75.72916666666667,75.80833333333334,86,86
3,20,4,100,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,84.54166666666667,84.77083333333333,94,94
5,26,4,196,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,78.95,79.075,91,91
3,24,4,121,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,83.8375,84.30416666666666,93,94
4,26,4,196,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,78.525,78.625,90,90
5,26,4,121,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,78.93333333333334,78.97916666666667,89,89
3,20,4,121,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,85.86666666666666,86.025,96,95
4,22,4,64,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,81.11666666666666,81.69166666666666,92,93
4,26,2,64,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,79.08333333333333,79.79166666666667,88,89
5,26,4,225,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,77.25833333333334,77.39583333333333,92,92
5,26,4,169,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,78.32916666666667,78.47083333333333,92,92
3,22,4,196,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,85.97916666666667,86.6375,95,96
5,16,4,169,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,86.93333333333334,87.35833333333333,95,96
4,26,4,64,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,76.15416666666667,76.2125,87,88
3,24,2,64,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,79.39166666666667,79.90416666666667,92,90
4,26,4,121,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,79.07916666666667,79.23333333333333,92,92
3,26,4,121,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,77.91666666666667,78.06666666666666,90,91
3,22,4,225,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,85.92083333333333,86.50416666666666,95,96
3,26,2,81,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,82.15416666666667,82.58333333333333,94,94
4,22,4,81,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,82.90416666666667,83.40833333333333,94,94
3,24,4,144,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,84.17083333333333,84.75416666666666,95,96
5,24,4,64,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,79.325,80.0125,90,90
4,24,4,81,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,82.0,82.49583333333334,92,92
5,26,2,64,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,78.99583333333334,79.62916666666666,90,91
4,24,4,64,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,79.0875,79.8375,90,90
5,26,2,81,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,82.0375,82.575,92,93
3,26,2,100,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,83.24583333333334,83.8125,93,94
5,24,4,81,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,82.35,82.89583333333333,94,93
5,22,4,64,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,80.8125,81.3,91,92
4,26,4,225,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,78.7,78.96666666666667,91,91
2,24,2,196,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,86.4125,86.8,96,98
4,24,4,100,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,83.3375,83.83333333333333,95,94
5,26,2,100,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,83.25833333333334,83.8375,93,93
5,22,4,100,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,83.83333333333333,84.4625,96,95
3,24,2,100,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,84.4,84.67083333333333,95,96
2,20,4,225,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,88.025,88.225,97,97
4,24,4,121,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,83.69166666666666,84.30416666666666,94,94
4,22,4,121,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,84.95416666666667,85.54166666666667,95,96
4,26,2,81,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,82.00416666666666,82.57916666666667,92,92
5,22,4,81,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,82.47916666666667,83.09583333333333,92,93
5,26,2,121,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,82.77916666666667,83.43333333333334,93,93
4,26,2,121,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,84.06666666666666,84.53333333333333,96,97
5,22,4,121,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,85.01666666666667,85.62083333333334,95,95
4,22,4,144,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,84.95,85.61666666666666,96,96
4,24,2,64,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,79.5375,79.83333333333333,90,90
3,24,4,169,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,84.44166666666666,85.2375,96,96
2,22,2,144,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,85.4875,85.68333333333334,96,96
4,20,4,64,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,81.52083333333333,81.75833333333334,92,92
3,26,2,121,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,83.91666666666667,84.74583333333334,96,96
3,24,4,196,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,83.87083333333334,84.81666666666666,97,97
4,26,2,100,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,83.7625,84.30416666666666,94,95
3,22,2,64,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,79.3375,79.425,93,92
1,22,2,169,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,86.12916666666666,86.39583333333333,97,97
4,26,2,144,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,84.06666666666666,84.53333333333333,95,96
5,24,2,64,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,78.975,79.27083333333333,91,91
5,24,4,144,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,84.25833333333334,84.91666666666667,95,96
5,26,2,144,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,83.96666666666667,84.5625,96,96
5,20,4,64,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,81.5375,81.74166666666666,93,91
4,22,4,169,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,86.21666666666667,86.5875,96,96
4,24,4,144,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,83.77916666666667,84.52083333333333,95,96
5,24,4,121,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,84.125,84.74166666666666,94,94
3,24,4,225,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,84.32916666666667,85.125,95,96
5,22,4,169,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,85.6625,86.21666666666667,97,97
4,20,4,81,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,82.92916666666666,82.8875,93,92
4,26,2,169,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,82.91666666666667,83.50416666666666,95,95
3,20,4,144,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,86.1875,86.25833333333334,95,95
5,26,2,169,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,83.5125,84.10833333333333,94,95
3,24,2,121,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,85.2875,85.5875,96,96
3,26,2,144,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,84.20833333333333,84.82083333333334,96,97
5,24,2,81,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,82.45416666666667,82.70416666666667,94,94
4,24,4,196,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,83.99583333333334,84.725,97,96
4,24,4,169,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,84.48333333333333,85.30416666666666,96,95
5,20,4,81,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,83.4875,83.45416666666667,93,93
3,26,2,196,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,83.80833333333334,84.58333333333333,94,94
3,24,2,81,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,82.10416666666667,82.275,94,93
5,24,4,100,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,83.00416666666666,83.4125,93,93
3,26,2,169,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,83.62083333333334,84.17083333333333,94,94
5,18,2,100,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,81.82916666666667,81.75416666666666,92,92
5,24,4,196,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,83.9,84.67916666666666,94,95
5,22,4,196,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,85.375,86.17083333333333,96,96
5,24,4,169,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,83.65,84.37916666666666,94,94
4,22,4,225,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,85.56666666666666,86.32916666666667,96,97
5,22,4,225,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,85.42916666666666,86.21666666666667,95,96
4,22,4,196,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,85.32916666666667,86.04583333333333,95,96
4,24,2,81,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,82.26666666666667,82.48333333333333,94,93
4,24,4,225,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,84.39583333333333,85.10416666666667,97,97
4,26,2,196,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,83.675,84.27083333333333,96,95
3,20,2,64,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,79.25,79.19166666666666,91,91
5,22,4,144,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,85.92916666666666,86.43333333333334,96,96
5,26,2,225,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,83.60416666666667,84.35833333333333,95,96
4,20,4,100,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,84.87916666666666,84.95,94,96
5,26,2,196,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,83.7125,84.27916666666667,96,96
5,24,2,100,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,84.375,84.55833333333334,96,96
3,26,2,225,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,83.81666666666666,84.50416666666666,97,97
5,24,4,225,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,84.225,85.26666666666667,94,94
4,24,2,100,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,84.1875,84.55416666666666,94,96
5,20,4,100,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,84.68333333333334,84.79166666666667,94,94
3,20,4,169,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,86.97083333333333,87.1375,96,96
2,22,2,121,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,85.14166666666667,85.32916666666667,96,96
4,26,2,225,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,83.3,83.81666666666666,95,95
4,22,2,64,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,79.05,79.35,88,89
3,24,2,169,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,86.32916666666667,86.52083333333333,96,97
4,24,2,121,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,84.67916666666666,85.025,95,95
5,24,2,121,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,85.34166666666667,85.54583333333333,96,96
5,16,4,196,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,87.62083333333334,88.05833333333334,97,98
2,24,2,225,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,86.34583333333333,86.64166666666667,98,98
1,22,2,196,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,86.6125,86.775,97,96
2,20,2,81,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,81.275,81.31666666666666,91,91
3,22,2,81,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,81.62083333333334,81.90833333333333,93,92
3,22,2,100,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,83.675,83.82083333333334,94,94
4,24,2,144,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,85.49583333333334,85.825,97,97
1,20,2,121,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,84.07083333333334,84.1,96,96
5,22,2,64,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,79.07083333333334,79.32916666666667,88,89
3,20,4,196,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,87.65833333333333,87.85,97,97
4,20,4,121,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,85.875,85.9375,96,95
5,20,4,121,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,85.36666666666666,85.54583333333333,95,95
3,24,2,144,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,85.7,85.98333333333333,96,97
5,24,2,144,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,86.0375,86.24583333333334,96,96
4,20,4,144,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,86.45833333333333,86.72916666666667,96,96
5,20,4,144,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,86.46666666666667,86.5125,95,96
2,20,2,100,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,82.96666666666667,83.025,94,93
2,22,2,169,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,86.29583333333333,86.66666666666667,96,95
4,20,2,64,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,78.875,79.0,90,90
5,24,2,169,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,86.19166666666666,86.59583333333333,96,96
1,20,2,144,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,84.625,84.72916666666667,96,96
3,20,4,225,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,88.175,88.525,98,98
5,22,2,81,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,81.7125,81.8875,90,91
4,22,2,81,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,81.9125,82.1,92,92
5,20,2,64,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,79.46666666666667,79.45833333333333,91,89
5,20,4,169,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,86.97916666666667,87.225,97,97
4,20,4,169,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,86.7625,87.0,98,97
3,20,2,81,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,81.44583333333334,81.54583333333333,93,92
3,24,2,196,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,86.30416666666666,86.61666666666666,98,97
4,22,2,100,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,83.78333333333333,83.875,94,94
5,24,2,196,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,86.5375,86.94166666666666,95,95
4,24,2,169,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,86.12083333333334,86.44166666666666,96,96
4,20,4,225,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,87.80416666666666,88.08333333333333,97,98
4,20,4,196,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,87.61666666666666,87.85416666666667,97,97
2,22,2,225,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,87.025,87.41666666666667,98,98
5,20,2,81,60000,300.0,300,1.0,0.05,1e-07,0.45,10,250,81.24166666666666,81.3125,94,93
