seed,n_hidden,n_train,time,lr,lr_decay,update_interval,mean_accuracy,max_accuracy
1,512,60000,50,0.017,0.96,500,87.07834,92.4
1,512,60000,50,0.017,0.97,500,86.89001,93.2
1,512,60000,50,0.017,0.98,500,86.581665,93.2
1,512,60000,50,0.016,0.97,500,87.02166,93.2
1,512,60000,50,0.019,0.96,500,85.92166,92.799995
1,512,60000,50,0.019,0.98,500,81.54833,89.8
1,512,60000,50,0.019,0.97,500,84.99167,90.8
1,128,60000,250,0.017,0.98,500,86.579994,92.6
1,512,60000,50,0.02,0.96,500,82.46167,88.4
1,128,60000,250,0.02,0.97,500,86.17333,91.799995
1,1024,60000,5,0.015,0.96,500,86.151665,91.6
1,128,60000,250,0.0225,0.97,500,81.21333,89.4
1,512,60000,50,0.02,0.98,500,78.48333,86.6
1,512,60000,50,0.02,0.97,500,76.21334,82.8
1,128,60000,250,0.018,0.98,500,86.42667,93.0
1,128,60000,250,0.018,0.96,500,87.156654,92.799995
1,128,60000,250,0.019,0.97,500,86.388336,92.4
1,128,60000,250,0.019,0.98,500,85.846664,92.0
1,512,60000,50,0.018,0.96,500,84.79666,91.399994
1,128,60000,250,0.02,0.96,500,86.579994,92.6
1,1024,60000,5,0.015,0.97,500,86.09333,91.399994
1,128,60000,250,0.0225,0.98,500,80.628334,90.8
1,1024,60000,5,0.016,0.96,500,86.31333,92.2
1,1024,60000,5,0.016,0.97,500,86.079994,92.4
1,128,60000,250,0.019,0.96,500,86.67833,93.0
1,1024,60000,5,0.017,0.96,500,86.236664,92.6
1,1024,60000,5,0.017,0.97,500,86.17166,92.0
1,1024,60000,5,0.017,0.98,500,85.85833,91.799995
1,1024,60000,5,0.018,0.97,500,86.28333,92.4
1,1024,60000,5,0.018,0.96,500,86.38333,92.6
0,256,60000,500,0.018,0.98,500,86.865,92.799995
1,1024,60000,5,0.019,0.97,500,86.07667,92.6
1,1024,60000,5,0.019,0.98,500,85.765,92.0
1,1024,60000,5,0.02,0.96,500,86.405,92.2
1,1024,60000,5,0.02,0.98,500,85.72,91.2
1,1024,60000,5,0.018,0.98,500,85.878334,91.399994
1,1024,60000,5,0.02,0.97,500,86.28833,93.0
1,1024,60000,5,0.0225,0.96,500,86.26667,91.799995
1,1024,60000,5,0.0225,0.98,500,85.15333,91.6
1,1024,60000,5,0.016,0.98,500,85.93666,92.4
1,1024,60000,5,0.0225,0.97,500,85.925,92.6
0,256,60000,500,0.02,0.97,500,87.14666,92.799995
1,1024,60000,10,0.0125,0.96,500,86.39834,92.0
1,1024,60000,10,0.015,0.96,500,86.668335,92.2
1,1024,60000,10,0.0125,0.97,500,86.46,92.4
1,1024,60000,10,0.0125,0.98,500,86.25,91.6
1,1024,60000,10,0.016,0.96,500,86.73,92.2
1,1024,60000,10,0.015,0.98,500,86.35,92.799995
1,1024,60000,10,0.016,0.97,500,86.68,92.799995
1,1024,60000,10,0.016,0.98,500,86.40833,92.6
1,1024,60000,10,0.017,0.97,500,86.795006,93.0
1,1024,60000,10,0.017,0.96,500,86.98499,93.0
1,1024,60000,10,0.017,0.98,500,86.32,92.0
1,1024,60000,10,0.018,0.96,500,86.965004,92.799995
1,1024,60000,10,0.018,0.98,500,86.30666,91.2
1,1024,60000,10,0.019,0.96,500,85.87666,92.2
1,1024,60000,10,0.019,0.97,500,86.06333,92.4
1,1024,60000,10,0.0225,0.96,500,13.6449995,38.800003
1,1024,60000,10,0.0225,0.98,500,12.28,38.800003
1,1024,60000,10,0.019,0.98,500,84.68667,91.2
1,1024,60000,10,0.02,0.97,500,86.42166,92.6
1,1024,60000,10,0.02,0.96,500,86.575,92.4
1,1024,60000,10,0.02,0.98,500,85.68667,92.0
1,1024,60000,10,0.0225,0.97,500,11.638334,38.800003
1,512,60000,100,0.019,0.97,500,15.311666,69.0
1,512,60000,100,0.0225,0.96,500,14.201666,60.000004
1,1024,60000,25,0.0125,0.96,500,86.55666,92.2
1,1024,60000,25,0.0125,0.98,500,86.505,92.6
1,512,60000,100,0.0225,0.98,500,13.2316675,61.4
1,1024,60000,25,0.015,0.96,500,86.93667,92.2
1,512,60000,100,0.019,0.96,500,18.865,70.0
1,1024,60000,25,0.0125,0.97,500,86.58833,92.799995
1,1024,60000,25,0.016,0.96,500,86.96667,92.2
1,1024,60000,25,0.016,0.97,500,86.920006,92.6
1,1024,60000,25,0.017,0.96,500,86.93834,92.6
1,1024,60000,25,0.016,0.98,500,86.44666,92.4
1,1024,60000,25,0.018,0.96,500,85.95167,92.4
1,1024,60000,25,0.017,0.98,500,86.445,92.4
1,512,60000,100,0.015,0.98,500,86.81834,92.6
1,1024,60000,25,0.015,0.97,500,86.80666,93.0
1,512,60000,100,0.016,0.97,500,86.88,93.2
1,1024,60000,25,0.017,0.97,500,86.74167,93.0
1,1024,60000,25,0.018,0.97,500,85.44834,92.2
1,1024,60000,25,0.0225,0.96,500,12.819999,61.6
1,1024,60000,25,0.015,0.98,500,86.40333,93.2
1,1024,60000,25,0.02,0.98,500,16.245,72.2
1,512,60000,100,0.0125,0.96,500,86.73667,93.2
1,512,60000,100,0.0125,0.97,500,86.735,93.2
1,1024,60000,25,0.018,0.98,500,83.84834,91.2
1,1024,60000,25,0.02,0.97,500,16.46,72.6
1,1024,60000,25,0.0225,0.97,500,13.255001,62.4
1,1024,60000,25,0.019,0.97,500,85.39666,92.2
1,512,60000,100,0.016,0.98,500,86.42334,93.0
1,1024,60000,25,0.02,0.96,500,15.793333,72.2
1,512,60000,100,0.016,0.96,500,87.058334,92.799995
1,512,60000,100,0.017,0.96,500,87.13333,93.0
1,1024,60000,25,0.019,0.96,500,85.638336,91.799995
1,512,60000,100,0.015,0.97,500,86.95334,92.6
1,512,60000,100,0.015,0.96,500,87.01667,93.2
1,512,60000,100,0.017,0.97,500,86.92,93.0
1,1024,60000,25,0.019,0.98,500,84.27332,91.399994
1,512,60000,100,0.019,0.98,500,49.83,68.8
1,512,60000,100,0.017,0.98,500,86.53667,93.4
1,512,60000,100,0.0225,0.97,500,36.146667,65.0
1,512,60000,100,0.018,0.97,500,85.208336,91.399994
1,512,60000,100,0.02,0.96,500,84.35166,91.0
1,512,60000,100,0.018,0.98,500,83.354996,91.2
1,1024,60000,25,0.0225,0.98,500,12.905001,62.800003
1,512,60000,100,0.02,0.97,500,83.84667,90.6
1,512,60000,100,0.018,0.96,500,85.88,91.799995
1,512,60000,100,0.02,0.98,500,81.26667,90.200005
1,256,60000,250,0.02,0.96,500,12.835,56.4
1,256,60000,250,0.02,0.97,500,12.12,57.4
1,256,60000,250,0.02,0.98,500,11.581667,56.800003
0,512,60000,500,0.015,0.98,500,86.51333,92.799995
1,512,60000,100,0.0125,0.98,500,86.506676,92.6
0,512,60000,500,0.015,0.96,500,86.87167,92.799995
0,512,60000,500,0.016,0.96,500,87.006676,92.6
0,512,60000,500,0.02,0.96,500,86.971664,92.6
0,512,60000,500,0.0125,0.97,500,86.534996,92.799995
1,1024,60000,50,0.0125,0.96,500,86.68,92.0
0,512,60000,500,0.018,0.96,500,87.09333,92.799995
0,512,60000,500,0.016,0.97,500,86.87666,92.799995
1,1024,60000,50,0.015,0.96,500,86.97834,92.4
1,1024,60000,50,0.0125,0.98,500,86.295006,92.4
0,512,60000,500,0.0125,0.96,500,86.604996,92.0
2,128,60000,5,0.0125,0.96,500,85.67834,90.4
0,512,60000,500,0.019,0.97,500,86.76667,92.4
0,512,60000,500,0.0225,0.97,500,86.62167,92.799995
0,512,60000,500,0.017,0.96,500,87.06999,92.6
1,1024,60000,50,0.0125,0.97,500,86.62,92.4
0,512,60000,500,0.016,0.98,500,86.560005,92.6
1,1024,60000,50,0.015,0.98,500,86.42833,92.4
0,512,60000,500,0.02,0.97,500,86.81333,92.4
0,512,60000,500,0.018,0.98,500,86.51167,92.0
0,512,60000,500,0.018,0.97,500,86.83167,92.6
0,512,60000,500,0.02,0.98,500,86.34167,92.2
1,1024,60000,50,0.016,0.97,500,86.729996,93.0
2,128,60000,5,0.0125,0.97,500,85.545,91.2
0,512,60000,500,0.0125,0.98,500,86.345,92.6
1,1024,60000,50,0.016,0.98,500,86.4,92.799995
1,1024,60000,50,0.016,0.96,500,86.941666,92.6
1,256,60000,250,0.0125,0.96,500,86.87167,92.2
1,1024,60000,50,0.02,0.97,500,13.093333,58.8
1,1024,60000,50,0.017,0.98,500,82.805,89.4
2,128,60000,5,0.0125,0.98,500,85.49833,90.8
0,512,60000,500,0.0225,0.98,500,85.98833,92.6
1,1024,60000,50,0.017,0.96,500,85.51167,92.0
0,512,60000,500,0.017,0.98,500,86.45167,92.2
1,1024,60000,50,0.017,0.97,500,84.15667,92.4
1,1024,60000,50,0.018,0.96,500,86.38667,92.2
1,256,60000,250,0.0125,0.97,500,86.895,92.4
1,1024,60000,50,0.019,0.97,500,70.345,83.4
1,1024,60000,50,0.019,0.96,500,80.25833,86.799995
1,1024,60000,50,0.0225,0.98,500,21.211668,56.0
1,1024,60000,50,0.018,0.98,500,84.94666,92.6
1,256,60000,250,0.017,0.96,500,86.119995,91.399994
1,256,60000,250,0.016,0.98,500,86.82166,92.6
1,1024,60000,50,0.018,0.97,500,85.98333,92.2
1,1024,60000,50,0.019,0.98,500,66.566666,76.200005
1,256,60000,250,0.0125,0.98,500,86.75833,92.6
0,512,60000,500,0.019,0.96,500,87.08666,92.799995
1,256,60000,250,0.015,0.96,500,87.16833,92.6
1,256,60000,250,0.018,0.97,500,80.990005,87.2
1,1024,60000,50,0.0225,0.96,500,33.93,57.4
2,128,60000,5,0.015,0.96,500,85.93667,91.399994
1,1024,60000,50,0.0225,0.97,500,43.033333,57.6
1,256,60000,250,0.018,0.96,500,83.04,90.4
0,512,60000,500,0.019,0.98,500,86.25833,92.4
2,128,60000,5,0.015,0.97,500,85.87334,90.8
1,256,60000,250,0.017,0.98,500,84.231674,90.4
2,128,60000,5,0.015,0.98,500,85.80667,90.8
1,256,60000,250,0.017,0.97,500,84.90666,91.6
2,128,60000,5,0.016,0.96,500,86.015,90.6
1,256,60000,250,0.018,0.98,500,77.020004,85.2
2,128,60000,5,0.016,0.97,500,86.02,91.6
2,128,60000,5,0.016,0.98,500,85.833336,91.0
2,128,60000,5,0.017,0.96,500,86.103325,91.2
1,1024,60000,50,0.015,0.97,500,86.770004,92.799995
1,1024,60000,50,0.02,0.96,500,12.581667,58.999996
1,256,60000,250,0.019,0.96,500,82.28333,88.6
1,256,60000,250,0.016,0.97,500,87.153336,93.0
1,256,60000,250,0.015,0.98,500,86.795006,92.799995
1,256,60000,250,0.016,0.96,500,87.20334,93.0
1,256,60000,250,0.0225,0.97,500,77.89833,85.2
1,1024,60000,50,0.02,0.98,500,11.951667,57.8
2,128,60000,5,0.017,0.97,500,85.99333,91.6
2,128,60000,5,0.017,0.98,500,85.8,90.8
1,256,60000,250,0.019,0.98,500,77.816666,86.799995
2,128,60000,5,0.018,0.97,500,86.12333,91.0
2,128,60000,5,0.018,0.96,500,86.21333,90.8
2,128,60000,5,0.019,0.96,500,86.153336,90.6
2,128,60000,5,0.019,0.98,500,85.76833,90.6
2,128,60000,5,0.02,0.96,500,86.256676,91.0
2,128,60000,5,0.018,0.98,500,85.82,91.2
2,128,60000,5,0.02,0.97,500,86.03,91.399994
2,128,60000,5,0.0225,0.96,500,86.276665,91.399994
2,128,60000,5,0.02,0.98,500,85.70334,91.2
2,128,60000,5,0.0225,0.97,500,86.04666,91.799995
2,128,60000,5,0.0225,0.98,500,85.520004,91.0
2,128,60000,5,0.019,0.97,500,86.07166,91.0
1,256,60000,250,0.0225,0.98,500,76.04666,87.0
1,256,60000,250,0.015,0.97,500,87.07834,92.6
0,512,60000,500,0.017,0.97,500,86.84167,92.6
2,128,60000,10,0.0125,0.96,500,86.375,90.8
2,128,60000,10,0.0125,0.97,500,86.41,91.2
2,128,60000,10,0.0125,0.98,500,86.31834,91.0
2,128,60000,10,0.015,0.96,500,86.70334,91.2
2,128,60000,10,0.015,0.97,500,86.57166,91.6
2,128,60000,10,0.015,0.98,500,86.355,91.399994
2,128,60000,10,0.016,0.96,500,86.78,91.399994
2,128,60000,10,0.016,0.97,500,86.70667,91.6
2,128,60000,10,0.016,0.98,500,86.40833,91.2
2,128,60000,10,0.017,0.96,500,86.80999,91.2
2,128,60000,10,0.017,0.97,500,86.70334,91.2
2,128,60000,10,0.018,0.96,500,86.75833,91.6
2,128,60000,10,0.017,0.98,500,86.378334,91.399994
2,128,60000,10,0.018,0.97,500,86.68166,91.799995
2,128,60000,10,0.018,0.98,500,86.45166,91.6
2,128,60000,10,0.019,0.97,500,86.69667,91.799995
2,128,60000,10,0.019,0.98,500,86.29833,91.6
2,128,60000,10,0.02,0.96,500,86.92667,91.6
2,128,60000,10,0.02,0.98,500,86.253334,91.399994
2,128,60000,10,0.02,0.97,500,86.625,91.6
2,128,60000,10,0.0225,0.97,500,86.598335,92.0
2,128,60000,10,0.0225,0.98,500,85.925,90.8
2,128,60000,10,0.019,0.96,500,86.78333,91.6
2,128,60000,10,0.0225,0.96,500,86.810005,92.799995
2,128,60000,25,0.0125,0.98,500,86.58166,91.2
2,128,60000,25,0.0125,0.97,500,86.70167,91.6
2,128,60000,25,0.0125,0.96,500,86.7,91.399994
1,1024,60000,5,0.0125,0.96,500,85.71667,92.2
2,128,60000,25,0.015,0.98,500,86.68667,91.6
0,512,60000,500,0.0225,0.96,500,86.93,92.799995
2,128,60000,25,0.015,0.96,500,86.973335,91.799995
2,128,60000,25,0.016,0.98,500,86.66501,91.799995
2,128,60000,25,0.017,0.96,500,87.06333,91.799995
2,128,60000,25,0.017,0.97,500,86.91166,91.6
2,128,60000,25,0.018,0.96,500,87.155,91.799995
2,128,60000,25,0.018,0.97,500,86.93833,91.799995
2,128,60000,25,0.017,0.98,500,86.61333,92.0
2,128,60000,25,0.019,0.96,500,87.14666,91.799995
2,128,60000,25,0.018,0.98,500,86.55334,91.6
2,128,60000,25,0.019,0.97,500,86.97666,92.2
2,128,60000,25,0.02,0.97,500,86.92,91.799995
2,128,60000,25,0.02,0.98,500,86.30166,91.399994
2,128,60000,25,0.019,0.98,500,86.46,91.399994
2,128,60000,25,0.02,0.96,500,87.13833,91.799995
2,128,60000,25,0.0225,0.96,500,87.07333,92.4
2,128,60000,25,0.015,0.97,500,86.86167,91.6
2,128,60000,25,0.016,0.96,500,87.03,91.6
2,128,60000,25,0.0225,0.97,500,86.725,92.2
2,128,60000,25,0.0225,0.98,500,86.07166,91.399994
2,128,60000,25,0.016,0.97,500,86.939995,92.0
1,1024,60000,5,0.015,0.98,500,85.854996,91.799995
1,256,60000,250,0.019,0.97,500,81.18499,89.200005
1,1024,60000,100,0.02,0.98,500,12.485001,49.0
1,1024,60000,100,0.019,0.98,500,13.446668,70.0
1,1024,60000,100,0.02,0.96,500,11.83,48.8
1,1024,60000,100,0.019,0.97,500,14.005001,70.8
1,1024,60000,100,0.02,0.97,500,11.936666,48.2
1,1024,60000,5,0.019,0.96,500,86.425,92.6
1,1024,60000,100,0.019,0.96,500,14.811667,70.4
1,1024,60000,100,0.0125,0.97,500,86.53667,93.0
1,256,60000,250,0.0225,0.96,500,79.27666,85.799995
1,1024,60000,100,0.0125,0.96,500,86.59167,92.0
0,512,60000,500,0.015,0.97,500,86.84334,92.799995
1,1024,60000,100,0.015,0.97,500,86.80334,93.2
1,1024,60000,100,0.016,0.96,500,86.893326,93.2
1,1024,60000,100,0.016,0.97,500,86.71167,93.6
1,1024,60000,100,0.016,0.98,500,86.38667,92.799995
1,1024,60000,100,0.018,0.97,500,77.57834,85.799995
1,1024,60000,100,0.018,0.96,500,78.965004,86.4
1,1024,60000,100,0.015,0.98,500,86.34333,92.4
1,1024,60000,100,0.018,0.98,500,74.59834,84.2
1,1024,60000,100,0.0225,0.97,500,75.095,85.799995
2,128,60000,50,0.0125,0.97,500,86.71333,91.6
1,1024,60000,100,0.0225,0.98,500,74.545,84.6
2,128,60000,50,0.0125,0.96,500,86.70833,91.399994
2,128,60000,50,0.0125,0.98,500,86.63833,91.399994
2,128,60000,50,0.015,0.98,500,86.67834,91.799995
2,128,60000,50,0.015,0.96,500,86.993324,91.399994
2,128,60000,50,0.015,0.97,500,86.918335,92.0
0,1024,60000,250,0.018,0.98,500,86.098335,92.6
1,1024,60000,100,0.017,0.97,500,83.045006,89.8
2,128,60000,50,0.016,0.96,500,87.085,91.6
1,1024,60000,100,0.015,0.96,500,86.83667,92.4
2,128,60000,50,0.016,0.97,500,86.98332,92.0
1,1024,60000,100,0.0125,0.98,500,86.375,91.6
2,128,60000,50,0.016,0.98,500,86.675,92.0
2,128,60000,50,0.017,0.96,500,87.03,91.799995
1,128,60000,250,0.0225,0.96,500,84.89333,92.4
1,512,60000,250,0.0225,0.96,500,11.841666,50.800003
1,512,60000,250,0.0225,0.98,500,11.486667,50.800003
1,512,60000,250,0.0225,0.97,500,11.663334,50.6
1,128,60000,250,0.015,0.97,500,86.875,93.6
2,128,60000,50,0.017,0.98,500,86.64333,91.799995
2,128,60000,50,0.018,0.97,500,86.92166,92.0
2,128,60000,50,0.019,0.96,500,87.13833,91.799995
1,512,60000,250,0.02,0.98,500,12.203334,50.199997
2,128,60000,50,0.019,0.98,500,86.50833,91.399994
2,128,60000,50,0.019,0.97,500,86.965,92.2
2,128,60000,50,0.018,0.98,500,86.51667,91.6
1,128,60000,250,0.016,0.97,500,86.903336,93.4
1,512,60000,250,0.02,0.97,500,12.638333,49.6
2,128,60000,50,0.02,0.96,500,87.128334,91.6
2,128,60000,50,0.02,0.97,500,86.91333,92.0
2,128,60000,50,0.0225,0.96,500,87.00833,92.2
1,128,60000,250,0.02,0.98,500,85.525,91.399994
2,128,60000,50,0.02,0.98,500,86.306656,91.6
1,1024,60000,100,0.017,0.98,500,80.97,88.6
2,128,60000,50,0.0225,0.98,500,86.10166,91.399994
1,1024,60000,100,0.017,0.96,500,84.231674,92.0
1,512,60000,250,0.02,0.96,500,13.101666,49.6
2,256,60000,5,0.0125,0.96,500,85.94666,91.399994
2,256,60000,5,0.0125,0.97,500,86.079994,91.799995
2,128,60000,50,0.017,0.97,500,86.93833,91.6
2,256,60000,5,0.0125,0.98,500,86.005005,91.2
1,1024,60000,100,0.0225,0.96,500,79.02166,87.8
2,256,60000,5,0.015,0.98,500,86.189995,91.6
2,256,60000,5,0.015,0.97,500,86.33667,92.6
2,256,60000,5,0.015,0.96,500,86.32667,91.399994
2,256,60000,5,0.016,0.96,500,86.36667,91.6
2,256,60000,5,0.016,0.97,500,86.39666,91.6
2,256,60000,5,0.016,0.98,500,86.24833,91.399994
2,256,60000,5,0.017,0.96,500,86.48667,91.6
2,256,60000,5,0.017,0.97,500,86.393326,92.0
2,256,60000,5,0.017,0.98,500,86.146675,92.4
2,256,60000,5,0.018,0.96,500,86.496666,92.4
2,256,60000,5,0.018,0.97,500,86.45667,91.799995
2,256,60000,5,0.018,0.98,500,86.18499,92.0
2,256,60000,5,0.019,0.96,500,86.64,92.2
2,256,60000,5,0.019,0.97,500,86.41333,92.0
2,256,60000,5,0.019,0.98,500,86.24,92.0
2,256,60000,5,0.02,0.96,500,86.60833,92.2
2,256,60000,5,0.02,0.97,500,86.54833,92.0
2,256,60000,5,0.02,0.98,500,86.03166,91.399994
2,256,60000,5,0.0225,0.96,500,86.70166,92.799995
2,256,60000,5,0.0225,0.97,500,86.43833,92.6
2,256,60000,5,0.0225,0.98,500,85.95999,91.799995
2,256,60000,10,0.0125,0.96,500,86.55334,92.0
2,256,60000,10,0.0125,0.97,500,86.64001,92.4
2,256,60000,10,0.0125,0.98,500,86.575,92.799995
2,256,60000,10,0.015,0.96,500,86.90833,92.2
2,256,60000,10,0.015,0.97,500,86.965004,92.2
2,256,60000,10,0.015,0.98,500,86.77166,92.2
2,256,60000,10,0.016,0.96,500,87.1,92.6
2,256,60000,10,0.016,0.97,500,87.006676,93.2
2,256,60000,10,0.016,0.98,500,86.76667,92.0
2,256,60000,10,0.017,0.96,500,87.175,92.799995
2,256,60000,10,0.017,0.98,500,86.70667,92.2
2,256,60000,10,0.017,0.97,500,87.02166,92.6
2,256,60000,10,0.018,0.96,500,87.125,92.6
2,256,60000,10,0.018,0.97,500,86.91833,91.799995
1,512,60000,250,0.0125,0.98,500,86.625,92.799995
2,256,60000,10,0.018,0.98,500,86.68833,92.4
2,256,60000,10,0.019,0.96,500,87.15,92.0
2,256,60000,10,0.019,0.97,500,87.021675,92.0
1,512,60000,250,0.0125,0.96,500,86.725,93.0
2,256,60000,10,0.019,0.98,500,86.575,92.2
1,512,60000,250,0.015,0.98,500,86.66333,92.799995
2,256,60000,10,0.02,0.96,500,87.204994,92.799995
2,256,60000,10,0.0225,0.97,500,86.785,92.6
2,256,60000,10,0.0225,0.96,500,87.04667,92.4
2,256,60000,10,0.0225,0.98,500,86.253334,92.0
2,256,60000,10,0.02,0.98,500,86.48833,91.799995
1,512,60000,250,0.016,0.97,500,86.981674,92.799995
1,512,60000,250,0.017,0.97,500,86.91833,93.2
1,512,60000,250,0.0125,0.97,500,86.73333,93.2
2,256,60000,10,0.02,0.97,500,87.020004,92.0
1,512,60000,250,0.016,0.98,500,86.579994,93.0
0,1024,60000,500,0.0125,0.96,500,86.354996,92.4
1,512,60000,250,0.017,0.96,500,87.13667,93.4
2,1024,60000,500,0.0175,0.97,500,86.814995,91.6
1,1024,60000,10,0.015,0.97,500,86.723335,92.6
1,512,60000,250,0.019,0.96,500,80.75667,88.200005
1,512,60000,250,0.016,0.96,500,87.060005,93.4
1,512,60000,250,0.015,0.96,500,87.02666,93.2
1,1024,60000,10,0.018,0.97,500,86.691666,92.0
1,512,60000,250,0.017,0.98,500,86.56333,93.0
1,512,60000,250,0.018,0.97,500,85.121666,91.399994
1,512,60000,250,0.018,0.96,500,85.884995,91.6
1,512,60000,250,0.019,0.97,500,79.64833,88.0
1,512,60000,250,0.015,0.97,500,86.916664,93.0
1,512,60000,250,0.019,0.98,500,77.13667,85.799995
0,1024,60000,500,0.015,0.97,500,86.64333,92.799995
0,1024,60000,500,0.015,0.96,500,86.745,92.799995
1,512,60000,250,0.018,0.98,500,85.13,92.0
0,1024,60000,500,0.015,0.98,500,86.335,92.2
0,1024,60000,500,0.016,0.98,500,86.31167,92.2
0,1024,60000,500,0.016,0.96,500,86.73833,92.799995
0,1024,60000,500,0.016,0.97,500,86.65666,93.4
0,1024,60000,500,0.018,0.96,500,86.85334,93.0
2,256,60000,25,0.0125,0.96,500,86.86333,92.4
0,1024,60000,500,0.019,0.96,500,86.50667,93.0
0,1024,60000,500,0.0125,0.98,500,86.27334,92.2
2,256,60000,25,0.015,0.96,500,87.28001,92.799995
2,256,60000,25,0.0125,0.98,500,86.89,92.0
2,256,60000,25,0.015,0.98,500,87.06834,92.2
2,256,60000,25,0.016,0.96,500,87.278336,92.6
0,1024,60000,500,0.018,0.97,500,86.55166,92.2
2,256,60000,25,0.016,0.97,500,87.229996,92.4
2,256,60000,25,0.017,0.96,500,87.30999,92.4
2,256,60000,25,0.015,0.97,500,87.275,92.4
2,256,60000,25,0.017,0.98,500,86.829994,92.4
2,128,60000,100,0.015,0.96,500,86.99833,91.6
0,1024,60000,500,0.02,0.97,500,86.579994,92.4
2,256,60000,25,0.0125,0.97,500,86.97667,92.4
2,256,60000,25,0.017,0.97,500,87.12333,92.0
0,1024,60000,500,0.0125,0.97,500,86.42166,92.6
2,256,60000,25,0.018,0.96,500,87.41334,92.799995
2,128,60000,100,0.0125,0.98,500,86.62666,91.799995
2,256,60000,25,0.018,0.97,500,87.22667,92.4
2,128,60000,100,0.015,0.97,500,86.90833,91.6
2,256,60000,25,0.018,0.98,500,86.78333,92.4
1,128,60000,500,0.017,0.96,500,87.01667,93.2
2,128,60000,100,0.017,0.96,500,87.07333,91.799995
0,1024,60000,500,0.019,0.98,500,85.63,92.799995
2,256,60000,25,0.019,0.97,500,87.115005,92.2
2,256,60000,25,0.019,0.96,500,87.33833,92.799995
2,128,60000,100,0.018,0.96,500,87.131676,92.0
2,128,60000,100,0.0125,0.97,500,86.73667,91.6
2,256,60000,25,0.019,0.98,500,86.69833,92.0
2,256,60000,25,0.02,0.96,500,87.326675,92.4
2,256,60000,25,0.02,0.97,500,87.08499,92.4
1,128,60000,500,0.018,0.97,500,86.83667,92.6
2,128,60000,100,0.016,0.98,500,86.66,91.799995
1,128,60000,500,0.016,0.96,500,86.956665,93.4
2,128,60000,100,0.017,0.98,500,86.63833,92.0
2,128,60000,100,0.017,0.97,500,86.97,91.6
2,256,60000,25,0.02,0.98,500,86.526665,92.0
2,256,60000,25,0.0225,0.96,500,87.085,93.6
2,256,60000,25,0.0225,0.98,500,86.07667,92.2
2,128,60000,100,0.019,0.97,500,86.92666,91.799995
2,128,60000,100,0.018,0.98,500,86.473335,91.6
2,128,60000,100,0.019,0.96,500,87.134995,91.799995
1,128,60000,500,0.017,0.98,500,86.566666,92.6
0,1024,60000,500,0.0225,0.98,500,85.25667,92.799995
2,128,60000,100,0.0225,0.97,500,86.68166,92.0
1,128,60000,500,0.015,0.98,500,86.69834,93.0
2,128,60000,100,0.02,0.96,500,87.14334,91.6
2,256,60000,25,0.0225,0.97,500,86.76333,92.4
2,128,60000,100,0.02,0.98,500,86.310005,91.6
1,128,60000,500,0.0125,0.98,500,86.66501,93.2
0,1024,60000,500,0.02,0.96,500,86.93166,93.0
2,128,60000,100,0.016,0.97,500,86.975,91.799995
1,128,60000,500,0.017,0.97,500,86.87334,93.2
2,128,60000,100,0.018,0.97,500,86.95,92.0
2,128,60000,100,0.019,0.98,500,86.471664,91.399994
2,128,60000,100,0.0225,0.98,500,85.98501,91.6
2,128,60000,100,0.02,0.97,500,86.89001,92.2
1,128,60000,500,0.016,0.98,500,86.615005,92.799995
0,1024,60000,500,0.02,0.98,500,85.42333,93.2
2,128,60000,100,0.015,0.98,500,86.69001,91.799995
0,1024,60000,500,0.0225,0.97,500,85.566666,91.799995
1,128,60000,500,0.018,0.98,500,86.441666,92.799995
2,256,60000,25,0.016,0.98,500,86.96167,91.799995
1,128,60000,500,0.0125,0.96,500,86.745,92.799995
0,1024,60000,500,0.019,0.97,500,86.49833,93.0
1,128,60000,500,0.015,0.96,500,86.94666,93.0
1,128,60000,500,0.015,0.97,500,86.84167,93.6
1,128,60000,500,0.0125,0.97,500,86.78833,93.4
1,128,60000,500,0.019,0.98,500,85.82666,92.6
2,128,60000,100,0.0125,0.96,500,86.683334,91.6
1,128,60000,500,0.0225,0.97,500,83.44001,90.6
1,128,60000,500,0.019,0.97,500,86.48,92.2
1,128,60000,500,0.019,0.96,500,86.721664,92.799995
1,128,60000,500,0.016,0.97,500,86.945,93.4
1,128,60000,500,0.02,0.96,500,86.55999,92.799995
0,1024,60000,500,0.0225,0.96,500,86.631676,92.6
2,128,60000,100,0.0225,0.96,500,86.979996,92.2
0,1024,60000,500,0.018,0.98,500,86.10999,92.6
2,256,60000,50,0.0125,0.96,500,86.97667,93.0
2,256,60000,50,0.0125,0.98,500,86.985,92.2
2,256,60000,50,0.0125,0.97,500,87.0,92.6
2,256,60000,50,0.015,0.96,500,87.308334,92.6
2,256,60000,50,0.015,0.98,500,86.99167,92.4
2,256,60000,50,0.016,0.96,500,87.23833,92.799995
2,256,60000,50,0.016,0.98,500,86.875,92.0
2,256,60000,50,0.016,0.97,500,87.22334,92.4
2,256,60000,50,0.017,0.96,500,87.38667,92.6
2,256,60000,50,0.017,0.97,500,87.215004,92.2
2,256,60000,50,0.018,0.96,500,87.40501,92.4
2,256,60000,50,0.018,0.97,500,87.22667,92.6
2,256,60000,50,0.017,0.98,500,86.84334,92.4
2,256,60000,50,0.018,0.98,500,86.81834,92.2
2,256,60000,50,0.019,0.96,500,87.33667,92.799995
