seed,n_hidden,n_train,time,lr,lr_decay,update_interval,mean_accuracy,max_accuracy
1,32,60000,25,0.0175,0.99,500,60.59833,79.0
0,1024,60000,50,0.01,0.97,500,85.87667,91.6
0,1024,60000,50,0.0175,0.99,500,84.94334,91.799995
1,32,60000,25,0.0175,0.98,500,67.41334,80.0
0,1024,60000,50,0.025,0.95,500,86.78,92.6
1,32,60000,25,0.0175,0.97,500,78.92167,86.6
0,1024,60000,50,0.01,0.95,500,85.67166,91.399994
0,1024,60000,50,0.025,0.97,500,85.75833,91.799995
0,1024,60000,50,0.0175,0.96,500,86.805,93.4
1,32,60000,25,0.01,0.99,500,82.86833,89.8
0,1024,60000,50,0.025,0.99,500,77.25167,85.2
1,32,60000,25,0.025,0.96,500,14.6050005,66.799995
0,32,60000,250,0.025,0.99,500,30.028334,77.600006
1,32,60000,25,0.025,0.99,500,12.756667,63.800003
0,1024,60000,50,0.0175,0.97,500,86.615,93.2
0,512,60000,100,0.0175,0.99,500,85.520004,92.0
0,512,60000,100,0.01,0.95,500,86.06166,91.0
0,512,60000,100,0.0175,0.95,500,87.14001,92.6
0,512,60000,100,0.025,0.95,500,87.055,92.2
0,512,60000,100,0.01,0.99,500,85.68833,92.0
0,512,60000,100,0.0175,0.97,500,86.916664,92.6
0,512,60000,100,0.025,0.98,500,85.134995,92.4
0,512,60000,100,0.01,0.96,500,86.020004,91.6
0,512,60000,100,0.01,0.98,500,85.97667,92.4
0,512,60000,100,0.025,0.99,500,77.66,86.0
0,1024,60000,50,0.01,0.96,500,85.845,91.399994
0,1024,60000,50,0.025,0.98,500,84.166664,91.799995
0,512,60000,100,0.01,0.97,500,86.041664,92.4
0,512,60000,100,0.025,0.97,500,85.09167,91.799995
0,512,60000,100,0.0175,0.98,500,86.46167,92.4
0,32,60000,250,0.025,0.98,500,75.17334,81.4
0,512,60000,100,0.0175,0.96,500,87.018326,92.2
0,128,60000,25,0.0175,0.99,500,85.67333,91.6
1,32,60000,50,0.025,0.98,500,11.721667,59.2
1,32,60000,50,0.025,0.95,500,12.76,62.199997
1,32,60000,50,0.025,0.96,500,12.059999,59.2
0,32,60000,250,0.025,0.97,500,81.903336,88.4
1,32,60000,50,0.0175,0.99,500,32.70667,79.2
1,32,60000,50,0.01,0.98,500,83.490005,89.600006
0,512,60000,100,0.025,0.96,500,86.76667,92.2
1,32,60000,50,0.01,0.95,500,84.261665,89.8
0,32,60000,250,0.025,0.95,500,83.44666,89.0
1,32,60000,50,0.0175,0.95,500,81.87332,88.0
1,32,60000,50,0.01,0.99,500,82.78833,89.0
1,32,60000,50,0.01,0.97,500,83.903336,90.200005
1,32,60000,50,0.01,0.96,500,84.10334,90.200005
0,32,60000,250,0.0175,0.97,500,82.57333,87.8
1,32,60000,50,0.0175,0.98,500,59.158333,79.0
1,32,60000,50,0.0175,0.97,500,78.665,85.6
1,32,60000,50,0.0175,0.96,500,81.21167,87.8
0,32,60000,250,0.0175,0.98,500,81.29667,86.4
0,32,60000,250,0.0175,0.99,500,77.20333,83.8
0,64,60000,250,0.0175,0.99,500,84.60833,90.8
0,32,60000,250,0.01,0.95,500,84.19666,89.4
0,32,60000,250,0.025,0.96,500,82.76833,88.200005
1,32,60000,50,0.025,0.97,500,12.615001,58.2
0,64,60000,250,0.01,0.98,500,85.78999,92.2
0,64,60000,250,0.025,0.99,500,82.73499,89.200005
0,64,60000,250,0.025,0.95,500,86.478325,92.6
0,64,60000,250,0.01,0.97,500,86.005,92.2
0,32,60000,250,0.01,0.96,500,83.975,89.0
0,64,60000,250,0.01,0.99,500,85.43,91.399994
1,64,60000,5,0.01,0.95,500,84.35334,90.8
1,64,60000,5,0.01,0.96,500,84.518326,91.6
0,32,60000,250,0.01,0.99,500,82.308334,87.6
1,64,60000,5,0.01,0.97,500,84.49167,92.0
1,64,60000,5,0.01,0.98,500,84.454994,91.399994
1,64,60000,5,0.01,0.99,500,84.10334,90.8
1,32,60000,50,0.025,0.99,500,12.041667,56.800003
1,64,60000,5,0.0175,0.95,500,85.011665,90.4
0,32,60000,250,0.0175,0.95,500,83.37167,88.4
1,64,60000,5,0.0175,0.96,500,85.003334,91.0
1,64,60000,5,0.0175,0.97,500,84.88333,91.2
0,32,60000,250,0.01,0.98,500,83.19499,88.6
1,64,60000,5,0.0175,0.98,500,84.54333,91.0
1,64,60000,5,0.0175,0.99,500,83.57,89.8
1,64,60000,5,0.025,0.95,500,85.0,91.6
1,64,60000,5,0.025,0.96,500,84.84167,91.2
1,64,60000,5,0.025,0.98,500,83.83667,89.600006
1,64,60000,5,0.025,0.97,500,84.61333,90.8
1,64,60000,5,0.025,0.99,500,80.98333,87.4
0,64,60000,250,0.025,0.97,500,85.73833,92.0
0,64,60000,250,0.0175,0.96,500,86.39666,92.0
0,64,60000,250,0.0175,0.95,500,86.541664,92.4
1,64,60000,10,0.01,0.95,500,85.29667,90.8
0,64,60000,250,0.0175,0.97,500,86.246666,92.4
0,64,60000,250,0.025,0.98,500,84.86333,91.0
1,64,60000,10,0.01,0.96,500,85.361664,92.2
0,64,60000,250,0.01,0.95,500,85.816666,91.799995
1,64,60000,10,0.01,0.98,500,85.256676,92.4
1,64,60000,10,0.01,0.97,500,85.34167,92.799995
0,32,60000,250,0.0175,0.96,500,82.973335,88.4
1,64,60000,10,0.0175,0.95,500,85.81167,91.6
1,64,60000,10,0.0175,0.99,500,84.17833,89.4
1,64,60000,10,0.01,0.99,500,84.94666,91.799995
1,64,60000,10,0.0175,0.97,500,85.558334,91.2
1,64,60000,10,0.0175,0.98,500,85.23167,91.0
1,64,60000,10,0.025,0.95,500,85.11167,91.2
0,64,60000,250,0.01,0.96,500,85.896675,92.0
1,64,60000,10,0.025,0.96,500,84.985,91.399994
0,32,60000,250,0.01,0.97,500,83.685005,88.8
1,64,60000,10,0.0175,0.96,500,85.778336,91.799995
1,64,60000,10,0.025,0.99,500,76.73833,84.0
1,64,60000,10,0.025,0.98,500,83.471664,89.8
1,64,60000,10,0.025,0.97,500,84.51499,91.6
0,128,60000,25,0.01,0.97,500,86.564995,92.2
0,64,60000,250,0.025,0.96,500,86.20167,92.0
0,64,60000,250,0.0175,0.98,500,85.745,92.0
1,64,60000,25,0.01,0.96,500,85.845,91.799995
1,64,60000,25,0.01,0.97,500,85.87667,92.4
1,64,60000,25,0.01,0.99,500,85.44666,92.2
1,64,60000,25,0.01,0.98,500,85.75,92.799995
1,64,60000,25,0.025,0.99,500,28.51167,74.8
1,64,60000,25,0.0175,0.96,500,86.14,91.799995
1,64,60000,25,0.0175,0.95,500,86.335,91.799995
1,64,60000,25,0.0175,0.98,500,85.49333,91.6
1,64,60000,25,0.025,0.95,500,85.23499,91.799995
1,64,60000,25,0.0175,0.99,500,84.56834,90.200005
1,64,60000,25,0.025,0.98,500,46.416668,81.6
1,64,60000,25,0.025,0.96,500,84.606674,91.2
1,64,60000,25,0.0175,0.97,500,85.85167,91.6
1,64,60000,25,0.025,0.97,500,72.13167,81.2
1,64,60000,25,0.01,0.95,500,85.86167,91.2
0,1024,60000,100,0.025,0.98,500,33.236668,82.8
0,1024,60000,100,0.01,0.98,500,85.865005,91.6
1,32,60000,100,0.025,0.98,500,11.8566675,55.6
0,1024,60000,100,0.01,0.95,500,85.69333,91.2
0,1024,60000,100,0.0175,0.97,500,86.756676,92.799995
1,32,60000,100,0.025,0.99,500,11.628332,58.0
1,32,60000,100,0.025,0.95,500,12.913334,56.199997
1,32,60000,100,0.025,0.96,500,11.948334,55.6
1,32,60000,100,0.025,0.97,500,12.321668,56.199997
0,1024,60000,100,0.01,0.99,500,85.43,92.0
1,32,60000,100,0.01,0.96,500,83.996666,90.4
0,1024,60000,100,0.01,0.96,500,85.73667,91.6
1,32,60000,100,0.0175,0.99,500,34.355,78.0
1,32,60000,100,0.0175,0.95,500,81.903336,88.0
1,32,60000,100,0.01,0.99,500,82.729996,89.200005
1,32,60000,100,0.0175,0.97,500,80.473335,87.6
1,32,60000,100,0.0175,0.98,500,73.84834,79.799995
0,1024,60000,100,0.025,0.96,500,85.39666,90.8
1,32,60000,100,0.01,0.98,500,83.385,89.0
0,1024,60000,100,0.0175,0.98,500,86.15,92.2
0,1024,60000,100,0.0175,0.99,500,84.78167,91.399994
0,1024,60000,100,0.025,0.99,500,78.92667,87.6
0,1024,60000,100,0.0175,0.95,500,86.73833,92.799995
0,1024,60000,100,0.025,0.97,500,82.51167,89.600006
1,32,60000,100,0.0175,0.96,500,81.685005,88.0
1,32,60000,100,0.01,0.95,500,84.183334,90.200005
1,64,60000,50,0.01,0.95,500,85.84,91.6
1,64,60000,50,0.025,0.97,500,22.983334,79.2
1,64,60000,50,0.025,0.96,500,14.786667,75.8
1,64,60000,50,0.01,0.96,500,85.854996,92.4
1,64,60000,50,0.01,0.97,500,85.90834,92.2
1,64,60000,50,0.0175,0.97,500,85.86667,91.399994
1,64,60000,50,0.025,0.99,500,14.746668,72.2
1,64,60000,50,0.0175,0.98,500,85.47834,91.399994
1,64,60000,50,0.0175,0.96,500,86.17166,91.6
1,128,60000,5,0.01,0.95,500,85.005005,92.0
1,128,60000,5,0.01,0.96,500,85.13167,91.2
1,64,60000,50,0.01,0.98,500,85.708336,92.6
1,64,60000,50,0.0175,0.95,500,86.291664,91.799995
1,64,60000,50,0.01,0.99,500,85.368324,91.799995
1,128,60000,5,0.01,0.97,500,85.240005,92.2
1,64,60000,50,0.0175,0.99,500,84.55666,90.4
1,64,60000,50,0.025,0.95,500,82.18499,88.6
1,128,60000,5,0.01,0.98,500,85.22334,91.399994
1,128,60000,5,0.01,0.99,500,85.018326,91.2
1,128,60000,5,0.0175,0.95,500,86.10334,91.799995
1,32,60000,100,0.01,0.97,500,83.793335,90.0
1,128,60000,5,0.0175,0.96,500,86.07,92.799995
1,128,60000,5,0.0175,0.97,500,86.1,92.799995
1,128,60000,5,0.0175,0.98,500,85.89,92.0
1,128,60000,5,0.0175,0.99,500,84.96167,91.799995
1,128,60000,5,0.025,0.95,500,85.278336,91.2
1,128,60000,5,0.025,0.96,500,84.87666,90.8
1,128,60000,5,0.025,0.97,500,84.12,91.6
1,128,60000,5,0.025,0.99,500,70.86167,79.799995
1,128,60000,5,0.025,0.98,500,83.53833,90.8
0,1024,60000,100,0.0175,0.96,500,86.82167,92.799995
1,128,60000,10,0.01,0.95,500,85.85667,91.6
1,128,60000,10,0.01,0.96,500,85.99,92.6
1,128,60000,10,0.01,0.97,500,85.965,92.799995
1,128,60000,10,0.01,0.98,500,85.954994,93.6
0,1024,60000,100,0.025,0.95,500,86.53833,92.6
1,128,60000,10,0.01,0.99,500,85.65,92.2
1,128,60000,10,0.0175,0.95,500,86.80666,92.6
1,128,60000,10,0.0175,0.98,500,86.259995,92.6
1,128,60000,10,0.0175,0.97,500,86.70667,93.2
1,128,60000,10,0.0175,0.96,500,86.72,92.6
1,128,60000,10,0.025,0.96,500,85.70999,93.2
1,128,60000,10,0.0175,0.99,500,85.36333,91.399994
1,128,60000,10,0.025,0.95,500,85.73167,92.4
1,128,60000,10,0.025,0.98,500,80.479996,87.6
1,128,60000,10,0.025,0.97,500,84.62833,92.0
1,128,60000,10,0.025,0.99,500,78.708336,88.0
0,128,60000,50,0.0175,0.98,500,86.57667,91.799995
1,64,60000,50,0.025,0.98,500,15.783334,74.6
0,128,60000,100,0.0175,0.97,500,86.93833,92.4
1,128,60000,25,0.01,0.95,500,86.291664,92.4
1,128,60000,25,0.01,0.96,500,86.35,92.4
1,128,60000,25,0.01,0.99,500,86.113335,93.0
1,128,60000,25,0.0175,0.96,500,87.028336,93.0
1,128,60000,25,0.0175,0.97,500,86.87666,92.6
1,128,60000,25,0.0175,0.98,500,86.50168,92.799995
1,128,60000,25,0.025,0.95,500,85.48833,92.4
1,128,60000,25,0.025,0.99,500,42.013332,78.2
1,128,60000,25,0.025,0.96,500,85.236664,92.6
1,128,60000,25,0.0175,0.99,500,85.635,91.399994
1,128,60000,25,0.025,0.98,500,80.495,87.4
1,128,60000,25,0.025,0.97,500,83.82,90.200005
1,128,60000,25,0.0175,0.95,500,87.035,92.6
0,1024,60000,5,0.025,0.95,500,86.58499,92.799995
0,128,60000,250,0.01,0.95,500,86.513336,91.6
0,128,60000,250,0.0175,0.95,500,87.13665,92.6
1,64,60000,100,0.01,0.96,500,85.81167,92.0
0,128,60000,250,0.025,0.99,500,82.69834,89.8
0,128,60000,250,0.0175,0.97,500,86.823326,91.799995
0,128,60000,250,0.01,0.97,500,86.604996,91.6
1,128,60000,25,0.01,0.98,500,86.293335,93.0
0,128,60000,250,0.025,0.98,500,85.06833,91.0
0,128,60000,250,0.025,0.97,500,86.445,91.6
1,128,60000,25,0.01,0.97,500,86.325,93.2
0,128,60000,250,0.01,0.98,500,86.46167,91.6
1,64,60000,100,0.025,0.96,500,15.033334,71.200005
0,128,60000,250,0.0175,0.96,500,87.105,92.6
0,128,60000,250,0.01,0.96,500,86.51833,91.799995
1,64,60000,100,0.025,0.97,500,14.046667,74.6
0,128,60000,250,0.01,0.99,500,86.21,91.6
1,64,60000,100,0.01,0.95,500,85.81501,91.6
0,128,60000,250,0.0175,0.98,500,86.50833,91.799995
1,64,60000,100,0.0175,0.97,500,85.848335,91.6
1,64,60000,100,0.025,0.99,500,15.586666,70.8
1,64,60000,100,0.01,0.97,500,85.825,92.6
1,64,60000,100,0.0175,0.96,500,86.04333,91.799995
0,128,60000,250,0.0175,0.99,500,85.43833,91.2
1,64,60000,100,0.0175,0.99,500,84.41333,90.4
1,64,60000,100,0.025,0.98,500,12.431667,69.4
1,64,60000,100,0.01,0.98,500,85.68,92.6
1,64,60000,100,0.0175,0.98,500,85.39666,91.6
1,64,60000,100,0.025,0.95,500,26.148333,74.0
1,64,60000,100,0.0175,0.95,500,86.21333,91.799995
0,128,60000,250,0.025,0.96,500,86.82,92.0
1,64,60000,100,0.01,0.99,500,85.34334,91.799995
0,256,60000,250,0.0175,0.98,500,86.84333,92.4
1,128,60000,50,0.01,0.95,500,86.225,93.0
0,256,60000,250,0.0175,0.95,500,87.41167,92.6
0,256,60000,250,0.025,0.99,500,84.128334,92.0
1,128,60000,50,0.01,0.96,500,86.285,93.4
1,128,60000,50,0.0175,0.96,500,87.05166,93.4
1,128,60000,50,0.01,0.99,500,86.07,92.799995
1,128,60000,50,0.01,0.98,500,86.345,93.6
1,128,60000,50,0.0175,0.95,500,87.04834,93.0
0,256,60000,250,0.0175,0.97,500,87.22499,92.4
0,256,60000,250,0.025,0.98,500,86.106674,92.0
0,256,60000,250,0.01,0.98,500,86.416664,91.6
0,256,60000,250,0.01,0.96,500,86.32166,91.399994
1,128,60000,50,0.01,0.97,500,86.31167,93.2
0,256,60000,250,0.025,0.96,500,87.22834,92.799995
0,256,60000,250,0.01,0.95,500,86.31501,91.2
1,128,60000,50,0.0175,0.98,500,86.56333,92.6
1,128,60000,50,0.025,0.96,500,85.45,91.799995
1,128,60000,50,0.025,0.95,500,85.740005,92.6
0,256,60000,250,0.025,0.95,500,87.36333,92.4
1,128,60000,50,0.025,0.97,500,81.885,89.0
1,128,60000,50,0.0175,0.99,500,85.58667,91.399994
0,256,60000,250,0.0175,0.96,500,87.41333,92.2
0,256,60000,250,0.01,0.99,500,86.19666,91.399994
0,256,60000,250,0.0175,0.99,500,86.005,91.799995
1,128,60000,50,0.025,0.99,500,63.85,79.6
1,256,60000,5,0.01,0.95,500,85.243324,90.8
1,256,60000,5,0.01,0.96,500,85.32833,90.6
1,256,60000,5,0.01,0.97,500,85.333336,90.6
1,128,60000,50,0.025,0.98,500,76.596664,87.2
1,128,60000,50,0.0175,0.97,500,86.905,93.2
0,256,60000,250,0.01,0.97,500,86.39666,91.399994
1,32,60000,250,0.025,0.97,500,11.525,54.6
0,256,60000,250,0.025,0.97,500,86.775,92.4
1,256,60000,5,0.01,0.98,500,85.333336,90.6
1,256,60000,5,0.01,0.99,500,85.151665,90.8
1,256,60000,5,0.0175,0.95,500,86.378334,91.2
1,256,60000,5,0.0175,0.96,500,86.545006,91.6
1,256,60000,5,0.0175,0.97,500,86.42333,91.6
1,256,60000,5,0.0175,0.99,500,85.456665,91.0
1,256,60000,5,0.025,0.96,500,85.206665,91.799995
1,256,60000,5,0.0175,0.98,500,86.18166,92.4
1,256,60000,5,0.025,0.97,500,84.33499,91.799995
1,32,60000,250,0.025,0.95,500,12.793333,54.8
1,256,60000,5,0.025,0.95,500,85.42334,91.6
1,256,60000,5,0.025,0.98,500,80.82,89.600006
1,256,60000,5,0.025,0.99,500,70.95167,82.200005
1,256,60000,10,0.01,0.95,500,86.01,92.0
1,256,60000,10,0.01,0.96,500,86.01,91.6
1,256,60000,10,0.01,0.97,500,86.12,91.6
1,256,60000,10,0.01,0.98,500,86.096664,91.6
1,256,60000,10,0.01,0.99,500,85.73333,92.0
1,256,60000,10,0.0175,0.95,500,87.041664,92.0
1,256,60000,10,0.0175,0.96,500,86.96999,93.0
1,256,60000,10,0.025,0.98,500,16.225,71.6
1,256,60000,10,0.0175,0.98,500,86.61333,92.6
1,256,60000,10,0.0175,0.97,500,86.945,93.0
1,256,60000,10,0.0175,0.99,500,85.80666,91.799995
1,256,60000,10,0.025,0.96,500,72.555,81.6
1,256,60000,10,0.025,0.97,500,73.25833,81.6
1,256,60000,10,0.025,0.95,500,77.88667,85.6
1,256,60000,10,0.025,0.99,500,59.875,72.6
0,512,60000,250,0.01,0.95,500,85.935005,91.0
0,512,60000,250,0.0175,0.98,500,86.439995,92.2
0,512,60000,250,0.0175,0.95,500,87.093346,92.6
0,512,60000,250,0.0175,0.97,500,86.87167,92.799995
1,32,60000,250,0.025,0.99,500,11.531667,53.600002
0,512,60000,250,0.01,0.96,500,86.041664,92.0
0,512,60000,250,0.01,0.97,500,86.07834,92.799995
1,32,60000,250,0.01,0.95,500,84.19833,90.0
0,512,60000,250,0.0175,0.96,500,86.96667,92.2
0,512,60000,250,0.025,0.98,500,67.78166,76.4
0,512,60000,250,0.025,0.95,500,86.855,92.4
1,32,60000,250,0.0175,0.95,500,81.865005,87.6
0,512,60000,250,0.01,0.99,500,85.541664,92.4
1,32,60000,250,0.0175,0.96,500,81.653336,87.2
1,32,60000,250,0.025,0.96,500,11.875,55.0
1,32,60000,250,0.0175,0.99,500,72.506676,82.6
1,32,60000,250,0.0175,0.97,500,79.19001,86.4
0,512,60000,250,0.01,0.98,500,85.93667,92.4
1,32,60000,250,0.01,0.99,500,82.76667,89.200005
1,32,60000,250,0.01,0.96,500,83.995,90.4
1,256,60000,25,0.01,0.95,500,86.24832,92.4
1,256,60000,25,0.01,0.96,500,86.30167,91.799995
1,256,60000,25,0.01,0.98,500,86.34333,92.799995
1,32,60000,250,0.01,0.98,500,83.495,89.200005
1,256,60000,25,0.01,0.99,500,86.03,92.0
1,32,60000,250,0.01,0.97,500,83.808334,89.600006
1,256,60000,25,0.0175,0.96,500,87.21167,93.0
1,256,60000,25,0.0175,0.97,500,86.99167,92.6
1,256,60000,25,0.0175,0.95,500,87.21667,92.4
1,256,60000,25,0.025,0.95,500,78.458336,85.6
1,32,60000,250,0.0175,0.98,500,77.34333,85.6
1,256,60000,25,0.025,0.96,500,76.68501,84.6
1,256,60000,25,0.0175,0.98,500,86.695,93.0
1,256,60000,25,0.025,0.97,500,66.495,76.0
1,256,60000,25,0.0175,0.99,500,85.715,91.799995
1,256,60000,25,0.025,0.98,500,73.473335,84.2
1,256,60000,25,0.025,0.99,500,50.918335,71.0
0,32,60000,500,0.01,0.99,500,82.378334,87.4
0,512,60000,250,0.025,0.97,500,66.18,75.0
0,32,60000,500,0.0175,0.95,500,83.34,88.4
0,512,60000,250,0.0175,0.99,500,85.44333,91.2
0,32,60000,500,0.025,0.97,500,81.583336,88.4
1,256,60000,25,0.01,0.97,500,86.40166,91.799995
0,64,60000,500,0.0175,0.96,500,86.42334,92.0
0,32,60000,500,0.025,0.96,500,82.87,88.200005
1,128,60000,100,0.01,0.95,500,86.28166,93.0
0,64,60000,500,0.0175,0.95,500,86.575,92.4
0,32,60000,500,0.0175,0.98,500,81.195,86.6
0,32,60000,500,0.0175,0.99,500,78.84334,85.2
1,128,60000,100,0.01,0.97,500,86.326675,93.2
1,128,60000,100,0.0175,0.95,500,87.01167,92.799995
1,32,60000,250,0.025,0.98,500,12.021667,54.4
1,128,60000,100,0.01,0.96,500,86.276665,93.2
0,64,60000,500,0.0175,0.97,500,86.285,92.4
1,128,60000,100,0.01,0.99,500,86.09834,93.2
0,32,60000,500,0.01,0.96,500,84.064995,89.0
0,32,60000,500,0.025,0.99,500,35.68667,78.4
1,128,60000,100,0.025,0.95,500,85.60667,91.6
1,128,60000,100,0.0175,0.97,500,86.91833,92.799995
1,128,60000,100,0.0175,0.98,500,86.51333,92.799995
1,128,60000,100,0.0175,0.96,500,87.05,93.2
0,32,60000,500,0.0175,0.97,500,82.55,87.6
1,128,60000,100,0.01,0.98,500,86.333336,93.2
0,32,60000,500,0.0175,0.96,500,83.02166,88.6
0,32,60000,500,0.01,0.97,500,83.73166,89.0
1,128,60000,100,0.0175,0.99,500,85.52333,91.399994
0,64,60000,500,0.01,0.95,500,85.84167,91.6
0,64,60000,500,0.01,0.98,500,85.791664,92.0
0,64,60000,500,0.025,0.96,500,86.245,91.799995
0,64,60000,500,0.025,0.95,500,86.475,92.4
0,64,60000,500,0.0175,0.99,500,84.62334,90.6
1,128,60000,100,0.025,0.96,500,85.223335,92.4
0,64,60000,500,0.01,0.96,500,85.941666,92.0
0,64,60000,500,0.025,0.98,500,84.82166,91.2
0,64,60000,500,0.0175,0.98,500,85.76833,92.2
1,128,60000,100,0.025,0.99,500,50.076668,75.8
0,32,60000,500,0.025,0.98,500,56.001667,78.6
0,32,60000,500,0.025,0.95,500,83.515,89.0
0,512,60000,250,0.025,0.99,500,79.21833,85.2
0,32,60000,500,0.01,0.95,500,84.22,89.4
0,64,60000,500,0.025,0.99,500,82.706665,90.6
0,64,60000,500,0.01,0.97,500,86.020004,92.2
1,64,60000,250,0.025,0.96,500,12.88,68.4
0,512,60000,250,0.025,0.96,500,83.57,91.6
0,64,60000,500,0.025,0.97,500,85.740005,91.799995
1,64,60000,250,0.025,0.98,500,13.208333,70.6
1,64,60000,250,0.025,0.95,500,13.903334,72.799995
0,128,60000,50,0.01,0.96,500,86.558334,91.799995
0,64,60000,500,0.01,0.99,500,85.454994,91.2
1,256,60000,50,0.01,0.95,500,86.23167,92.4
1,256,60000,50,0.01,0.96,500,86.38332,92.0
1,256,60000,50,0.01,0.98,500,86.34334,92.4
1,256,60000,50,0.0175,0.95,500,87.29333,92.6
1,256,60000,50,0.0175,0.96,500,87.25833,93.0
1,256,60000,50,0.01,0.99,500,86.12333,91.799995
1,256,60000,50,0.01,0.97,500,86.39333,92.0
1,256,60000,50,0.025,0.95,500,70.935005,77.4
1,256,60000,50,0.025,0.98,500,42.265,67.6
1,512,60000,5,0.01,0.96,500,85.13999,92.2
1,512,60000,5,0.01,0.95,500,85.17833,91.799995
1,512,60000,5,0.01,0.97,500,85.335,91.799995
1,512,60000,5,0.01,0.98,500,85.26167,91.2
1,256,60000,50,0.0175,0.98,500,86.57,92.799995
1,256,60000,50,0.025,0.97,500,78.68833,87.8
1,512,60000,5,0.01,0.99,500,85.025,91.799995
1,256,60000,50,0.0175,0.97,500,86.98,93.2
1,256,60000,50,0.025,0.96,500,73.079994,82.0
1,512,60000,5,0.0175,0.95,500,86.378334,92.6
1,512,60000,5,0.0175,0.96,500,86.35166,93.0
1,512,60000,5,0.0175,0.97,500,86.34167,92.6
1,256,60000,50,0.0175,0.99,500,85.645,91.799995
1,512,60000,5,0.0175,0.98,500,86.10166,92.0
1,512,60000,5,0.0175,0.99,500,85.221664,91.2
1,256,60000,50,0.025,0.99,500,54.016666,70.6
1,512,60000,5,0.025,0.95,500,86.16833,92.6
1,512,60000,5,0.025,0.96,500,83.93833,90.4
1,128,60000,100,0.025,0.98,500,79.84834,87.6
1,512,60000,5,0.025,0.97,500,85.363335,92.4
1,512,60000,5,0.025,0.98,500,83.86333,91.0
1,512,60000,5,0.025,0.99,500,77.566666,85.0
1,128,60000,100,0.025,0.97,500,75.346664,83.0
1,64,60000,250,0.025,0.99,500,12.453333,70.4
1,64,60000,250,0.025,0.97,500,14.993333,72.399994
1,512,60000,10,0.01,0.95,500,85.829994,92.6
1,512,60000,10,0.01,0.96,500,85.95334,91.799995
1,512,60000,10,0.01,0.97,500,86.009995,92.0
1,512,60000,10,0.0175,0.95,500,86.89666,93.0
1,512,60000,10,0.01,0.98,500,85.96167,92.0
1,512,60000,10,0.0175,0.96,500,86.95,93.4
1,512,60000,10,0.01,0.99,500,85.74167,92.2
1,512,60000,10,0.0175,0.97,500,86.708336,93.0
1,512,60000,10,0.0175,0.98,500,86.41333,92.2
1,512,60000,10,0.0175,0.99,500,85.465004,92.0
1,512,60000,10,0.025,0.96,500,86.33834,93.0
1,512,60000,10,0.025,0.98,500,83.490005,90.4
1,512,60000,10,0.025,0.97,500,84.81334,91.799995
1,512,60000,10,0.025,0.99,500,75.615005,84.4
1,512,60000,10,0.025,0.95,500,86.555,92.6
1,64,60000,250,0.0175,0.99,500,84.384995,90.4
1,64,60000,250,0.01,0.99,500,85.36,92.0
0,1024,60000,250,0.025,0.96,500,80.095,87.6
1,64,60000,250,0.0175,0.98,500,85.44333,91.2
1,64,60000,250,0.01,0.95,500,85.79834,91.6
1,64,60000,250,0.01,0.97,500,85.81834,92.4
1,64,60000,250,0.0175,0.96,500,86.07834,91.799995
1,64,60000,250,0.01,0.96,500,85.845,92.2
1,64,60000,250,0.0175,0.95,500,86.191666,91.799995
1,64,60000,250,0.01,0.98,500,85.68833,92.6
0,1024,60000,250,0.01,0.99,500,85.493324,91.399994
1,64,60000,250,0.0175,0.97,500,85.85334,91.2
0,1024,60000,250,0.0175,0.95,500,86.83167,92.799995
0,1024,60000,250,0.025,0.98,500,77.82834,89.600006
0,32,60000,500,0.01,0.98,500,83.26833,89.0
0,1024,60000,250,0.025,0.97,500,43.736668,67.4
0,1024,60000,250,0.0175,0.97,500,86.541664,93.0
0,1024,60000,250,0.01,0.98,500,85.86333,91.799995
0,1024,60000,250,0.0175,0.98,500,85.93,92.4
0,1024,60000,250,0.01,0.97,500,85.81167,91.2
0,1024,60000,250,0.0175,0.96,500,86.96667,93.6
0,1024,60000,250,0.0175,0.99,500,84.15333,90.6
1,512,60000,25,0.025,0.96,500,11.973333,52.399998
1,512,60000,25,0.025,0.95,500,12.331666,52.0
1,512,60000,25,0.01,0.95,500,86.045006,92.6
1,512,60000,25,0.01,0.96,500,86.11333,92.2
1,512,60000,25,0.025,0.97,500,11.669999,52.600002
1,512,60000,25,0.01,0.97,500,86.2,92.6
1,512,60000,25,0.025,0.99,500,11.416667,52.399998
1,512,60000,25,0.01,0.99,500,85.94833,92.4
1,512,60000,25,0.0175,0.95,500,87.125,92.799995
1,512,60000,25,0.0175,0.97,500,86.775,93.0
1,512,60000,25,0.0175,0.96,500,87.05,93.0
1,512,60000,25,0.01,0.98,500,86.166664,92.6
1,512,60000,25,0.025,0.98,500,11.348333,52.0
1,512,60000,25,0.0175,0.99,500,85.40166,92.2
1,512,60000,25,0.0175,0.98,500,86.378334,92.6
0,1024,60000,250,0.01,0.96,500,85.80999,91.6
0,1024,60000,250,0.025,0.99,500,57.463333,74.0
0,1024,60000,250,0.025,0.95,500,85.755,92.2
1,1024,60000,5,0.01,0.95,500,85.093346,91.0
1,1024,60000,5,0.01,0.97,500,85.22667,91.6
1,1024,60000,5,0.01,0.98,500,85.31501,91.399994
1,1024,60000,5,0.0175,0.95,500,86.29834,92.2
1,1024,60000,5,0.0175,0.96,500,86.33667,92.0
1,1024,60000,5,0.0175,0.97,500,86.255,92.2
