random_seed,n_neurons,n_train,inhib,time,timestep,theta_plus,theta_decay,intensity,norm,progress_interval,update_interval,mean_all_activity,mean_proportion_weighting,mean_ngram,max_all_activity,max_proportion_weighting,max_ngram
0,600,60000,250.0,250,1.0,0.5,1e-05,0.5,125.0,10,250,48.748333,49.003338,49.23667,61.6,61.6,61.6
0,400,60000,250.0,250,1.0,1.0,1e-07,0.5,125.0,10,250,55.588337,55.38,58.618336,71.200005,72.0,70.8
0,600,60000,250.0,250,1.0,0.05,1e-05,0.5,125.0,10,250,42.371666,42.666668,43.886665,57.200005,58.399998,56.4
0,600,60000,250.0,250,1.0,0.1,1e-06,0.5,100.0,10,250,57.108334,57.278336,57.203335,69.6,69.6,67.2
0,600,60000,250.0,250,1.0,0.1,1e-06,0.5,125.0,10,250,59.481667,59.638332,59.721664,68.8,68.8,70.4
0,600,60000,250.0,250,1.0,0.1,1e-06,0.5,150.0,10,250,56.331665,56.635,56.725,68.8,68.8,67.2
0,500,60000,250.0,250,1.0,0.5,1e-07,0.5,125.0,10,250,59.693333,60.123333,60.703327,73.6,74.0,72.0
0,500,60000,250.0,250,1.0,1.0,1e-05,0.5,100.0,10,250,50.498333,50.691666,50.688335,66.799995,67.2,64.4
0,600,60000,250.0,250,1.0,0.1,1e-05,0.5,150.0,10,250,46.071667,46.355003,47.366665,61.199997,62.0,63.6
0,600,60000,250.0,250,1.0,0.05,1e-06,0.5,100.0,10,250,52.058334,52.266666,52.678333,69.6,69.6,69.2
0,600,60000,250.0,250,1.0,0.1,1e-07,0.5,100.0,10,250,59.500004,59.82833,59.608334,73.6,74.4,74.8
0,500,60000,250.0,250,1.0,0.1,1e-07,0.5,150.0,10,250,51.59833,51.579998,56.575,66.399994,66.799995,68.4
0,600,60000,250.0,250,1.0,0.1,1e-05,0.5,100.0,10,250,43.114998,43.371666,43.70333,59.600002,59.600002,58.399998
0,600,60000,250.0,250,1.0,0.5,1e-05,0.5,100.0,10,250,48.466667,48.735,48.876667,65.6,65.6,66.799995
0,600,60000,250.0,250,1.0,0.05,1e-06,0.5,150.0,10,250,54.739998,54.896667,55.786667,66.399994,66.799995,68.0
0,600,60000,250.0,250,1.0,1.0,1e-06,0.5,100.0,10,250,66.340004,66.496666,65.666664,77.600006,77.600006,76.0
0,600,60000,250.0,250,1.0,0.5,1e-07,0.5,150.0,10,250,59.396667,60.068336,61.17667,73.6,70.8,72.0
0,600,60000,250.0,250,1.0,0.1,1e-07,0.5,125.0,10,250,57.993336,58.19833,60.143333,74.8,76.0,75.2
0,600,60000,250.0,250,1.0,1.0,1e-06,0.5,150.0,10,250,55.113335,55.805,60.805,67.2,69.6,69.2
0,600,60000,250.0,250,1.0,0.1,1e-07,0.5,150.0,10,250,52.17167,52.13,56.245003,68.8,69.6,69.2
0,600,60000,250.0,250,1.0,0.05,1e-07,0.5,100.0,10,250,56.17167,56.295,55.85,76.4,76.4,77.200005
0,600,60000,250.0,250,1.0,0.05,1e-05,0.5,150.0,10,250,44.191666,44.33,45.923332,58.0,57.6,59.2
0,600,60000,250.0,250,1.0,0.05,1e-05,0.5,100.0,10,250,41.798332,41.98,42.858334,57.200005,57.200005,57.200005
0,600,60000,250.0,250,1.0,0.5,1e-06,0.5,150.0,10,250,53.005,53.295,58.854996,67.6,68.8,69.2
0,600,60000,250.0,250,1.0,1.0,1e-06,0.5,125.0,10,250,59.663334,60.168335,63.81167,71.6,72.0,72.799995
0,600,60000,250.0,250,1.0,0.05,1e-06,0.5,125.0,10,250,52.31,52.486668,52.751667,66.0,66.399994,64.0
0,600,60000,250.0,250,1.0,0.05,1e-07,0.5,125.0,10,250,57.579998,57.87,57.72667,72.399994,72.0,72.399994
0,600,60000,250.0,250,1.0,0.05,1e-07,0.5,150.0,10,250,57.364998,57.393333,57.95667,72.799995,71.6,72.0
0,700,60000,250.0,250,1.0,0.05,1e-07,0.5,150.0,10,250,57.038334,57.145004,56.73667,72.399994,72.399994,69.2
0,600,60000,250.0,250,1.0,0.5,1e-05,0.5,150.0,10,250,51.02833,51.208332,51.673332,64.0,64.0,64.0
0,400,60000,250.0,250,1.0,1.0,1e-07,0.5,100.0,10,250,56.491665,56.925,60.303333,72.0,72.799995,72.799995
0,700,60000,250.0,250,1.0,0.5,1e-05,0.5,150.0,10,250,51.929996,52.256664,52.591667,63.6,65.200005,64.4
0,700,60000,250.0,250,1.0,0.1,1e-05,0.5,150.0,10,250,49.121662,49.47667,49.956665,61.6,62.0,62.4
0,600,60000,250.0,250,1.0,0.5,1e-07,0.5,125.0,10,250,61.993332,62.475,62.675,72.399994,74.0,75.2
0,700,60000,250.0,250,1.0,0.1,1e-06,0.5,125.0,10,250,58.6,58.80167,58.93667,69.2,70.0,69.2
0,700,60000,250.0,250,1.0,0.05,1e-06,0.5,125.0,10,250,53.911667,54.16167,54.33833,64.8,64.8,65.6
0,500,60000,250.0,250,1.0,1.0,1e-07,0.5,125.0,10,250,55.525,55.618336,59.38,71.200005,68.8,69.6
0,700,60000,250.0,250,1.0,0.05,1e-06,0.5,150.0,10,250,53.664997,53.87,54.733334,66.799995,66.799995,67.2
0,600,60000,250.0,250,1.0,1.0,1e-05,0.5,100.0,10,250,49.825,50.066666,49.90333,62.0,62.0,62.0
0,700,60000,250.0,250,1.0,0.1,1e-06,0.5,100.0,10,250,56.55167,56.746662,56.575,69.2,69.2,68.0
0,600,60000,250.0,250,1.0,0.5,1e-07,0.5,100.0,10,250,60.363335,60.633335,62.61334,73.6,75.2,77.200005
0,700,60000,250.0,250,1.0,0.1,1e-07,0.5,125.0,10,250,57.636665,57.765,58.808334,72.799995,73.6,74.0
0,600,60000,250.0,250,1.0,1.0,1e-05,0.5,150.0,10,250,52.883335,53.220005,53.28667,66.799995,66.399994,68.0
0,600,60000,250.0,250,1.0,0.5,1e-06,0.5,125.0,10,250,65.59,66.1,65.583336,76.0,76.8,75.6
0,700,60000,250.0,250,1.0,0.05,1e-05,0.5,150.0,10,250,43.34,43.741665,45.183334,57.200005,58.0,59.600002
0,700,60000,250.0,250,1.0,0.05,1e-07,0.5,125.0,10,250,57.46167,57.729996,57.414997,74.4,74.4,74.8
0,700,60000,250.0,250,1.0,0.1,1e-07,0.5,150.0,10,250,53.99,53.945004,55.856667,70.0,69.2,70.0
0,700,60000,250.0,250,1.0,0.05,1e-07,0.5,100.0,10,250,56.61166,56.753334,56.181664,72.799995,72.799995,72.0
0,700,60000,250.0,250,1.0,0.05,1e-05,0.5,125.0,10,250,42.198338,42.678337,43.678333,57.6,57.200005,61.199997
0,700,60000,250.0,250,1.0,0.1,1e-07,0.5,100.0,10,250,62.129997,62.315,61.815002,75.2,75.6,75.6
0,700,60000,250.0,250,1.0,0.5,1e-05,0.5,100.0,10,250,48.466667,48.84667,48.783333,62.4,62.0,61.6
0,700,60000,250.0,250,1.0,1.0,1e-07,0.5,150.0,10,250,55.163334,55.728333,57.838333,69.6,70.0,68.4
0,500,60000,250.0,250,1.0,1.0,1e-07,0.5,150.0,10,250,53.66,53.989998,57.131668,68.0,68.8,68.8
0,600,60000,250.0,250,1.0,1.0,1e-07,0.5,150.0,10,250,53.38834,53.875,57.69833,70.8,70.4,68.8
0,700,60000,250.0,250,1.0,0.5,1e-05,0.5,125.0,10,250,50.138332,50.390003,50.771667,65.200005,65.200005,64.4
0,600,60000,250.0,250,1.0,1.0,1e-07,0.5,100.0,10,250,58.386665,58.711666,61.541668,76.8,77.600006,72.799995
0,700,60000,250.0,250,1.0,1.0,1e-05,0.5,100.0,10,250,49.008335,49.205,49.16167,62.800003,62.800003,62.4
0,700,60000,250.0,250,1.0,0.1,1e-05,0.5,125.0,10,250,44.015,44.436665,45.35167,63.6,64.4,66.0
0,500,60000,250.0,250,1.0,1.0,1e-07,0.5,100.0,10,250,56.693336,57.54667,61.093334,75.6,76.8,70.4
0,700,60000,250.0,250,1.0,0.1,1e-05,0.5,100.0,10,250,44.193336,44.56334,45.293335,60.8,60.399998,60.399998
0,700,60000,250.0,250,1.0,0.1,1e-06,0.5,150.0,10,250,57.770004,58.188335,58.343334,69.2,70.0,70.8
0,700,60000,250.0,250,1.0,0.5,1e-06,0.5,125.0,10,250,67.34167,67.58833,66.846664,77.200005,77.200005,77.200005
0,700,60000,250.0,250,1.0,0.5,1e-07,0.5,150.0,10,250,60.853333,61.19833,61.406666,74.4,74.0,75.2
0,700,60000,250.0,250,1.0,1.0,1e-07,0.5,100.0,10,250,58.076668,58.581665,60.933334,73.6,76.0,71.6
0,700,60000,250.0,250,1.0,0.5,1e-07,0.5,125.0,10,250,63.393333,63.731667,63.075,74.8,75.2,76.0
0,700,60000,250.0,250,1.0,1.0,1e-06,0.5,125.0,10,250,61.405003,61.788334,64.69833,72.399994,72.399994,74.0
0,700,60000,250.0,250,1.0,1.0,1e-06,0.5,150.0,10,250,55.0,56.129997,60.973335,67.2,69.6,69.6
0,700,60000,250.0,250,1.0,0.05,1e-06,0.5,100.0,10,250,52.036667,52.17,52.22333,66.399994,66.799995,63.200005
0,700,60000,250.0,250,1.0,0.5,1e-06,0.5,100.0,10,250,65.205,65.30333,65.07833,75.6,75.6,76.0
0,700,60000,250.0,250,1.0,1.0,1e-05,0.5,125.0,10,250,51.176662,51.46333,51.41333,64.0,64.8,64.0
0,700,60000,250.0,250,1.0,0.05,1e-05,0.5,100.0,10,250,42.06333,42.55167,42.90167,56.4,57.6,57.6
0,700,60000,250.0,250,1.0,1.0,1e-07,0.5,125.0,10,250,57.920002,58.61167,60.19833,70.0,71.6,69.6
0,700,60000,250.0,250,1.0,1.0,1e-05,0.5,150.0,10,250,53.90333,54.15,54.163338,63.6,64.4,64.0
0,600,60000,250.0,250,1.0,1.0,1e-07,0.5,125.0,10,250,56.723335,56.82333,59.64,71.200005,71.200005,72.0
0,700,60000,250.0,250,1.0,0.5,1e-07,0.5,100.0,10,250,61.55167,61.811665,62.260002,76.4,77.200005,75.2
0,700,60000,250.0,250,1.0,0.5,1e-06,0.5,150.0,10,250,54.23,54.435,60.07333,67.2,68.0,70.0
0,700,60000,250.0,250,1.0,1.0,1e-06,0.5,100.0,10,250,66.706665,66.89,66.12333,76.4,76.4,76.0
